"Name","Type","Type?","GLON","GLAT","d","E(B-V)","logt","DM(J)","I(M.J)","DM(H)","I(M.H)","DM(Ks)","I(M.Ks)","_RA.icrs","_DE.icrs"
"FSR_1602, MWSC_2008","nan","nan",297.771,5.713,3330.0,0.583,9.1,13.08,-5.066,12.893,-5.525,12.8,-5.623,183.4562,-56.7814
"Saurer_4, MWSC_2009","nan","nan",298.78,-1.017,5179.0,1.332,9.18,14.64,-4.538,14.213,-5.184,14.0,-5.373,183.4941,-63.5864
"ASCC_70, MWSC_2010","nan","nan",298.984,-1.806,2652.0,0.468,6.92,12.494,-6.924,12.344,-6.89,12.269,-6.906,183.6965,-64.3964
"DBSB_129, MWSC_2011","nan","nan",298.843,-0.321,6976.0,1.187,6.0,15.17,-5.093,14.79,-5.212,14.6,-5.266,183.8524,-62.9064
"NGC_4230, MWSC_2013","nan","nan",298.023,7.43,2630.0,0.312,8.945,12.35,-3.205,12.25,-3.488,12.2,-3.55,184.3272,-55.1161
"FSR_1626, MWSC_2014","nan","nan",301.712,-18.709,2671.0,0.208,9.6,12.3,-4.162,12.233,-4.63,12.2,-4.733,185.0126,-81.5063
"Loden_615, MWSC_2015","nan","nan",299.656,-2.096,826.0,0.05,8.63,9.624,-2.512,9.608,-2.881,9.6,-2.975,185.1598,-64.7717
"ASCC_71, MWSC_2016","nan","nan",299.993,-4.83,1209.0,0.271,8.0,10.63,-5.887,10.543,-6.301,10.5,-6.444,185.1789,-67.5263
"FSR_1608, MWSC_2017","nan","nan",298.825,5.449,7354.0,0.521,9.2,14.75,-8.038,14.583,-8.804,14.5,-9.095,185.3007,-57.1815
"Melotte_111, MWSC_2020","nan","nan",219.018,83.799,87.0,0.0,8.84,4.698,-1.969,4.698,-2.109,4.698,-2.137,185.9782,26.3033
"ESO_130-13, MWSC_2021","nan","nan",299.347,3.012,1509.0,0.333,8.445,11.16,-3.635,11.053,-3.855,11.0,-3.899,185.7583,-59.6619
"NGC_4337, MWSC_2023","nan","nan",299.298,4.564,2874.0,0.333,9.15,12.56,-5.345,12.453,-5.836,12.4,-5.943,185.9901,-58.1137
"NGC_4349, MWSC_2024","nan","nan",299.727,0.836,2155.0,0.448,8.41,12.026,-6.253,11.883,-6.571,11.811,-6.66,186.0509,-61.8662
"FSR_1610, MWSC_2025","nan","nan",299.126,6.509,4640.0,0.521,9.3,13.75,-5.957,13.583,-6.551,13.5,-6.697,186.0579,-56.1616
"ESO_064-05, MWSC_2026","nan","nan",300.471,-5.738,1239.0,0.416,7.885,10.8,-5.447,10.667,-6.022,10.6,-6.191,186.1707,-68.4818
"Ruprecht_104, MWSC_2028","nan","nan",299.672,2.263,2702.0,0.75,8.89,12.76,-5.262,12.52,-5.593,12.4,-5.689,186.2454,-60.4412
"VDBH_131, vdBergh-Hagen_131, MWSC_2030","nan","nan",300.102,-0.664,4430.0,0.833,9.2,13.9,-5.119,13.633,-5.622,13.5,-5.785,186.5302,-63.3966
"Loden_624, MWSC_2031","nan","nan",299.963,0.93,1423.0,0.416,7.6,11.1,-5.122,10.967,-5.279,10.9,-5.317,186.5684,-61.7966
"VDBH_132, vdBergh-Hagen_132, MWSC_2032","nan","nan",300.259,-1.319,1859.0,0.479,8.45,11.73,-5.007,11.577,-5.398,11.5,-5.504,186.7404,-64.0636
"FSR_1609, MWSC_2034","nan","nan",298.9,14.215,4467.0,0.0,9.35,13.25,-4.558,13.25,-5.066,13.25,-5.167,186.9587,-48.4719
"NGC_4439, MWSC_2035","nan","nan",300.066,2.637,1659.0,0.312,7.71,11.35,-3.044,11.25,-3.203,11.2,-3.221,187.1079,-60.1067
"Hogg_14, MWSC_2037","nan","nan",300.073,2.939,1036.0,0.229,8.1,10.26,-0.959,10.187,-1.344,10.15,-1.408,187.1754,-59.8065
"Hogg_23, MWSC_2038","nan","nan",300.153,1.827,1250.0,0.071,8.31,10.541,-3.624,10.518,-3.966,10.507,-4.097,187.1373,-60.9212
"FSR_1617, MWSC_2039","nan","nan",300.648,-3.787,1828.0,0.437,8.9,11.66,-4.573,11.52,-5.104,11.45,-5.232,187.1231,-66.5569
"FSR_1616, MWSC_2040","nan","nan",300.456,-0.661,1963.0,1.041,8.3,12.3,-4.691,11.967,-5.042,11.8,-5.11,187.3183,-63.4261
"ESO_131-09, MWSC_2041","nan","nan",300.017,4.886,2255.0,0.729,8.9,12.35,-5.831,12.117,-6.487,12.0,-6.803,187.3939,-57.862
"NGC_4463, MWSC_2042","nan","nan",300.64,-2.011,1115.0,0.354,7.97,10.52,-4.563,10.407,-4.711,10.35,-4.792,187.4761,-64.7869
"ASCC_72, MWSC_2044","nan","nan",300.699,1.865,1229.0,0.16,8.205,10.577,-2.537,10.526,-2.773,10.5,-2.829,188.2629,-60.927
"Ruprecht_105, MWSC_2047","nan","nan",300.841,1.229,1250.0,0.05,9.1,10.524,-3.949,10.508,-4.453,10.5,-4.577,188.4651,-61.5714
"DBSB_77, MWSC_2048","nan","nan",300.974,1.158,5417.0,0.874,6.3,14.37,-4.984,14.09,-5.025,13.95,-4.972,188.7342,-61.651
"FSR_1629, MWSC_2049","nan","nan",302.246,-18.097,3597.0,0.062,9.7,12.83,-5.486,12.81,-6.188,12.8,-6.395,188.7125,-80.9466
"DBSB_78, MWSC_2051","nan","nan",301.114,0.966,4569.0,0.625,6.0,13.8,-5.834,13.6,-5.789,13.5,-5.766,189.0043,-61.8513
"FSR_1623, MWSC_2052","nan","nan",301.426,-4.112,6915.0,0.625,8.9,14.7,-7.803,14.5,-8.368,14.4,-8.527,189.0225,-66.9389
"ASCC_73, MWSC_2053","nan","nan",301.466,-4.418,650.0,0.05,8.19,9.105,-2.202,9.089,-2.374,9.081,-2.414,189.0782,-67.2467
"Collinder_261, MWSC_2055","nan","nan",301.693,-5.524,2683.0,0.333,9.7,12.41,-6.211,12.303,-6.823,12.25,-6.968,189.5134,-68.3635
"FSR_1622, MWSC_2056","nan","nan",301.414,-0.425,6017.0,1.874,8.6,15.4,-7.761,14.8,-8.325,14.5,-8.527,189.4848,-63.257
"FSR_1621, MWSC_2058","nan","nan",301.296,5.457,1015.0,0.208,8.0,10.2,-1.344,10.133,-1.719,10.1,-1.805,189.8378,-57.3764
"Trumpler_20, MWSC_2060","nan","nan",301.494,2.207,3311.0,0.312,9.325,12.85,-7.4,12.75,-8.057,12.7,-8.239,189.9287,-60.632
"FSR_1625, MWSC_2061","nan","nan",301.53,4.436,2269.0,0.687,8.875,12.33,-4.374,12.11,-4.732,12.0,-4.772,190.1908,-58.4067
"NGC_4609, MWSC_2062","nan","nan",301.89,-0.134,1308.0,0.364,8.1,10.875,-3.739,10.758,-3.828,10.7,-3.85,190.565,-62.9872
"Hogg_15, MWSC_2063","nan","nan",302.04,-0.237,3078.0,1.27,6.6,13.46,-4.919,13.053,-4.967,12.85,-4.919,190.8881,-63.0951
"FSR_1631, MWSC_2064","nan","nan",302.7,-18.386,1456.0,0.104,9.5,10.9,-3.021,10.867,-3.479,10.85,-3.603,191.4118,-81.2551
"Loden_682, MWSC_2065","nan","nan",302.41,2.181,731.0,0.25,8.47,9.52,-2.297,9.44,-2.463,9.4,-2.502,191.7942,-60.6864
"FSR_1630, MWSC_2066","nan","nan",302.61,0.738,2368.0,0.708,6.4,12.44,-4.61,12.213,-4.836,12.1,-4.845,192.1708,-62.132
"DBSB_79, MWSC_2067","nan","nan",302.633,-0.855,1489.0,1.041,8.4,11.7,-3.133,11.367,-3.482,11.2,-3.512,192.1843,-63.7252
"DBSB_80, MWSC_2068","nan","nan",302.801,1.293,2132.0,1.416,6.9,12.78,-3.068,12.326,-3.216,12.1,-3.219,192.5845,-61.5785
"ESO_065-03, MWSC_2069","nan","nan",302.916,-6.855,3047.0,0.562,8.96,12.87,-5.308,12.69,-5.817,12.6,-5.975,192.8139,-69.7267
"NGC_4815, MWSC_2075","nan","nan",303.624,-2.094,2990.0,0.843,8.6,13.055,-4.529,12.785,-4.792,12.65,-4.885,194.4935,-64.957
"NGC_4852, MWSC_2078","nan","nan",304.035,3.266,1106.0,0.25,8.635,10.42,-3.337,10.34,-3.549,10.3,-3.565,195.0354,-59.5871
"FSR_1638, MWSC_2079","nan","nan",303.708,-8.535,7702.0,0.208,9.5,14.6,-5.937,14.533,-6.591,14.5,-6.702,195.2654,-71.3922
"FSR_1640, MWSC_2089","nan","nan",304.076,-14.621,6213.0,0.104,9.2,14.05,-5.623,14.017,-6.13,14.0,-6.251,197.9595,-77.4474
"Loden_757, MWSC_2091","nan","nan",305.075,-2.511,1340.0,0.666,8.07,11.17,-2.418,10.957,-2.587,10.85,-2.587,197.9883,-65.2973
"Danks_1, MWSC_2092","nan","nan",305.34,0.068,1873.0,2.602,6.0,13.45,-4.337,12.616,-4.617,12.2,-4.641,198.1166,-62.7054
"Danks_2, MWSC_2093","nan","nan",305.388,0.106,2231.0,2.353,6.3,13.63,-3.932,12.876,-4.136,12.5,-4.127,198.2141,-62.6636
"DBSB_133, MWSC_2095","nan","nan",305.537,0.359,2927.0,0.833,8.335,13.0,-5.115,12.733,-5.402,12.6,-5.542,198.4892,-62.3988
"NGC_5045, MWSC_2096","nan","nan",305.506,-0.66,1662.0,0.458,7.955,11.47,-5.031,11.323,-5.122,11.25,-5.21,198.619,-63.4165
"VDBH_144, vdBergh-Hagen_144, MWSC_2098","nan","nan",305.358,-3.157,7241.0,0.625,9.0,14.8,-6.071,14.6,-6.76,14.5,-6.939,198.8047,-65.9167
"NGC_5043, MWSC_2099","nan","nan",306.0,2.663,860.0,0.083,8.6,9.74,-2.63,9.713,-2.948,9.7,-3.092,199.0094,-60.0621
"FSR_1646, MWSC_2100","nan","nan",306.623,8.496,4784.0,0.625,9.35,13.9,-6.807,13.7,-7.484,13.6,-7.659,199.1078,-54.1965
"Collinder_268, MWSC_2103","nan","nan",305.543,-4.336,1811.0,0.344,8.79,11.565,-3.73,11.455,-4.028,11.4,-4.117,199.5556,-67.0719
"DBSB_85, MWSC_2104","nan","nan",306.022,0.048,2024.0,1.457,7.45,12.7,-2.563,12.233,-2.686,12.0,-2.657,199.6004,-62.6619
"FSR_1649, MWSC_2107","nan","nan",306.866,6.48,7086.0,0.77,9.15,14.87,-7.506,14.623,-8.22,14.5,-8.433,199.8941,-56.1767
"Ruprecht_107, MWSC_2108","nan","nan",305.922,-2.24,1454.0,0.583,8.235,11.28,-1.231,11.093,-1.443,11.0,-1.456,199.9301,-64.9474
"FSR_1648, MWSC_2109","nan","nan",306.87,6.307,1050.0,0.291,8.34,10.34,-1.631,10.247,-2.028,10.2,-2.123,199.9355,-56.3482
"FSR_1645, MWSC_2110","nan","nan",306.412,0.749,1278.0,0.521,8.0,10.95,-3.993,10.783,-4.081,10.7,-4.134,200.2689,-61.9223
"FSR_1642, MWSC_2112","nan","nan",305.179,-10.837,3211.0,0.208,9.5,12.7,-6.113,12.633,-6.839,12.6,-7.075,200.6856,-73.572
"Collinder_269, MWSC_2113","nan","nan",306.2,-3.491,1870.0,0.437,8.55,11.71,-4.164,11.57,-4.508,11.5,-4.559,200.9517,-66.1571
"ESO_324-15, MWSC_2115","nan","nan",309.285,20.6,2818.0,0.0,9.7,12.25,-3.425,12.25,-4.015,12.25,-4.131,200.8559,-41.8768
"Loden_821, MWSC_2116","nan","nan",307.045,2.803,2642.0,0.437,7.455,12.46,-7.79,12.32,-8.721,12.25,-8.96,201.049,-59.8069
"Loden_807, MWSC_2117","nan","nan",306.749,0.134,703.0,0.2,8.3,9.396,-1.917,9.332,-2.297,9.3,-2.392,201.1465,-62.4918
"FSR_1651, MWSC_2118","nan","nan",307.315,3.6,3602.0,0.364,9.4,13.075,-6.652,12.958,-7.381,12.9,-7.64,201.3714,-58.9817
"NGC_5138, MWSC_2121","nan","nan",307.52,3.526,1819.0,0.312,7.55,11.55,-3.224,11.45,-3.364,11.4,-3.364,201.7845,-59.0274
"Basel_18, MWSC_2122","nan","nan",307.143,0.247,2226.0,0.51,7.92,12.147,-6.359,11.984,-6.981,11.902,-7.341,201.9567,-62.3269
"Hogg_16, MWSC_2123","nan","nan",307.468,1.329,2059.0,0.41,7.95,11.897,-3.474,11.766,-3.578,11.7,-3.609,202.3085,-61.2094
"ESO_065-07, MWSC_2124","nan","nan",305.979,-8.614,3477.0,0.291,9.4,12.94,-5.89,12.847,-6.692,12.8,-6.938,202.276,-71.2626
"NGC_5155, MWSC_2125","nan","nan",307.207,-0.899,1404.0,0.354,7.4,11.02,-2.585,10.907,-2.867,10.85,-2.889,202.4592,-63.4516
"Collinder_271, MWSC_2126","nan","nan",307.122,-1.64,2588.0,1.353,7.2,13.15,-3.805,12.716,-3.822,12.5,-3.778,202.5189,-64.197
"FSR_1657, MWSC_2127","nan","nan",307.928,3.77,5409.0,0.729,9.0,14.25,-8.532,14.017,-9.222,13.9,-9.45,202.4962,-58.7273
"Collinder_272, MWSC_2128","nan","nan",307.575,1.189,2095.0,0.604,7.02,12.09,-5.032,11.897,-5.245,11.8,-5.268,202.5717,-61.332
"NGC_5168, MWSC_2129","nan","nan",307.724,1.566,1727.0,0.354,8.25,11.47,-2.885,11.357,-3.043,11.3,-3.067,202.7583,-60.9368
"Trumpler_21, MWSC_2131","nan","nan",307.568,-0.293,1270.0,0.25,7.85,10.72,-2.94,10.64,-3.13,10.6,-3.177,203.0434,-62.7975
"DBSB_87, MWSC_2133","nan","nan",308.014,2.011,1791.0,0.729,8.0,11.85,-2.148,11.617,-2.368,11.5,-2.386,203.201,-60.4519
"FSR_1653, MWSC_2134","nan","nan",307.712,-0.559,3258.0,1.041,8.85,13.4,-6.424,13.067,-6.738,12.9,-6.774,203.4493,-63.0369
"Loden_915, MWSC_2135","nan","nan",308.382,3.126,709.0,0.15,8.445,9.372,-1.789,9.324,-2.275,9.3,-2.376,203.5622,-59.292
"Loden_848, MWSC_2136","nan","nan",307.522,-2.058,1797.0,0.396,8.75,11.59,-4.59,11.463,-5.016,11.4,-5.127,203.5839,-64.5468
"C1331-622, MWSC_2137","nan","nan",307.903,0.041,1078.0,0.271,9.25,10.38,-2.352,10.293,-2.762,10.25,-2.824,203.6443,-62.4136
"Collinder_275, MWSC_2138","nan","nan",308.259,2.216,1952.0,0.458,8.6,11.82,-4.634,11.673,-5.04,11.6,-5.14,203.6214,-60.2097
"FSR_1650, MWSC_2139","nan","nan",307.046,-5.592,4103.0,0.729,9.0,13.65,-6.741,13.417,-7.403,13.3,-7.64,203.9007,-68.1103
"ASCC_74, MWSC_2140","nan","nan",308.658,3.571,550.0,0.05,8.63,8.742,-0.772,8.726,-1.025,8.718,-1.11,203.9445,-58.8069
"Pismis_18, MWSC_2142","nan","nan",308.228,0.341,2309.0,0.521,8.975,12.235,-7.306,12.068,-8.422,11.985,-8.831,204.2217,-62.0625
"VDBH_150, vdBergh-Hagen_150, MWSC_2143","nan","nan",308.114,-0.913,1537.0,0.208,7.5,11.1,-1.679,11.033,-2.054,11.0,-2.158,204.4614,-63.3169
"FSR_1659, MWSC_2144","nan","nan",308.278,-0.094,1764.0,0.833,8.315,11.9,-5.038,11.633,-5.536,11.5,-5.696,204.4933,-62.4817
"FSR_1663, MWSC_2148","nan","nan",309.063,2.086,1513.0,0.625,8.15,11.4,-2.578,11.2,-2.868,11.1,-2.902,205.2589,-60.194
"Platais_10, MWSC_2150","nan","nan",309.259,3.038,246.0,0.079,8.34,7.018,-2.399,6.993,-2.441,6.98,-2.503,205.2786,-59.2221
"FSR_1654, MWSC_2151","nan","nan",307.72,-5.297,4015.0,0.874,8.78,13.72,-5.606,13.44,-5.992,13.3,-6.088,205.5102,-67.6971
"SAI_118, MWSC_2153","nan","nan",308.728,-0.869,1602.0,0.396,7.3,11.34,-3.502,11.213,-3.68,11.15,-3.736,205.7817,-63.1576
"NGC_5269, MWSC_2156","nan","nan",308.955,-0.642,1634.0,0.416,8.52,11.4,-4.55,11.267,-4.822,11.2,-4.856,206.1707,-62.8894
"Loden_1010, MWSC_2157","nan","nan",309.545,1.954,949.0,0.2,8.825,10.046,-2.882,9.982,-3.191,9.95,-3.237,206.262,-60.2276
"Loden_991, MWSC_2158","nan","nan",309.193,0.184,2628.0,1.249,7.25,13.1,-4.486,12.7,-4.563,12.5,-4.575,206.3065,-62.0321
"FSR_1647, MWSC_2159","nan","nan",306.72,-11.485,2436.0,0.208,9.455,12.1,-4.245,12.033,-4.691,12.0,-4.775,206.4081,-73.9568
"NGC_5281, MWSC_2161","nan","nan",309.152,-0.718,1211.0,0.26,7.76,10.625,-5.203,10.542,-5.26,10.5,-5.29,206.6285,-62.9227
"NGC_5284, MWSC_2162","nan","nan",309.923,2.927,1577.0,0.5,7.0,11.39,-3.473,11.23,-3.759,11.15,-3.808,206.5911,-59.1972
"ASCC_75, MWSC_2163","nan","nan",309.341,-0.221,2948.0,0.416,6.65,12.682,-5.342,12.549,-5.464,12.482,-5.484,206.7999,-62.3968
"FSR_1673, MWSC_2169","nan","nan",312.344,11.133,2154.0,0.104,9.5,11.75,-3.447,11.717,-3.954,11.7,-4.042,207.5228,-50.6638
"NGC_5299, MWSC_2170","nan","nan",310.257,2.088,1847.0,0.833,8.7,12.0,-5.614,11.733,-6.31,11.6,-6.566,207.5968,-59.9427
"ASCC_76, MWSC_2171","nan","nan",308.968,-4.245,1025.0,0.458,7.75,10.42,-2.736,10.273,-2.886,10.2,-2.949,208.0459,-66.4022
"Platais_12, MWSC_2173","nan","nan",309.708,-1.337,491.0,0.135,8.4,8.565,-3.202,8.522,-3.437,8.5,-3.491,208.1348,-63.402
"Loden_1095, MWSC_2174","nan","nan",310.692,2.19,4028.0,0.854,8.55,13.71,-5.562,13.437,-5.838,13.3,-5.924,208.3912,-59.7424
"NGC_5316, MWSC_2175","nan","nan",310.223,0.117,1208.0,0.312,8.23,10.66,-5.476,10.56,-5.92,10.51,-6.058,208.4734,-61.8674
"Loden_995, MWSC_2176","nan","nan",309.521,-2.882,1481.0,0.458,8.625,11.22,-5.728,11.073,-6.379,11.0,-6.555,208.5617,-64.9472
"Loden_1002, MWSC_2177","nan","nan",309.459,-3.263,1332.0,0.396,8.0,10.94,-2.343,10.813,-2.567,10.75,-2.613,208.6379,-65.3318
"FSR_1668, MWSC_2180","nan","nan",310.405,0.376,1184.0,0.416,8.9,10.7,-3.34,10.567,-3.725,10.5,-3.8,208.7143,-61.5721
"FSR_1658, MWSC_2181","nan","nan",308.169,-8.525,4239.0,0.354,9.55,13.42,-5.673,13.307,-6.291,13.25,-6.444,208.748,-70.7478
"FSR_1669, MWSC_2184","nan","nan",310.52,0.166,1105.0,0.416,8.0,10.55,-2.108,10.417,-2.455,10.35,-2.537,209.0578,-61.7475
"VDBH_155, vdBergh-Hagen_155, MWSC_2186","nan","nan",311.209,2.229,1864.0,0.458,8.44,11.72,-5.403,11.573,-5.993,11.5,-6.185,209.3636,-59.5777
"FSR_1661, MWSC_2188","nan","nan",308.761,-7.246,4331.0,0.208,9.4,13.35,-6.263,13.283,-7.052,13.25,-7.284,209.4693,-69.3624
"Loden_1101, MWSC_2189","nan","nan",310.737,0.11,2088.0,0.625,6.55,12.1,-4.425,11.9,-4.779,11.8,-4.811,209.5312,-61.747
"Loden_1177, MWSC_2190","nan","nan",311.848,3.824,4167.0,0.625,9.175,13.6,-6.085,13.4,-6.61,13.3,-6.749,209.7646,-57.8724
"Loden_1171, MWSC_2191","nan","nan",311.75,3.323,789.0,0.2,8.59,9.646,-1.337,9.582,-1.596,9.55,-1.636,209.8322,-58.3816
"Loden_1152, MWSC_2192","nan","nan",311.514,2.407,1711.0,0.573,8.065,11.625,-3.668,11.442,-3.892,11.35,-3.918,209.8532,-59.3274
"Lynga_1, MWSC_2193","nan","nan",310.841,-0.332,1312.0,0.5,8.39,10.99,-4.103,10.83,-4.607,10.75,-4.72,209.988,-62.1471
"NGC_5381, MWSC_2196","nan","nan",311.589,2.102,1949.0,0.625,8.65,11.95,-5.297,11.75,-5.642,11.65,-5.718,210.1531,-59.602
"Ruprecht_110, MWSC_2199","nan","nan",309.962,-5.618,1241.0,0.312,8.7,10.72,-2.979,10.62,-3.35,10.57,-3.41,211.3962,-67.4721
"Loden_1194, MWSC_2200","nan","nan",312.177,1.788,673.0,0.042,8.705,9.175,-1.431,9.162,-1.806,9.155,-1.875,211.4429,-59.7428
"Loden_1225, MWSC_2204","nan","nan",312.61,1.678,1330.0,0.25,8.67,10.82,-5.175,10.74,-5.771,10.7,-5.954,212.3279,-59.7224
"ESO_097-15, MWSC_2207","nan","nan",311.772,-3.206,3274.0,0.854,8.25,13.26,-5.729,12.987,-6.191,12.85,-6.369,213.8416,-64.6275
"ESO_021-06, MWSC_2208","nan","nan",307.214,-16.348,2473.0,0.104,9.5,12.05,-4.555,12.017,-5.182,12.0,-5.367,213.9449,-78.5124
"Loden_1282, MWSC_2209","nan","nan",313.581,1.999,1349.0,0.312,8.15,10.9,-2.527,10.8,-2.815,10.75,-2.881,213.9478,-59.1176
"ESO_175-06, MWSC_2212","nan","nan",314.678,3.98,586.0,0.187,8.6,8.99,-1.689,8.93,-1.925,8.9,-1.967,214.6834,-56.8876
"DBSB_88, MWSC_2213","nan","nan",311.929,-4.109,1366.0,1.874,7.85,12.18,-5.87,11.58,-6.095,11.28,-6.201,214.8917,-65.4297
"Lynga_2, MWSC_2215","nan","nan",313.846,-0.441,932.0,0.323,8.43,10.105,-3.547,10.002,-3.765,9.95,-3.833,216.1004,-61.3272
"DBSB_136, MWSC_2216","nan","nan",314.245,0.429,6581.0,1.27,6.0,15.11,-6.208,14.703,-6.325,14.5,-6.327,216.238,-60.3724
"NGC_5593, MWSC_2217","nan","nan",316.305,5.611,808.0,0.042,8.77,9.57,-1.979,9.557,-2.239,9.55,-2.314,216.394,-54.7979
"NGC_5606, MWSC_2218","nan","nan",314.836,1.0,2141.0,0.458,7.35,12.02,-4.963,11.873,-4.968,11.8,-4.955,216.9326,-59.6276
"FSR_1680, MWSC_2219","nan","nan",314.785,0.601,1458.0,0.562,8.59,11.27,-2.836,11.09,-3.059,11.0,-3.084,217.1274,-60.0178
"FSR_1682, MWSC_2220","nan","nan",315.341,1.79,1388.0,0.583,9.16,11.18,-4.267,10.993,-4.653,10.9,-4.698,217.2858,-58.7077
"NGC_5617, MWSC_2223","nan","nan",314.671,-0.101,1769.0,0.5,8.25,11.64,-4.9,11.48,-5.018,11.4,-5.062,217.4354,-60.7125
"Loden_1378, MWSC_2224","nan","nan",315.637,2.205,1346.0,0.479,8.84,11.03,-3.819,10.877,-4.21,10.8,-4.267,217.5178,-58.2127
"Pismis_19, MWSC_2225","nan","nan",314.699,-0.296,1978.0,1.301,9.015,12.525,-4.505,12.108,-4.86,11.9,-4.939,217.6372,-60.8831
"Trumpler_22, MWSC_2226","nan","nan",314.632,-0.57,1614.0,0.5,8.495,11.44,-4.48,11.28,-4.877,11.2,-4.962,217.7202,-61.1623
"Turner_7, MWSC_2229","nan","nan",316.399,3.321,6955.0,1.208,9.0,15.18,-8.269,14.793,-8.857,14.6,-8.998,218.0514,-56.8926
"Loden_1339, MWSC_2230","nan","nan",314.59,-1.474,1278.0,0.833,8.09,11.2,-2.039,10.933,-2.265,10.8,-2.265,218.3581,-62.0149
"Hogg_17, MWSC_2232","nan","nan",314.903,-0.878,1148.0,0.625,8.15,10.8,-2.537,10.6,-2.843,10.5,-2.888,218.4846,-61.3444
"FSR_1688, MWSC_2233","nan","nan",317.001,3.916,1469.0,0.822,8.455,11.495,-6.254,11.232,-6.978,11.1,-7.412,218.643,-56.1126
"Ruprecht_111, MWSC_2235","nan","nan",315.661,0.285,1560.0,0.729,8.92,11.55,-4.081,11.317,-4.402,11.2,-4.474,218.9881,-59.9783
"Alessi_6, MWSC_2240","nan","nan",313.669,-5.546,613.0,0.189,8.32,9.091,-2.465,9.03,-2.802,9.0,-2.878,220.1189,-66.1181
"FSR_1686, MWSC_2241","nan","nan",315.993,-0.287,5405.0,1.666,8.5,15.0,-8.016,14.466,-8.735,14.2,-8.991,220.0594,-60.3701
"Collinder_285, MWSC_2242","nan","nan",109.868,44.675,25.0,0.0,8.3,1.99,"nan",1.99,"nan",1.99,"nan",220.2759,69.5687
"Loden_1373, MWSC_2243","nan","nan",315.102,-2.647,3412.0,1.041,7.95,13.5,-7.513,13.167,-8.111,13.0,-8.359,220.3815,-62.8879
"NGC_5715, MWSC_2245","nan","nan",317.528,2.098,1490.0,0.468,8.97,11.241,-4.047,11.091,-4.488,11.016,-4.594,220.8634,-57.5644
"Loden_1375, MWSC_2246","nan","nan",315.171,-3.245,1819.0,0.625,7.9,11.8,-3.202,11.6,-3.365,11.5,-3.374,221.0717,-63.4029
"FSR_1678, MWSC_2247","nan","nan",314.63,-4.466,1791.0,0.573,9.0,11.725,-4.584,11.542,-5.106,11.45,-5.216,221.1313,-64.7376
"ESO_134-12, MWSC_2248","nan","nan",317.019,0.597,2088.0,0.937,8.9,12.35,-4.109,12.05,-4.475,11.9,-4.549,221.1855,-59.1402
"Loden_1409, MWSC_2249","nan","nan",315.919,-1.729,2088.0,0.937,8.0,12.35,-6.823,12.05,-7.276,11.9,-7.395,221.1547,-61.7131
"DBSB_89, MWSC_2250","nan","nan",316.755,-0.042,4069.0,1.562,6.0,14.3,-4.884,13.8,-5.047,13.55,-5.036,221.2463,-59.8309
"FSR_1689, MWSC_2254","nan","nan",317.115,0.171,2282.0,0.833,9.275,12.46,-8.197,12.193,-9.383,12.06,-9.895,221.7112,-59.4848
"VDBH_164, vdBergh-Hagen_164, MWSC_2255","nan","nan",314.207,-6.093,501.0,0.312,7.1,8.75,-2.727,8.65,-2.901,8.6,-2.894,221.8971,-66.3881
"NGC_5749, MWSC_2256","nan","nan",319.516,4.568,1014.0,0.479,8.0,10.415,-3.307,10.262,-3.512,10.185,-3.568,222.1832,-54.4828
"Hogg_18, MWSC_2257","nan","nan",320.756,6.429,1535.0,0.51,7.95,11.34,-4.121,11.177,-4.2,11.095,-4.265,222.6637,-52.2682
"Teutsch_80, MWSC_2258","nan","nan",317.406,-1.083,2352.0,1.686,7.75,13.21,-6.682,12.67,-7.187,12.4,-7.467,223.3377,-60.4825
"NGC_5764, MWSC_2259","nan","nan",320.964,5.874,2681.0,1.114,8.475,13.035,-6.011,12.678,-6.324,12.5,-6.449,223.3767,-52.6709
"FSR_1685, MWSC_2262","nan","nan",315.748,-5.248,1513.0,0.312,9.25,11.15,-2.421,11.05,-2.8,11.0,-2.889,224.2964,-64.9428
"NGC_5800, MWSC_2265","nan","nan",322.438,5.953,4844.0,0.541,9.25,13.86,-6.626,13.687,-7.216,13.6,-7.347,225.4346,-51.9147
"DBSB_92, MWSC_2266","nan","nan",319.877,0.781,1963.0,1.041,7.4,12.3,-3.282,11.967,-3.445,11.8,-3.442,225.8876,-57.6778
"NGC_5822, MWSC_2269","nan","nan",321.587,3.595,794.0,0.312,8.84,9.75,-5.346,9.65,-5.754,9.6,-5.828,226.1063,-54.3879
"NGC_5823, MWSC_2273","nan","nan",321.126,2.471,1189.0,0.104,8.96,10.46,-3.283,10.427,-3.562,10.41,-3.646,226.3676,-55.5933
"FSR_1697, MWSC_2274","nan","nan",320.815,1.588,912.0,0.625,8.06,10.3,-2.044,10.1,-2.313,10.0,-2.367,226.664,-56.5146
"Loden_2115, MWSC_2275","nan","nan",321.931,3.247,1434.0,0.677,8.96,11.325,-4.128,11.108,-4.451,11.0,-4.526,226.9156,-54.5209
"DBSB_140, MWSC_2276","nan","nan",320.319,-0.17,1535.0,1.77,7.3,12.35,-2.917,11.783,-3.106,11.5,-3.127,227.5006,-58.2848
"DBSB_139, MWSC_2277","nan","nan",320.245,-0.288,1950.0,1.707,7.5,12.82,-3.146,12.273,-3.242,12.0,-3.235,227.4927,-58.424
