"Name","RAJ2000","DEJ2000","Nsini","Ns","NOut","NM1","NM2","NM3","percM1","percM2","percM3","pxcM1","s_pxcM1","pxcM2","s_pxcM2","pxcM3","s_pxcM3","pycM1","s_pycM1","pycM2","s_pycM2","pycM3","s_pycM3","cccM1","cccM2","cccM3","Dist","E(B-V)","logAge","Radius","pxfM1","s_pxfM1","pxfM2","s_pxfM2","pxfM3","s_pxfM3","pyfM1","s_pyfM1","pyfM2","s_pyfM2","pyfM3","s_pyfM3","ccfM1","ccfM2","ccfM3","File"
"Berkeley_71",85.22917,32.27778,35,31,3,24,20,3,77.42,64.52,9.68,0.35,3.45,-0.05,4.34,-3.38,0.92,-4.13,4.42,-2.55,5.3,-7.62,0.71,-0.01,0.04,-0.91,3260.0,0.81,9.0,2.0,1.63,8.14,2.18,4.98,1.0,4.68,0.57,19.2,-5.33,14.84,-2.85,9.47,0.21,0.34,0.11,"Berkeley_71.dat"
"Berkeley_72",87.575,22.24972,125,110,9,83,53,85,75.45,48.18,77.27,-0.6,4.47,0.38,5.09,-0.53,4.51,-2.92,4.23,-2.38,6.0,-2.92,4.32,0.06,-0.05,0.07,3500.0,0.43,8.65,4.5,-4.05,16.43,-3.46,11.37,-4.33,16.39,-1.49,16.94,-2.9,11.21,-1.48,16.92,-0.38,-0.39,-0.39,"Berkeley_72.dat"
"Berkeley_75",102.25417,-23.99667,33,29,2,22,0,8,75.86,0.0,27.59,0.84,4.4,"nan","nan",2.71,3.47,2.66,3.9,"nan","nan",3.12,1.81,0.04,-99.99,0.99,9100.0,0.04,9.6,2.0,-4.11,7.82,"nan","nan",-1.28,5.99,-0.77,11.59,"nan","nan",1.48,7.53,-0.17,-99.99,-0.09,"Berkeley_75.dat"
"Berkeley_76",106.66667,-11.73333,45,42,2,0,0,0,0.0,0.0,0.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",-99.99,-99.99,-99.99,12600.0,0.55,9.18,2.5,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",-99.99,-99.99,-99.99,"Berkeley_76.dat"
"Berkeley_77",110.3625,-3.23361,108,83,6,51,70,52,61.45,84.34,62.65,-0.45,4.71,-0.02,8.83,-0.61,4.05,-0.54,3.58,0.08,6.31,-0.22,4.35,0.03,-0.29,-0.05,4630.0,0.12,8.8,3.01,-2.58,20.31,-13.61,31.56,-2.37,20.69,1.22,10.54,1.08,13.46,0.78,10.23,-0.29,-0.24,-0.29,"Berkeley_77.dat"
"Berkeley_78",110.90833,5.37083,42,38,4,3,11,28,7.89,28.95,73.68,17.0,3.54,0.82,4.9,-1.25,6.28,23.93,3.56,-4.61,4.76,-7.5,4.9,0.66,0.24,-0.18,4800.0,0.01,9.45,2.0,-0.75,6.24,0.81,9.09,8.97,8.23,-5.79,6.71,-2.38,12.68,13.99,9.89,0.07,0.59,0.91,"Berkeley_78.dat"
"Berkeley_79",281.3,-1.21667,71,53,1,0,22,14,0.0,41.51,26.41,"nan","nan",3.23,4.8,1.97,5.86,"nan","nan",-0.18,3.65,2.37,1.05,-99.99,0.25,0.79,2300.0,1.19,7.81,3.5,"nan","nan",1.71,6.49,2.46,5.87,"nan","nan",1.34,7.6,0.24,6.96,-99.99,0.08,0.09,"Berkeley_79.dat"
"Berkeley_8",30.275,75.48333,36,33,3,18,14,5,54.55,42.42,15.15,1.99,3.12,2.25,5.32,1.97,0.68,-1.56,3.03,-4.33,7.25,-4.98,1.5,0.15,-0.16,0.95,3150.0,0.75,9.5,2.5,5.84,14.25,5.34,13.23,4.1,10.99,-6.3,9.64,-3.15,7.33,-3.52,7.91,0.19,0.22,0.11,"Berkeley_8.dat"
"Berkeley_80",283.59167,-1.21667,44,37,2,0,22,15,0.0,59.46,40.54,"nan","nan",2.21,6.89,1.69,2.97,"nan","nan",0.0,5.06,-1.4,2.75,-99.99,-0.09,0.37,1413.0,1.31,8.6,2.0,"nan","nan",-6.07,12.21,-1.82,12.05,"nan","nan",-16.45,24.55,-7.77,20.52,-99.99,0.59,0.52,"Berkeley_80.dat"
"Berkeley_81",285.41667,-0.45611,193,167,8,121,135,120,72.45,80.84,71.86,1.52,3.98,1.16,5.35,1.34,4.05,-1.08,4.08,-0.75,5.42,-1.02,4.08,0.06,-0.06,0.06,3000.0,1.0,9.0,3.3,4.98,13.37,9.44,13.78,5.22,12.9,-2.63,13.68,-5.51,15.2,-2.69,13.35,0.11,0.36,0.12,"Berkeley_81.dat"
"Berkeley_82",287.83333,13.11833,66,53,5,25,30,25,47.17,56.6,47.17,0.39,3.01,0.23,5.61,0.31,3.1,0.45,3.88,0.19,6.06,0.48,4.0,-0.19,-0.01,-0.37,860.0,1.02,7.49,2.52,4.15,17.55,6.45,20.23,4.3,17.69,0.17,20.95,0.5,24.97,0.13,21.15,-0.3,-0.34,-0.29,"Berkeley_82.dat"
"Berkeley_84",301.17917,33.90667,49,36,2,28,0,7,77.78,0.0,19.44,-2.39,4.33,"nan","nan",0.78,2.24,-6.54,5.43,"nan","nan",-4.29,1.83,0.39,-99.99,1.0,2750.0,0.73,8.65,1.8,-0.29,9.75,"nan","nan",-2.65,6.34,3.62,14.44,"nan","nan",-4.51,10.13,0.34,-99.99,0.38,"Berkeley_84.dat"
"Berkeley_85",304.72917,37.75917,310,243,18,186,177,182,76.54,72.84,74.9,-0.36,5.53,-0.09,6.02,-0.47,5.02,-0.32,5.42,-1.36,5.79,-0.27,5.66,-0.02,-0.01,0.0,1760.0,0.77,9.0,5.0,7.89,21.85,6.96,21.85,7.08,20.88,-2.81,16.82,1.09,16.46,-2.64,15.49,-0.11,-0.2,-0.11,"Berkeley_85.dat"
"Berkeley_86",305.1,38.7,74,60,3,0,36,26,0.0,60.0,43.33,"nan","nan",-3.33,6.39,-3.51,3.15,"nan","nan",-5.39,5.75,-5.84,2.38,-99.99,0.28,0.37,1112.0,0.9,7.12,3.31,"nan","nan",1.87,15.14,-0.2,13.29,"nan","nan",4.35,12.57,0.56,11.97,-99.99,-0.04,0.09,"Berkeley_86.dat"
"Berkeley_87",305.425,37.36667,107,89,2,67,42,58,75.28,47.19,65.17,-1.41,5.62,-3.21,7.47,-1.41,4.77,-1.49,6.3,-3.82,6.66,-2.05,6.13,0.14,0.0,0.22,633.0,1.37,7.15,4.5,-2.15,18.92,0.03,12.47,-1.84,15.34,0.44,18.18,1.73,12.55,0.46,14.51,0.07,0.06,0.07,"Berkeley_87.dat"
"Berkeley_89",306.15,46.05,189,154,7,123,131,102,79.87,85.06,66.23,-1.5,5.9,-1.61,7.37,-1.1,4.86,-3.12,4.83,-2.79,5.78,-3.1,4.09,0.06,-0.05,0.35,2040.0,1.05,9.05,4.0,-6.27,21.44,-9.61,25.41,-4.79,16.84,-0.99,16.74,-2.13,20.7,-2.02,13.19,-0.21,-0.23,-0.23,"Berkeley_89.dat"
"Berkeley_9",53.1625,52.65389,73,70,7,51,60,51,72.86,85.71,72.86,1.04,2.68,1.38,4.56,1.23,2.27,-0.45,3.15,-0.49,4.66,-0.42,3.47,0.04,0.02,-0.06,1480.0,0.79,9.3,3.76,0.43,14.43,-8.23,25.63,-0.19,14.75,1.19,8.82,8.37,7.8,1.15,8.55,0.14,0.82,0.17,"Berkeley_9.dat"
"Berkeley_90",308.825,46.83333,134,110,3,71,92,71,64.55,83.64,64.55,-1.61,4.17,-1.58,7.11,-1.49,4.49,-0.86,4.18,-0.88,6.33,-0.67,4.33,0.11,0.12,0.19,2070.0,1.19,8.05,4.0,-1.04,15.03,-0.04,21.11,-1.22,14.93,-1.0,16.17,-1.15,25.13,-1.28,16.15,0.44,0.58,0.43,"Berkeley_90.dat"
"Berkeley_91",317.71667,48.53667,45,36,2,0,15,0,0.0,41.67,0.0,"nan","nan",-5.42,4.97,"nan","nan","nan","nan",-3.55,5.36,"nan","nan",-99.99,0.01,-99.99,4100.0,1.2,9.35,2.0,"nan","nan",-0.64,8.99,"nan","nan","nan","nan",1.5,8.01,"nan","nan",-99.99,-0.01,-99.99,"Berkeley_91.dat"
"Berkeley_92",321.19583,57.53333,67,54,1,27,43,24,50.0,79.63,44.44,-0.98,4.4,0.45,9.94,-0.84,4.7,1.02,4.68,2.53,9.77,0.42,4.78,0.1,0.19,0.35,8630.0,0.8,9.5,3.0,0.5,14.8,-3.88,16.75,0.27,14.17,8.52,15.57,19.98,15.62,8.31,14.88,0.04,0.05,0.02,"Berkeley_92.dat"
"Berkeley_94",335.675,55.85,93,71,6,30,29,14,42.25,40.84,19.72,-2.5,2.32,-4.13,4.81,-4.26,1.76,-0.9,1.94,-0.88,2.91,-1.99,1.13,0.15,0.18,-0.68,2630.0,0.61,7.0,2.5,1.54,7.66,3.84,5.29,0.9,6.73,-1.22,7.65,-1.29,8.0,-0.89,6.69,0.03,0.02,0.01,"Berkeley_94.dat"
"Berkeley_95",337.075,59.13333,94,85,3,50,79,30,58.82,92.94,35.29,-2.01,2.49,-0.63,5.27,-2.87,1.11,-2.7,1.94,-1.51,5.08,-2.59,1.75,0.03,0.29,-0.24,3343.0,1.25,7.65,3.64,1.53,8.95,5.6,19.93,0.83,7.7,-0.56,7.29,-7.25,6.02,-1.29,6.24,0.1,-0.28,0.13,"Berkeley_95.dat"
"Berkeley_96",337.45417,55.39639,51,39,2,28,17,15,71.8,43.59,38.46,-4.9,3.42,-4.92,4.09,-4.13,1.68,-1.08,4.43,-1.7,4.88,-2.27,1.38,-0.12,-0.19,0.68,3180.0,0.54,7.6,2.0,-0.83,9.76,-2.17,8.07,-3.39,7.95,-9.55,13.55,-6.01,12.15,-4.5,11.53,0.39,0.27,0.12,"Berkeley_96.dat"
"Berkeley_97",339.86667,58.9975,142,106,4,82,0,87,77.36,0.0,82.08,-0.19,3.94,"nan","nan",-0.28,4.14,-2.46,3.97,"nan","nan",-2.7,4.32,0.02,-99.99,0.06,2410.0,0.77,8.4,4.09,0.64,10.57,"nan","nan",0.9,10.22,-0.73,10.8,"nan","nan",0.02,10.12,0.25,-99.99,0.24,"Berkeley_97.dat"
"Berkeley_98",340.65833,52.38778,232,212,9,141,162,163,66.51,76.42,76.89,-0.66,4.9,-0.71,6.4,-0.57,6.33,-1.49,4.32,-1.12,5.5,-1.16,5.17,0.09,0.12,0.29,3739.0,0.13,9.4,4.7,-3.29,15.78,-5.59,19.55,-4.88,17.45,-3.16,14.68,-6.4,18.34,-5.0,16.75,0.02,-0.06,-0.09,"Berkeley_98.dat"
"Berkeley_99",350.4,71.75,35,33,4,0,0,5,0.0,0.0,15.15,"nan","nan","nan","nan",-1.61,0.62,"nan","nan","nan","nan",-5.95,1.96,-99.99,-99.99,0.81,4900.0,0.3,9.5,2.5,"nan","nan","nan","nan",-1.94,7.17,"nan","nan","nan","nan",-4.92,6.15,-99.99,-99.99,0.06,"Berkeley_99.dat"
"Bica_1",308.29167,41.21861,30,26,1,17,19,0,65.39,73.08,0.0,-0.37,5.02,-0.51,6.99,"nan","nan",-2.94,2.69,-2.15,3.93,"nan","nan",0.17,-0.13,-99.99,1800.0,2.12,6.6,2.0,9.87,14.01,20.51,6.57,"nan","nan",2.11,8.52,3.94,10.26,"nan","nan",0.21,0.46,-99.99,"Bica_1.dat"
"Bica_2",308.3125,41.3125,76,60,4,39,53,37,65.0,88.33,61.67,-0.85,3.31,-1.35,7.68,-1.01,3.04,-3.21,3.12,-4.17,6.39,-3.2,3.15,-0.17,0.53,-0.28,1800.0,1.82,6.6,3.0,-1.59,14.31,5.29,28.2,-1.31,13.87,-7.12,10.08,-20.07,4.33,-6.83,9.75,0.35,-0.83,0.36,"Bica_2.dat"
"Bica_3",276.51667,-13.05889,70,48,3,28,0,19,58.33,0.0,39.58,1.69,2.97,"nan","nan",1.89,1.64,1.39,4.75,"nan","nan",0.06,4.31,-0.06,-99.99,-0.65,1640.0,2.18,7.4,2.0,1.44,8.82,"nan","nan",1.41,7.59,0.01,12.78,"nan","nan",1.21,10.86,-0.03,-99.99,0.0,"Bica_3.dat"
"Bica_5",175.39167,-62.41806,57,55,5,37,46,23,67.27,83.64,41.82,-4.47,3.3,-3.24,6.85,-4.02,3.16,-5.58,4.17,-5.66,6.93,-5.32,1.33,-0.09,-0.14,-0.33,1740.0,0.0,8.78,2.0,-3.19,14.87,-17.83,18.71,-4.12,11.36,-7.99,15.58,-17.23,24.8,-7.14,12.49,-0.05,-0.31,-0.06,"Bica_5.dat"
"Bica_6",76.58333,39.16389,70,67,3,0,58,7,0.0,86.57,10.45,"nan","nan",-2.01,4.27,-6.18,1.48,"nan","nan",0.81,4.95,-3.71,0.95,-99.99,-0.12,0.08,1600.0,0.42,9.0,4.0,"nan","nan",8.68,8.39,-0.61,5.7,"nan","nan",-12.6,8.47,-0.13,6.79,-99.99,0.88,-0.28,"Bica_6.dat"
"Biurakan_1",301.875,35.68333,1861,1321,57,915,997,929,69.27,75.47,70.33,-3.11,5.18,-3.32,5.89,-3.04,5.23,-4.24,5.06,-4.27,5.81,-4.26,5.25,0.13,0.2,0.23,1600.0,0.33,7.25,11.3,-7.24,23.16,-8.34,27.09,-7.57,23.53,-2.71,22.16,-1.9,25.85,-2.6,22.48,-0.06,-0.08,-0.07,"Biurakan_1.dat"
"Biurakan_2",302.3,35.48333,1040,823,30,606,660,603,73.63,80.19,73.27,-2.54,4.85,-2.49,5.63,-2.43,4.84,-4.22,4.83,-4.18,5.46,-4.26,4.88,0.19,0.27,0.3,1106.0,0.36,7.01,10.5,-5.62,18.89,-7.78,22.71,-5.86,18.74,-3.4,18.34,-3.09,22.4,-3.32,18.19,0.28,0.28,0.27,"Biurakan_2.dat"
"Blanco_1",1.02917,-29.83333,542,491,11,92,125,94,18.74,25.46,19.14,18.92,1.73,19.01,4.2,18.98,1.58,3.6,1.53,3.04,3.58,3.67,1.67,-0.07,0.07,-0.11,269.0,0.01,7.8,35.5,10.6,19.23,9.25,20.22,10.33,19.46,-7.42,12.38,-8.96,12.49,-7.78,12.39,0.2,0.16,0.2,"Blanco_1.dat"
"Bochum_1",96.35417,19.76667,489,414,11,346,360,330,83.58,86.96,79.71,1.43,5.78,1.55,6.32,1.19,5.6,-1.38,5.14,-1.14,5.6,-1.3,4.76,-0.02,0.01,-0.06,2803.0,0.5,6.69,8.67,6.18,17.36,8.54,20.52,5.86,15.62,-2.54,17.5,-5.28,21.11,-2.52,15.92,0.0,0.03,0.02,"Bochum_1.dat"
"Bochum_10",160.55,-59.13333,1170,1043,26,845,878,830,81.02,84.18,79.58,-5.92,5.98,-5.81,6.41,-5.91,6.02,-1.75,5.87,-1.77,6.31,-1.76,5.74,-0.12,-0.14,-0.2,2027.0,0.31,6.86,9.82,-7.14,19.02,-8.39,22.13,-7.06,18.23,-3.97,20.07,-4.95,23.54,-3.76,19.42,-0.03,-0.02,0.0,"Bochum_10.dat"
"Bochum_11",161.8125,-60.08333,1559,1314,26,1063,1078,1063,80.9,82.04,80.9,-5.76,5.79,-5.83,5.81,-5.77,5.71,-0.34,6.05,-0.37,6.19,-0.37,6.13,-0.13,-0.16,-0.19,2412.0,0.58,6.76,11.0,-5.34,21.55,-4.93,23.61,-5.33,21.22,0.41,21.06,0.69,22.89,0.47,20.57,-0.25,-0.25,-0.24,"Bochum_11.dat"
"Bochum_12",164.35,-61.71667,638,542,22,347,423,377,64.02,78.04,69.56,-2.52,6.07,-2.57,7.91,-2.4,6.76,-3.0,6.53,-3.09,8.79,-3.23,7.76,-0.13,-0.28,-0.33,2218.0,0.24,7.61,4.54,-2.26,22.58,-1.73,30.14,-2.46,24.17,-3.1,22.52,-2.83,29.29,-2.65,23.7,-0.16,-0.12,-0.12,"Bochum_12.dat"
"Bochum_13",259.35,-35.55,571,483,13,349,388,361,72.26,80.33,74.74,-1.36,3.93,-1.3,4.75,-1.28,4.26,-1.72,4.13,-1.84,4.86,-1.65,4.37,0.16,0.3,0.29,1077.0,0.85,6.82,10.0,-3.11,13.01,-4.81,15.99,-3.53,13.42,-5.07,13.62,-7.26,16.8,-5.67,14.08,-0.04,-0.16,-0.09,"Bochum_13.dat"
"Bochum_14",270.5,-23.68333,115,89,5,52,71,52,58.43,79.78,58.43,-0.22,3.58,0.17,5.61,-0.22,4.28,-1.34,3.56,-1.31,5.55,-1.58,3.11,-0.07,0.14,0.15,578.0,1.51,7.0,2.58,0.23,9.03,-1.3,10.47,0.19,8.3,-2.69,11.69,-5.83,16.63,-2.29,11.36,-0.14,-0.49,-0.17,"Bochum_14.dat"
"Bochum_3",105.85,-5.05,182,141,5,94,110,78,66.67,78.01,55.32,1.69,5.16,1.79,7.13,1.81,5.02,0.68,4.6,1.02,7.44,0.63,4.25,0.15,-0.06,0.36,1762.0,0.24,7.89,4.0,0.39,14.56,-1.75,17.82,0.58,12.98,2.92,14.13,4.02,15.97,2.42,12.65,-0.12,-0.07,-0.13,"Bochum_3.dat"
"Bochum_4",112.90417,-17.19333,30,29,3,0,0,7,0.0,0.0,24.14,"nan","nan","nan","nan",-2.31,0.57,"nan","nan","nan","nan",-0.86,2.62,-99.99,-99.99,-0.99,2291.0,0.63,7.0,3.0,"nan","nan","nan","nan",-2.84,3.91,"nan","nan","nan","nan",0.65,5.2,-99.99,-99.99,-0.15,"Bochum_4.dat"
"Bochum_5",112.75,-16.93333,668,585,14,561,514,553,95.9,87.86,94.53,-0.98,5.24,-1.2,4.45,-1.06,5.12,1.27,6.05,1.55,5.19,1.41,5.74,-0.1,-0.02,-0.07,872.0,0.19,7.54,10.65,7.84,19.64,3.24,13.8,5.2,15.65,-13.1,26.54,-4.94,17.63,-8.87,21.58,-0.72,-0.54,-0.67,"Bochum_5.dat"
"Bochum_6",113.0,-19.41667,477,421,10,312,336,326,74.11,79.81,77.44,-0.81,3.53,-0.47,4.15,-0.85,3.66,1.98,3.63,1.84,4.2,2.16,4.07,-0.24,-0.24,-0.42,3981.0,0.7,7.0,8.43,-1.79,12.22,-4.09,14.69,-1.83,12.99,1.33,11.84,1.53,14.51,0.7,12.22,-0.19,-0.19,-0.15,"Bochum_6.dat"
"Bochum_7",131.2,-45.96667,2213,1892,61,1450,1502,1432,76.64,79.39,75.69,-0.6,6.16,-0.78,6.57,-0.57,6.19,3.28,6.58,3.3,6.84,3.33,6.35,-0.08,-0.13,-0.13,5754.0,0.86,7.0,15.32,-2.28,24.38,-2.06,27.42,-2.33,24.11,2.4,28.22,2.02,31.96,2.29,28.09,-0.12,-0.11,-0.11,"Bochum_7.dat"
"Bochum_9",158.94167,-60.11667,1419,1279,32,913,953,903,71.38,74.51,70.6,-6.26,5.83,-6.34,6.21,-6.35,5.89,-2.54,5.49,-2.46,5.91,-2.59,5.51,-0.05,-0.04,-0.08,710.0,0.11,8.38,8.0,-4.78,20.76,-4.07,23.39,-4.67,20.34,-1.18,19.78,-0.97,22.29,-1.12,19.41,-0.24,-0.25,-0.23,"Bochum_9.dat"
"Briceno_1",81.15,1.8,2613,2376,40,1940,2142,1969,81.65,90.15,82.87,2.04,4.5,2.09,5.31,2.04,4.46,-2.5,4.69,-2.8,5.7,-2.5,4.95,0.01,-0.01,0.02,460.0,0.09,6.93,37.7,2.27,16.31,2.17,23.07,2.29,16.58,-5.64,14.47,-7.07,19.19,-5.74,14.32,-0.15,-0.19,-0.16,"Briceno_1.dat"
"C1331_622",203.55,-62.41722,142,128,13,106,109,69,82.81,85.16,53.91,-2.23,7.0,-2.57,7.39,-2.0,3.93,-2.9,7.18,-3.05,7.96,-3.6,4.38,0.16,0.21,-0.34,819.0,0.23,"nan",2.94,-12.91,24.01,-11.37,27.67,-4.31,13.86,-3.49,25.19,-1.28,25.75,-2.2,13.66,0.03,-0.05,0.15,"C1331_622.dat"
"Carraro_1",159.25,-58.73333,53,48,4,33,19,17,68.75,39.58,35.42,-5.24,3.85,-6.89,4.95,-3.92,4.62,-1.92,3.42,-1.02,3.9,-3.41,1.67,-0.2,0.1,-0.96,1900.0,0.25,9.48,2.5,-9.09,9.1,-5.7,6.7,-7.32,6.22,-2.35,10.29,-2.92,7.33,-1.41,7.14,-0.44,-0.49,-0.28,"Carraro_1.dat"
"Casado_Alessi_1",13.3625,49.56667,1773,1643,41,1236,1277,1264,75.23,77.72,76.93,-0.23,5.06,-0.23,5.12,-0.28,5.29,-4.23,3.67,-4.21,3.9,-4.22,3.79,-0.06,-0.05,-0.07,302.0,0.09,8.2,24.5,2.97,17.77,3.94,19.87,3.33,18.03,-4.92,13.04,-5.21,14.48,-4.99,13.31,-0.08,-0.08,-0.08,"Casado_Alessi_1.dat"
"Collinder_104",99.125,4.81667,346,304,8,242,179,242,79.61,58.88,79.61,0.66,4.14,0.15,4.09,0.66,4.17,-1.74,4.4,-1.49,4.68,-1.67,4.31,-0.17,-0.01,-0.22,2025.0,0.83,8.5,10.5,1.95,13.03,2.18,10.25,1.81,12.35,-5.76,13.78,-4.46,10.8,-5.52,13.16,-0.19,-0.22,-0.17,"Collinder_104.dat"
"Collinder_106",99.275,5.95,1886,1578,27,1258,1291,1261,79.72,81.81,79.91,1.3,4.69,1.27,4.64,1.31,4.54,-1.07,4.57,-1.3,4.86,-1.07,4.74,-0.02,0.0,-0.03,1000.0,0.12,9.9,19.59,-0.95,16.89,-1.45,19.04,-0.93,16.79,-2.43,14.43,-1.81,15.86,-2.4,14.05,0.02,0.02,0.02,"Collinder_106.dat"
"Collinder_107",99.425,4.73333,817,715,17,565,605,565,79.02,84.61,79.02,0.94,4.18,0.89,4.66,0.96,4.16,-1.9,4.31,-2.07,4.79,-1.84,4.45,-0.03,0.01,-0.02,1738.0,0.54,7.0,15.0,1.42,14.19,2.05,17.5,1.34,14.04,-3.91,13.23,-4.3,16.17,-4.03,12.91,-0.25,-0.3,-0.26,"Collinder_107.dat"
"Collinder_110",99.6,2.01667,605,535,19,358,440,348,66.92,82.24,65.05,-1.7,3.83,-1.55,5.83,-1.73,3.83,-3.54,3.89,-3.03,5.42,-3.54,3.74,0.06,-0.1,0.12,1950.0,0.5,9.15,9.5,-0.59,15.06,0.07,20.12,-0.58,14.74,-2.63,15.86,-4.21,22.14,-2.66,15.59,0.12,0.21,0.12,"Collinder_110.dat"
"Collinder_111",99.675,6.9,131,102,2,0,0,61,0.0,0.0,59.8,"nan","nan","nan","nan",1.68,3.27,"nan","nan","nan","nan",0.67,5.26,-99.99,-99.99,-0.02,1191.0,0.06,7.7,4.99,"nan","nan","nan","nan",4.23,11.66,"nan","nan","nan","nan",2.94,7.85,-99.99,-99.99,-0.09,"Collinder_111.dat"
"Collinder_115",101.625,1.76667,179,142,9,107,116,87,75.35,81.69,61.27,-1.34,4.71,-1.19,5.4,-1.36,3.37,-2.11,3.56,-2.65,4.32,-1.59,3.14,-0.01,-0.03,0.3,1917.0,0.23,8.55,4.71,0.87,15.09,2.04,19.68,-0.13,12.13,-4.86,10.11,-3.5,12.66,-4.26,7.95,-0.49,-0.63,-0.47,"Collinder_115.dat"
"Collinder_121",104.08333,-24.72944,4058,3658,59,3083,3006,3105,84.28,82.18,84.88,-1.31,4.28,-1.28,4.05,-1.27,4.28,0.57,4.45,0.56,4.25,0.59,4.57,-0.1,-0.15,-0.15,1100.0,0.04,7.08,30.5,-2.12,14.16,-2.26,14.67,-2.31,14.29,-1.25,13.65,-1.25,14.14,-1.38,13.59,-0.12,-0.11,-0.1,"Collinder_121.dat"
"Collinder_132",108.83333,-30.68333,8706,7922,121,6392,4099,6441,80.69,51.74,81.31,-0.96,3.83,-0.96,2.44,-0.95,3.91,2.5,4.37,2.36,2.71,2.49,4.42,-0.09,-0.12,-0.14,472.0,0.04,7.08,40.5,-1.04,13.58,-0.99,9.79,-1.07,13.79,2.77,15.68,2.75,11.3,2.83,15.96,-0.16,-0.15,-0.15,"Collinder_132.dat"
"Collinder_135",109.32083,-36.81667,2527,2286,52,1740,1723,1763,76.11,75.37,77.12,-2.69,3.95,-2.8,3.88,-2.71,4.13,3.93,4.51,3.93,4.28,3.94,4.62,-0.13,-0.19,-0.23,316.0,0.03,7.41,25.5,-2.75,12.08,-2.46,12.72,-2.7,12.06,4.04,14.35,4.04,15.25,4.01,14.42,-0.13,-0.11,-0.1,"Collinder_135.dat"
"Collinder_140",111.1125,-31.85,8267,7346,100,5660,4677,5729,77.05,63.67,77.99,-1.75,3.59,-1.76,2.88,-1.78,3.67,3.61,4.26,3.65,3.27,3.61,4.4,-0.1,-0.13,-0.17,405.0,0.03,7.55,33.75,-1.13,12.68,-1.32,10.96,-1.04,12.84,3.71,14.93,3.63,12.97,3.73,15.08,-0.06,-0.06,-0.04,"Collinder_140.dat"
"Collinder_185",125.8375,-36.33333,262,225,16,154,186,150,68.44,82.67,66.67,-3.18,4.0,-3.3,5.05,-3.38,3.98,1.69,3.65,1.43,4.88,2.0,3.84,-0.12,-0.14,-0.3,1486.0,0.21,8.11,5.28,-3.69,10.74,-3.72,15.51,-3.28,10.08,-0.72,9.19,-3.47,11.54,-0.89,8.37,-0.09,-0.05,-0.03,"Collinder_185.dat"
"Collinder_187",126.05417,-29.16667,63,55,3,33,0,31,60.0,0.0,56.36,-2.34,3.11,"nan","nan",-2.29,3.76,1.6,3.14,"nan","nan",1.17,3.84,-0.04,-99.99,-0.8,2187.0,0.31,8.91,3.0,-0.03,10.14,"nan","nan",-0.41,9.26,4.12,9.17,"nan","nan",4.19,8.19,0.21,-99.99,0.37,"Collinder_187.dat"
"Collinder_197",131.2125,-41.23333,147,121,5,70,104,74,57.85,85.95,61.16,-3.79,2.75,-4.14,4.9,-3.9,2.87,3.1,3.23,3.39,6.13,3.08,4.22,-0.3,-0.25,-0.61,838.0,0.55,7.13,8.11,-4.1,10.55,-1.8,19.01,-3.98,10.97,3.56,10.29,2.44,14.76,3.63,10.23,-0.31,-0.39,-0.27,"Collinder_197.dat"
"Collinder_198",131.325,-31.76667,34,33,3,0,14,4,0.0,42.42,12.12,"nan","nan",-2.66,3.98,-1.43,3.13,"nan","nan",4.04,4.88,-1.11,2.1,-99.99,-0.02,1.0,"nan","nan","nan",3.0,"nan","nan",-3.85,6.88,-3.56,5.95,"nan","nan",2.29,5.26,3.77,5.18,-99.99,-0.35,-0.23,"Collinder_198.dat"
"Collinder_205",135.13333,-48.98333,33,31,3,16,24,3,51.61,77.42,9.68,-5.84,2.74,-5.56,5.51,-10.8,1.06,3.62,1.82,4.53,6.12,1.9,0.89,-0.05,0.59,0.95,1853.0,0.75,7.2,1.5,0.53,14.03,15.6,15.23,-2.04,10.39,3.09,12.51,-4.72,15.86,3.55,9.02,0.29,0.87,0.25,"Collinder_205.dat"
"Collinder_213",148.67917,-50.91667,567,501,20,353,417,350,70.46,83.23,69.86,-3.07,5.02,-3.33,6.39,-2.97,4.87,2.57,4.82,2.57,6.47,2.49,4.96,-0.07,-0.13,-0.15,1400.0,0.07,8.84,6.74,-4.78,17.19,-5.5,24.15,-4.88,16.8,2.8,15.29,3.15,20.35,2.94,14.8,-0.02,0.02,-0.01,"Collinder_213.dat"
"Collinder_220",156.46667,-57.92667,479,446,20,294,365,273,65.92,81.84,61.21,-3.1,4.89,-3.28,6.45,-3.21,5.01,1.9,4.18,2.08,6.07,1.86,3.79,-0.09,-0.13,-0.16,1547.0,0.22,8.08,5.43,-2.59,13.7,-0.56,18.68,-2.53,12.66,3.21,13.05,4.36,17.5,3.06,12.26,-0.06,-0.04,-0.05,"Collinder_220.dat"
"Collinder_223",158.06667,-60.02,807,720,19,460,579,441,63.89,80.42,61.25,-5.02,4.73,-5.22,6.29,-5.05,4.5,-3.05,4.73,-3.65,6.43,-2.99,4.94,-0.03,-0.02,-0.07,2820.0,0.25,8.0,6.45,-5.19,14.97,-4.48,20.3,-5.13,14.55,-4.2,13.81,-2.99,18.12,-4.19,13.25,0.07,0.1,0.08,"Collinder_223.dat"
