"Cluster","RAJ2000","DEJ2000","Class","Diam","Dist","E(B-V)","Age","r_pmRA","pmRA","e_pmRA","pmDE","e_pmDE","Nc","K14","RV","e_RV","o_RV","r_RV","[Fe/H]","e_[Fe/H]","o_[Fe/H]","TrType"
"Stock 14",175.95,-62.51667,"nan",6.0,2399.0,0.21,7.3,"BDW",-5.93,0.36,0.82,0.34,2.0,"K14",-12.91,0.72,3.0,"D14","nan","nan","nan","nan"
"FSR 1595",176.77083,-62.63694,"IR",2.4,4416.0,0.854,6.35,"K14",-3.48,0.74,-1.28,0.74,196.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"SAI 116",177.325,-62.22972,"nan",5.0,2200.0,0.98,8.6,"D14",-6.58,0.26,-1.14,0.27,165.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 3909",177.45417,-48.25167,"nan",16.0,1100.0,0.13,9.3,"D14",-9.9,0.42,1.45,0.28,250.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-3-p-*"
"NGC 3960",177.6375,-55.67333,"v",5.0,1850.0,0.29,9.1,"D14",-4.75,0.33,3.97,0.32,188.0,"K14",-22.26,0.36,10.0,"MMU",0.02,0.04,6.0,"nan"
"Ruprecht 96",177.65417,-62.13333,"nan",5.0,860.0,0.25,9.0,"D14",-4.42,0.3,-0.54,0.32,274.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-p-*"
"Loden 481",177.94583,-61.28333,"nan",26.0,1520.0,0.24,8.19,"D14",-3.15,0.07,-0.43,0.05,2431.0,"K14",-7.1,1.2,1.0,"D14","nan","nan","nan","4-3-p-*"
"Teutsch 77",178.3125,-62.60944,"nan",7.0,1450.0,0.45,9.48,"D14",-3.91,0.25,-1.96,0.2,273.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht 97",179.36667,-62.71667,"nan",5.0,1357.0,0.229,8.343,"D14",-3.89,0.33,-1.11,0.22,176.0,"K14",-14.9,0.16,2.0,"K14",-0.03,0.03,2.0,"nan"
"Ruprecht 98",179.66667,-64.58333,"nan",14.0,494.0,0.162,8.508,"TYC",-7.25,0.73,-7.1,0.73,36.0,"K14",-7.6,1.7,1.0,"K07","nan","nan","nan","nan"
"Feigelson 1",179.9625,-78.2075,"v",18.0,114.0,0.02,6.602,"MAM",-39.5,1.0,-1.0,0.9,10.0,"K14",13.0,5.0,1.0,"MAM","nan","nan","nan","nan"
"NGC 4052",180.25833,-63.225,"nan",9.0,1209.0,0.156,8.495,"D14",-3.48,0.21,0.38,0.25,378.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Juchert 13",180.42083,-64.1,"nan",4.0,2944.0,0.73,9.05,"D14",-5.36,0.31,-0.08,0.17,164.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Alessi Teutsch 8",180.72917,-60.925,"nan",24.0,650.0,0.1,8.65,"D14",-4.71,0.06,-0.11,0.04,2288.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht 99",180.76667,-63.85,"nan",5.0,660.0,0.05,9.29,"D14",-4.69,0.01,0.23,0.28,137.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-1-p-*"
"Ruprecht 100",181.47083,-62.61667,"nan",6.0,2435.0,0.56,8.5,"D14",-3.41,0.25,-1.19,0.23,265.0,"K14","nan","nan","nan","nan",-0.2,0.23,"nan","4-1-m-*"
"ASCC 69",181.65,-69.77,"nan",48.0,1000.0,0.17,7.91,"K05",-7.52,0.31,-0.64,0.49,12.0,"K14",-0.99,2.75,2.0,"D14","nan","nan","nan","nan"
"NGC 4103",181.66667,-61.25,"nan",6.0,1632.0,0.294,7.393,"BDW",-7.3,1.18,-0.13,1.09,1.0,"K14",-12.0,7.4,1.0,"K07","nan","nan","nan","nan"
"FSR 1605",181.96667,-65.19389,"IR",2.8,4430.0,0.833,9.5,"K14",-6.02,1.14,2.4,1.14,97.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Loden 565",182.07917,-60.65,"nan",16.0,650.0,0.2,8.05,"D14",-5.41,0.1,-0.81,0.02,698.0,"K14",10.1,0.0,1.0,"K05","nan","nan","nan","4-3-p-*"
"Ruprecht 101",182.40833,-62.98333,"nan",14.0,2318.0,0.52,9.05,"D14",-3.99,0.13,2.34,0.1,918.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-r-*"
"Stock 15",182.625,-59.48333,"nan",12.0,"nan","nan","nan","D14",-5.92,0.11,-1.82,0.07,537.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-p-*"
"Alessi 52",183.25833,-62.70639,"nan",2.2,3325.0,1.08,9.15,"nan","nan","nan","nan","nan","nan","K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht 102",183.3875,-62.71667,"nan",2.0,1609.0,0.521,7.5,"K14",-6.98,0.51,0.43,0.51,252.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-p-*"
"Saurer 4",183.5125,-63.59333,"nan",1.8,6190.0,1.24,9.18,"D14",-4.98,0.99,0.59,1.13,37.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 70",183.75,-64.43,"nan",36.0,2700.0,0.35,6.92,"D14",-4.99,0.07,1.2,0.06,4173.0,"K14",-10.44,1.68,2.0,"D14","nan","nan","nan","nan"
"NGC 4230",184.33333,-55.10167,"nan",10.0,1445.0,0.23,9.23,"D14",-6.43,0.22,-2.74,0.24,230.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-p-*"
"Loden 615",185.1625,-64.78333,"nan",2.5,1000.0,0.05,8.63,"KHA",-6.8,0.72,-2.67,0.8,8.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-p-*"
"ASCC 71",185.175,-67.52,"nan",49.2,1300.0,0.25,7.88,"K05",-7.73,0.38,-0.3,0.36,28.0,"K14",-17.9,4.2,1.0,"K07","nan","nan","nan","nan"
"ESO 130 13",185.825,-59.66,"nan",10.0,4319.0,0.63,9.1,"D14",-3.62,0.21,-0.9,0.14,327.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 4337",186.01667,-58.12333,"nan",4.0,2600.0,0.23,9.2,"D14",-5.52,0.46,2.37,0.43,141.0,"K14",-17.75,0.81,7.0,"CMV",0.12,0.01,7.0,"nan"
"NGC 4349",186.03333,-61.87167,"nan",5.0,2176.0,0.384,8.315,"BDW",-5.77,2.22,1.44,2.17,1.0,"K14",-11.87,0.24,10.0,"MMU",-0.12,0.06,3.0,"nan"
"Ruprecht 104",186.22083,-60.43333,"nan",4.0,2702.0,0.75,8.89,"D14",-2.31,0.34,-2.25,0.37,84.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-1-p-*"
"Melotte 111",186.275,26.1,"nan",120.0,96.0,0.013,8.652,"D14",-6.78,0.3,-3.41,0.22,863.0,"K14",0.01,0.08,28.0,"M09",0.07,0.09,11.0,"nan"
"VDBH 131",186.55833,-63.41389,"nan",5.0,6250.0,0.62,9.1,"D14",-5.03,0.41,0.09,0.3,161.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-1-p-*"
"Loden 624",186.59167,-61.71667,"nan",38.0,1423.0,0.416,7.6,"D14",-0.94,0.06,-0.63,0.04,4914.0,"K14",-15.7,1.78,1.0,"D14","nan","nan","nan","3-2-p-*"
"VDBH 132",186.75,-64.06667,"nan",4.0,5229.0,0.645,9.4,"D14",-4.45,0.36,-0.95,0.29,96.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-1-p-*"
"Harvard 5",186.81667,-60.77889,"nan",5.0,1184.0,0.16,8.032,"D14",-2.94,0.26,-1.94,0.18,168.0,"K14",14.9,0.93,6.0,"FM09",0.07,0.21,2.0,"nan"
"NGC 4439",187.1125,-60.105,"nan",4.0,1785.0,0.348,7.909,"BDW",-10.49,1.41,-0.85,1.07,2.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Hogg 23",187.13333,-60.89528,"nan",7.0,1250.0,0.07,8.31,"D14",-0.68,0.32,-2.45,0.22,201.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-3-p-*"
"Ruprecht 165",187.14583,-56.43333,"nan",20.0,2082.0,0.645,9.115,"D14",-14.37,0.23,-2.2,0.13,577.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-3-m-*"
"Hogg 14",187.15,-59.81667,"nan",3.0,969.0,0.229,8.099,"BDW",-9.22,2.15,1.08,1.62,1.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 1617",187.18333,-66.58111,"IR",4.3,1828.0,0.437,8.9,"D14",-2.49,0.46,0.36,0.21,141.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ESO 131 09",187.40833,-57.87667,"nan",5.0,2276.0,0.85,7.35,"D14",-2.84,0.51,-0.09,0.28,69.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-vp-*"
"NGC 4463",187.48333,-64.79,"nan",3.5,1050.0,0.434,7.505,"BDW",-4.85,0.58,0.88,0.5,3.0,"K14",-12.2,0.21,1.0,"MMU","nan","nan","nan","nan"
"ASCC 72",188.25,-60.95,"nan",30.0,1100.0,0.16,8.13,"K05",-4.99,0.74,-0.48,0.83,19.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht 105",188.55833,-61.56667,"nan",12.0,950.0,0.05,9.01,"D14",-1.53,0.14,-0.68,0.1,511.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-p-*"
"ASCC 73",189.15,-67.29,"nan",48.0,650.0,0.05,8.19,"K05",-11.72,0.59,-0.88,0.38,18.0,"K14",-15.8,2.0,1.0,"K07","nan","nan","nan","nan"
"Collinder 261",189.4875,-68.36667,"nan",9.0,2190.0,0.27,9.95,"D14",-0.77,0.27,-0.55,0.2,378.0,"K14",-30.0,9.0,21.0,"FJ02",-0.03,0.03,6.0,"nan"
"Trumpler 20",189.87917,-60.63333,"nan",16.0,3300.0,0.46,9.11,"D14",-2.22,0.11,-1.94,0.1,1326.0,"K14",-40.8,0.4,5.0,"PMFK",0.17,0.03,13.0,"2-2-m-*"
"NGC 4609",190.575,-62.995,"nan",13.0,1320.0,0.37,7.7,"BDW",-9.45,2.17,-6.52,1.84,1.0,"K14",-21.3,0.14,1.0,"MMU",0.05,0.13,1.0,"nan"
"Hogg 15",190.90417,-63.1,"nan",7.0,3200.0,1.3,6.6,"BDW",-7.87,1.45,2.39,1.49,1.0,"K14",55.0,7.4,1.0,"K14","nan","nan","nan","nan"
"ESO 065 03",192.90417,-69.73,"p",6.0,2300.0,0.45,8.75,"D14",-2.6,0.26,-2.72,0.2,132.0,"K14",-28.5,3.7,1.0,"K14","nan","nan","nan","nan"
"NGC 4755",193.4125,-60.36167,"nan",10.0,1976.0,0.388,7.216,"BDW",-4.42,0.33,-1.53,0.3,5.0,"K14",-20.0,3.0,56.0,"ESLK","nan","nan","nan","nan"
"NGC 4815",194.49583,-64.96,"nan",5.0,3079.0,0.808,8.369,"D14",-2.7,0.35,-2.41,0.33,264.0,"K14","nan","nan","nan","nan",-0.01,0.04,5.0,"nan"
"NGC 4852",195.0375,-59.61333,"nan",10.0,1100.0,0.45,8.3,"D14",-8.41,0.22,-2.59,0.19,457.0,"K14",-5.0,3.7,1.0,"D14","nan","nan","nan","1-3-r-*"
"Latham 1",197.70833,30.47667,"nan",60.0,1015.0,0.208,9.4,"D14",-2.32,0.56,-3.2,0.43,207.0,"K14",-2.4,0.3,7.0,"LD91","nan","nan","nan","nan"
"Danks 1",198.1125,-62.69389,"nan",1.5,3600.0,2.68,6.48,"CBC",-28.0,4.0,-16.0,6.0,9.0,"K14",-42.0,5.0,9.0,"CBC","nan","nan","nan","1-1-p-*"
"Danks 2",198.22917,-62.68111,"nan",1.5,3600.0,2.4,6.7,"CBC",-23.0,1.4,-11.0,1.6,18.0,"K14",-44.0,8.0,18.0,"CBC","nan","nan","nan","1-1-p-*"
"NGC 5045",198.54167,-63.39,"nan",45.2,1500.0,0.37,7.11,"D14",-3.0,0.05,-2.86,0.04,6205.0,"K14",-7.35,4.03,3.0,"D14","nan","nan","nan","nan"
"VDBH 144",198.775,-65.91667,"nan",1.5,12000.0,0.7,8.9,"D14",-4.73,0.09,-3.36,0.49,48.0,"K14",40.0,10.0,3.0,"FMMF",-0.51,0.3,2.0,"nan"
"NGC 5043",199.0375,-60.07333,"r",14.0,970.0,0.15,8.79,"D14",-7.72,0.22,-1.52,0.15,607.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-3-p-*"
"Collinder 268",199.55417,-67.08333,"nan",5.0,1963.0,0.308,8.759,"D14",-2.12,0.37,-0.46,0.21,124.0,"K14",-27.18,0.3,1.0,"K14","nan","nan","nan","nan"
"Stock 16",199.87083,-62.63333,"nan",3.0,1810.0,0.52,6.9,"D14",-8.97,0.44,-3.36,0.43,72.0,"K14",-41.8,8.79,5.0,"K07","nan","nan","nan","nan"
"Ruprecht 107",199.94167,-64.95,"nan",3.0,1442.0,0.458,7.478,"D14",-3.58,0.41,-3.35,0.26,138.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 1645",200.29167,-61.94611,"IR",10.6,1278.0,0.521,8.0,"D14",-8.34,0.2,-4.77,0.17,563.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Teutsch 79",200.9125,-63.67333,"nan",4.4,1250.0,2.56,8.78,"D14",-3.63,0.33,-2.16,0.32,237.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ESO 324 15",200.92917,-41.88667,"nan",4.0,2818.0,0.0,9.7,"D14",-9.97,2.26,1.06,0.89,21.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-p-*"
"Loden 807",201.16667,-62.48333,"nan",20.0,925.0,0.2,8.3,"D14",-7.55,0.13,-3.61,0.09,1108.0,"K14",-0.1,0.1,1.0,"nan",-0.19,0.06,2.0,"3-3-m-n"
"FSR 1651",201.35833,-58.97222,"IR",1.6,3602.0,0.364,9.4,"D14",-10.42,0.71,-4.14,1.33,30.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht 166",201.4125,-63.46667,"nan",3.0,"nan","nan","nan","D14",-3.93,0.5,-2.32,0.62,137.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-1-m-*"
"NGC 5138",201.81667,-59.03333,"nan",7.0,1986.0,0.262,7.986,"D14",-7.95,0.31,-1.52,0.31,294.0,"K14",-9.58,0.57,3.0,"MMU",0.12,0.05,2.0,"nan"
"Basel 18",201.93333,-62.31278,"nan",6.0,2226.0,0.515,7.59,"D14",-7.52,0.37,-3.13,0.33,170.0,"K14",0.3,27.55,1.0,"D14",0.043,0.27,1.0,"nan"
"ESO 065 07",202.32083,-71.26833,"nan",4.0,3835.0,0.48,9.1,"D14",-2.49,0.78,-0.93,0.67,77.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Hogg 16",202.325,-61.2,"nan",6.0,1585.0,0.411,7.047,"BDW",-3.71,1.1,-3.17,1.2,1.0,"K14",-30.83,5.68,4.0,"D14","nan","nan","nan","nan"
"Collinder 271",202.475,-64.2,"nan",5.0,1169.0,0.287,8.322,"D14",-4.29,0.41,-2.83,0.33,269.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 1657",202.50417,-58.7425,"IR",1.4,5409.0,0.729,9.0,"D14",-7.02,0.66,-0.35,0.7,51.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder 272",202.60833,-61.31667,"nan",10.0,2095.0,0.604,7.02,"K14",-4.5,0.41,-2.0,0.41,121.0,"K14",-32.2,8.2,4.0,"K14",0.06,0.09,"nan","nan"
"NGC 5168",202.775,-60.94,"nan",4.0,1777.0,0.431,8.001,"D14",-3.95,0.27,-3.05,0.32,135.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht 108",203.04583,-58.46667,"nan",10.0,901.0,0.136,8.424,"BDW",-10.06,1.15,-3.25,1.02,2.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Trumpler 21",203.05833,-62.8,"nan",5.0,1263.0,0.197,7.696,"D14",-3.62,0.27,-3.36,0.39,167.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Loden 848",203.525,-64.51667,"nan",11.0,1797.0,0.396,8.75,"D14",-3.46,0.17,-3.54,0.16,783.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-3-m-*"
"Loden 915",203.525,-59.25,"nan",32.0,500.0,0.15,8.44,"D14",-4.29,0.11,-3.41,0.08,2994.0,"K14",-21.61,11.76,1.0,"RAVE","nan","nan","nan","4-3-p-*"
"C1331 622",203.55,-62.41722,"v",7.0,819.0,0.23,"nan","D14",-1.59,0.26,-4.43,0.23,243.0,"K14",-35.0,2.5,1.0,"D14","nan","nan","nan","nan"
"Collinder 275",203.6625,-60.2,"nan",11.0,1952.0,0.458,8.6,"D14",-1.93,0.23,-3.84,0.18,440.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-3-p-*"
"ASCC 74",203.95417,-58.81,"nan",24.0,550.0,0.05,8.5,"K05",-12.0,0.71,-0.32,0.95,7.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ESO 132 14",204.125,-62.21361,"p",3.0,1100.0,0.0,8.9,"D14",-2.87,0.58,-5.23,0.66,70.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Pismis 18",204.22917,-62.09333,"nan",4.0,2240.0,0.5,9.08,"D14",-2.43,0.32,-5.11,0.33,153.0,"K14",-27.9,0.8,12.0,"C14","nan","nan","nan","nan"
"Loden 894",204.92083,-64.33333,"nan",9.0,1423.0,0.729,9.04,"D14",-3.57,0.18,-4.89,0.12,336.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-3-p-*"
"VDBH 151",205.04583,-61.73111,"nan",1.0,3800.0,"nan","nan","D14",0.05,1.6,-6.2,1.5,28.0,"K14","nan","nan","nan","nan","nan","nan","nan","1-2-m-n"
"SAI 118",205.76667,-63.16472,"nan",8.0,1140.0,0.17,9.75,"D14",-3.39,0.27,-5.39,0.24,287.0,"K14",15.63,9.04,1.0,"D14","nan","nan","nan","nan"
"Dias 4",205.85417,-63.01333,"nan",6.4,2150.0,0.6,9.1,"D14",-4.26,0.38,-5.25,0.28,171.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 5269",206.18333,-62.915,"nan",3.0,1410.0,0.52,8.2,"D14",-1.68,0.36,-6.25,0.43,70.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Loden 1010",206.2,-60.28333,"nan",31.0,700.0,0.2,8.69,"KHA",-9.49,0.62,0.47,0.59,7.0,"K14",-18.69,4.26,3.0,"D14","nan","nan","nan","4-3-m-*"
"Loden 991",206.35,-62.01667,"nan",5.0,1089.0,0.21,9.35,"D14",-4.63,0.49,-3.66,0.38,97.0,"K14","nan","nan","nan","nan",-0.05,0.28,"nan","4-2-p-*"
"NGC 5281",206.64583,-62.91667,"nan",7.0,1108.0,0.225,7.146,"D14",-3.39,0.3,-6.31,0.31,190.0,"K14",-18.52,0.75,6.0,"FM09",0.0,0.11,"nan","nan"
"ASCC 75",206.79167,-62.42,"nan",20.4,3000.0,0.3,6.65,"D14",-4.35,0.12,-6.64,0.11,1117.0,"K14",-38.17,0.42,2.0,"D14","nan","nan","nan","nan"
"Collinder 277",207.1,-66.06667,"nan",15.0,2204.0,0.416,8.3,"D14",-5.25,0.14,-6.42,0.1,1062.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-m-*"
"NGC 5288",207.18333,-64.685,"nan",3.0,2158.0,0.65,8.25,"D14",-5.12,0.37,-5.98,0.56,124.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-1-p-*"
"Loden 995",207.98333,-64.875,"nan",26.5,2400.0,0.3,8.34,"D14",-4.95,0.09,-5.71,0.07,2858.0,"K14",-6.06,1.22,1.0,"RAVE",-0.131,0.09,1.0,"nan"
"ASCC 76",208.06667,-66.4,"nan",42.0,600.0,0.27,7.45,"K05",-4.12,0.5,-3.34,0.44,11.0,"K14",-19.9,4.56,2.0,"D14","nan","nan","nan","nan"
"Loden 1095",208.375,-59.75,"nan",13.0,4028.0,0.854,8.55,"D14",-3.74,0.17,-4.85,0.08,551.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-p-*"
"NGC 5316",208.4875,-61.86833,"nan",14.0,1215.0,0.267,8.202,"D14",-4.36,0.09,-3.91,0.12,672.0,"K14",-15.1,0.28,4.0,"MMU",-0.02,"nan","nan","nan"
"ESO 445 74",208.6625,-31.95833,"nan",2.5,2048.0,0.85,8.2,"K14",-7.25,0.61,-1.09,0.61,8.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-vp-*"
"Loden 1101",209.575,-61.78333,"nan",10.0,2088.0,0.625,6.55,"D14",-6.1,0.21,-5.23,0.04,323.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-m-*"
"Loden 1171",209.85,-58.38333,"nan",11.0,500.0,0.2,8.45,"KHA",-12.95,0.41,-6.07,0.44,5.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-m-*"
"Loden 1152",209.875,-59.35,"nan",11.0,1711.0,0.573,8.065,"D14",-2.31,0.18,-4.22,0.12,469.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-p-*"
"Lynga 1",210.00833,-62.15,"nan",3.0,1900.0,0.45,8.0,"D14",-4.0,0.19,-5.75,0.48,67.0,"K14",-24.31,0.52,6.0,"FM09",0.04,0.1,"nan","nan"
"NGC 5381",210.17083,-59.58667,"nan",11.0,2630.0,0.46,8.4,"D14",-1.77,0.14,-4.92,0.12,527.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-2-m-*"
"Loden 1202",211.1,-58.7,"nan",7.0,1063.0,0.833,8.645,"D14",-2.37,0.23,-5.56,0.01,148.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-m-*"
"Ruprecht 110",211.35833,-67.46667,"nan",18.0,1300.0,0.0,8.74,"D14",-3.6,0.17,-5.01,0.14,831.0,"K14",-36.65,3.98,2.0,"RAVE",-0.359,0.193,2.0,"3-2-m-*"
"NGC 5460",211.8625,-48.34333,"nan",35.0,700.0,0.092,8.2,"D14",-5.07,0.13,2.31,0.1,1347.0,"K14",-17.9,5.2,21.0,"FF11",-0.06,0.12,5.0,"nan"
"Loden 1225",212.2625,-59.71667,"nan",4.0,1500.0,0.2,8.67,"D14",-2.61,0.58,-3.35,0.3,63.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-3-m-*"
"ASCC 77",212.7,-62.33,"nan",38.4,2200.0,0.3,6.99,"D14",-6.37,0.07,-4.66,0.05,3849.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Loden 1289",213.525,-57.86667,"nan",4.5,1753.0,0.874,8.6,"D14",-6.57,0.62,-5.44,0.47,78.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-3-r-*"
"ESO 021 06",213.96667,-78.50333,"nan",9.0,1222.0,1.03,9.35,"D14",-2.81,0.47,-3.68,0.45,122.0,"K14","nan","nan","nan","nan",-0.05,0.28,"nan","4-3-m-*"
"Loden 1282",213.975,-59.13333,"nan",3.5,1349.0,0.312,8.15,"D14",-1.25,0.92,-5.21,0.4,50.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-m-*"
"Ruprecht 167",214.54583,-58.96667,"nan",14.0,2000.0,0.1,8.57,"D14",-6.17,0.14,-6.55,0.11,442.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-m-*"
"Loden 1256",214.55,-61.43333,"nan",10.0,1400.0,0.3,8.41,"D14",-4.96,0.19,-4.18,0.09,244.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-3-m-n"
"ESO 175 06",214.63333,-56.91833,"nan",18.0,550.0,0.2,8.6,"D14",-4.87,0.16,-1.43,0.13,963.0,"K14",-27.9,10.0,1.0,"D14","nan","nan","nan","3-3-m-*"
"Lynga 2",216.14583,-61.33056,"nan",13.0,900.0,0.22,7.95,"D14",-5.26,0.09,-5.42,0.1,334.0,"K14",-9.94,0.6,6.0,"FM09","nan","nan","nan","nan"
"NGC 5593",216.4125,-54.79833,"nan",10.0,850.0,0.0,8.77,"D14",-2.82,0.24,-1.84,0.24,319.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-p-*"
"NGC 5606, fsr 1681",216.94583,-59.63167,"nan",3.0,1805.0,0.474,7.075,"BDW",-5.19,1.06,-4.6,0.8,3.0,"K14",-37.75,0.82,4.0,"D14","nan","nan","nan","nan"
"NGC 5617",217.43333,-60.71167,"nan",10.0,2000.0,0.48,7.9,"D14",-4.36,0.2,-5.39,0.17,475.0,"K14",-38.63,2.25,27.0,"DCDE",-0.18,0.02,2.0,"nan"
"Loden 1378",217.59583,-58.21667,"nan",31.0,1346.0,0.479,8.84,"D14",-3.5,0.1,-5.35,0.08,2041.0,"K14",-41.7,10.0,1.0,"D14","nan","nan","nan","4-2-p-*"
"Pismis 19",217.66667,-60.88333,"nan",3.0,1500.0,1.48,8.9,"D14",-3.07,0.19,-6.01,0.79,103.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Trumpler 22",217.75833,-61.16667,"nan",10.0,1516.0,0.521,7.95,"D14",-4.63,0.18,-4.9,0.16,390.0,"K14",-38.46,2.08,19.0,"DCDE",-0.17,0.02,2.0,"nan"
"Turner 7",218.1375,-56.88667,"nan",13.0,1800.0,1.39,9.9,"D14",-2.89,0.24,-2.64,0.19,457.0,"K14",-18.9,1.3,1.0,"D14","nan","nan","nan","nan"
"Loden 1339",218.37083,-62.01667,"nan",4.0,1278.0,0.833,8.09,"D14",-5.41,0.28,-5.95,0.32,113.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-3-m-*"
"Hogg 17",218.49167,-61.36667,"nan",4.0,1310.0,0.594,8.03,"D14",-6.01,0.3,-5.87,0.54,81.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 1688",218.65417,-56.13278,"IR",3.1,1469.0,0.822,8.455,"D14",-1.64,0.52,-0.65,0.19,73.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 5662",218.90417,-56.61833,"nan",29.0,666.0,0.311,7.968,"D14",-2.04,0.1,-2.54,0.09,1833.0,"K14",-21.27,0.24,2.0,"MMU",-0.03,0.13,2.0,"nan"
"Ruprecht 111",218.975,-59.96667,"nan",7.0,1121.0,0.37,9.15,"D14",-5.12,0.1,-6.17,0.12,243.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-1-m-*"
"ESO 447 29",219.3625,-29.41167,"nan",12.0,1634.0,0.104,9.5,"D14",-5.84,0.68,-2.98,0.29,56.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-3-m-*"
"Juchert 10",220.07917,-60.38111,"nan",3.0,3200.0,2.06,8.9,"nan","nan","nan","nan","nan","nan","K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder 285",220.275,69.56667,"nan",1400.0,25.0,0.0,8.3,"nan","nan","nan","nan","nan","nan","K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 5715",220.875,-57.57694,"nan",6.0,1500.0,0.42,8.9,"D14",-1.76,0.38,-2.0,0.32,226.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-m-*"
"Loden 1375",221.075,-63.41667,"nan",12.0,1819.0,0.625,7.9,"D14",-8.56,0.13,-0.35,0.14,626.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-m-*"
"ESO 134 12",221.19167,-59.165,"nan",4.0,2088.0,0.937,8.9,"D14",-2.95,0.34,-4.04,0.28,71.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-3-p-*"
