"Cluster","radius","Ntot","Ncabs","Ncrel","pmRAC","s_pmRAC","pmDEC","s_pmDEC","rhoC","Nfabs","pmRAF","s_pmRAF","pmDEF","s_pmDEF","rhoF","FileName"
"Teutsch_79",3.2,322,263,0.82,-5.99,1.79,-1.98,0.76,-0.15,59,-11.0,6.22,-3.67,8.88,-0.13,"Teutsch_79.dat"
"Teutsch_84",3.0,61,44,0.73,-1.74,1.15,-3.35,2.74,-0.14,17,0.84,10.14,-2.65,9.74,0.08,"Teutsch_84.dat"
"Teutsch_85",3.0,224,201,0.9,-1.03,1.23,-2.55,1.6,0.2,23,7.99,8.49,0.08,11.49,0.16,"Teutsch_85.dat"
"Toepler_1",1.75,63,51,0.81,-1.12,0.98,-4.61,0.1,-0.09,12,1.57,8.04,-1.51,15.35,-0.1,"Toepler_1.dat"
"Tombaugh_1",3.5,140,121,0.86,-2.04,0.81,3.39,0.1,-0.15,19,1.12,2.19,-1.06,3.35,0.38,"Tombaugh_1.dat"
"Tombaugh_2",2.5,89,69,0.77,0.73,0.49,0.39,0.49,-0.19,20,-1.23,2.44,1.5,6.52,-0.62,"Tombaugh_2.dat"
"Tombaugh_5",8.0,342,278,0.81,0.5,1.27,-1.35,0.11,-0.06,64,5.16,6.61,-1.64,10.03,-0.14,"Tombaugh_5.dat"
"Trapezium",24.5,642,485,0.76,0.02,0.1,0.37,0.29,0.06,157,0.99,11.19,-4.03,12.0,-0.07,"Trapezium.dat"
"Trumpler_11",3.5,249,185,0.74,-7.24,1.83,3.64,0.6,0.13,64,-7.58,8.41,3.5,7.34,-0.31,"Trumpler_11.dat"
"Trumpler_12",3.0,252,194,0.77,-7.09,0.88,3.41,0.96,-0.22,58,-8.94,5.18,1.88,5.91,-0.04,"Trumpler_12.dat"
"Trumpler_13",3.5,302,248,0.82,-7.0,1.27,2.51,0.4,-0.18,54,-7.64,7.58,2.99,5.45,0.05,"Trumpler_13.dat"
"Trumpler_14",5.2,505,399,0.79,-6.62,0.1,2.4,0.1,-0.13,106,-9.01,9.05,2.88,7.57,0.27,"Trumpler_14.dat"
"Trumpler_15",8.0,761,552,0.73,-7.1,0.66,2.37,0.1,-0.24,209,-9.06,7.01,2.6,5.07,-0.38,"Trumpler_15.dat"
"Trumpler_16",7.0,743,589,0.79,-7.08,0.1,2.3,0.1,-0.23,154,-9.01,9.75,1.21,7.36,-0.15,"Trumpler_16.dat"
"Trumpler_17",3.5,213,165,0.77,-4.97,0.59,1.67,0.1,-0.02,48,-10.46,5.59,2.89,3.19,-0.27,"Trumpler_17.dat"
"Trumpler_18",3.5,319,241,0.76,-8.01,0.89,1.3,0.31,-0.11,78,-10.13,6.33,2.2,7.9,-0.25,"Trumpler_18.dat"
"Trumpler_2",9.5,410,316,0.77,0.32,1.28,-2.23,2.62,-0.21,94,3.66,9.42,-0.79,10.35,-0.18,"Trumpler_2.dat"
"Trumpler_21",3.5,234,207,0.88,-5.8,1.32,-2.57,0.45,0.1,27,-7.38,9.74,-1.73,8.21,-0.43,"Trumpler_21.dat"
"Trumpler_22",6.0,531,435,0.82,-4.87,1.16,-2.77,0.27,0.14,96,-8.23,6.48,-4.43,3.94,0.4,"Trumpler_22.dat"
"Trumpler_23",3.5,360,293,0.81,-3.57,1.5,-4.31,1.0,0.22,67,-1.76,7.16,-5.05,10.09,0.02,"Trumpler_23.dat"
"Trumpler_25",5.0,599,459,0.77,0.21,0.23,-2.65,0.22,0.01,140,-0.32,5.65,-5.07,7.1,-0.14,"Trumpler_25.dat"
"Trumpler_26",3.5,268,171,0.64,-0.63,0.1,-3.3,0.5,0.28,97,-4.68,8.68,-3.21,9.52,0.01,"Trumpler_26.dat"
"Trumpler_27",4.0,222,159,0.72,-0.96,0.1,-1.79,0.1,-0.38,63,-2.21,4.82,-7.19,6.25,0.13,"Trumpler_27.dat"
"Trumpler_28",3.5,193,160,0.83,-0.73,0.81,-2.95,2.09,0.11,33,-0.65,5.77,-1.54,7.37,0.05,"Trumpler_28.dat"
"Trumpler_3",7.0,149,100,0.67,-1.96,1.16,0.44,0.27,0.2,49,3.65,6.91,-1.61,7.05,-0.33,"Trumpler_3.dat"
"Trumpler_30",4.5,971,823,0.85,-1.26,2.63,-3.6,2.8,0.13,148,-2.85,11.68,-4.71,12.5,-0.04,"Trumpler_30.dat"
"Trumpler_31",3.5,489,341,0.7,-1.46,2.99,-3.23,2.92,0.19,148,-3.02,13.47,-4.13,18.53,0.1,"Trumpler_31.dat"
"Trumpler_33",3.5,187,142,0.76,1.36,0.65,-0.63,2.27,0.34,45,-1.4,5.35,-6.31,6.47,-0.23,"Trumpler_33.dat"
"Trumpler_5",8.7,557,449,0.81,0.85,1.13,-0.98,1.63,-0.02,108,1.03,6.73,-3.64,7.42,0.04,"Trumpler_5.dat"
"Trumpler_6",4.0,119,91,0.76,-1.71,0.82,2.27,1.97,-0.16,28,-0.11,6.53,-0.41,7.23,0.09,"Trumpler_6.dat"
"Trumpler_7",3.5,105,79,0.75,-2.4,0.1,3.58,0.1,-0.16,26,-3.19,4.62,-1.03,5.91,-0.23,"Trumpler_7.dat"
"Trumpler_9",3.5,141,125,0.89,-3.05,0.1,3.21,0.1,-0.06,16,-2.97,6.99,-3.43,7.15,-0.48,"Trumpler_9.dat"
"Turner_1",3.0,89,51,0.58,-0.86,2.22,-3.99,0.37,0.34,38,-1.74,12.3,-1.11,11.26,-0.1,"Turner_1.dat"
"Turner_2",4.8,389,284,0.73,-0.19,0.88,-1.96,1.26,0.32,105,-2.1,7.86,-5.21,6.94,-0.28,"Turner_2.dat"
"Turner_3",2.0,71,63,0.89,-1.16,1.7,-2.96,2.6,0.21,8,12.38,3.88,-2.62,10.94,-0.83,"Turner_3.dat"
"Turner_4",2.75,162,143,0.88,-0.2,1.09,-1.64,2.0,0.25,19,1.97,5.88,-8.72,1.63,0.21,"Turner_4.dat"
"Turner_6",1.65,76,51,0.68,-7.47,1.24,2.12,0.48,0.05,25,-4.18,9.0,0.6,11.83,0.01,"Turner_6.dat"
"Turner_7",7.5,498,412,0.83,-5.37,3.63,-3.29,2.18,0.29,86,-5.68,13.52,-7.85,11.19,0.28,"Turner_7.dat"
"Turner_8",3.5,110,83,0.76,-0.71,2.5,-2.13,3.26,0.34,27,-5.21,7.76,-6.57,10.31,0.03,"Turner_8.dat"
"Waterloo_1",3.5,55,36,0.66,0.23,1.39,-3.29,3.55,-0.05,19,1.96,10.1,-1.46,13.19,-0.32,"Waterloo_1.dat"
"Waterloo_8",7.0,267,197,0.74,-2.49,1.22,1.83,1.56,-0.17,70,-3.97,7.45,0.69,8.89,-0.32,"Waterloo_8.dat"
"Westerlund_2",2.0,110,86,0.78,-6.83,1.58,2.98,1.84,-0.18,24,-7.95,14.13,1.27,11.99,0.17,"Westerlund_2.dat"
"VDB_1, vdBergh_1",3.5,66,48,0.72,-0.11,1.85,-0.13,1.29,0.03,18,-1.43,6.23,-6.06,2.84,-0.32,"vdBergh_1.dat"
"VDB_113, vdBergh_113",8.0,1192,962,0.81,-0.28,1.49,-2.37,1.54,0.15,230,-0.72,7.42,-5.25,7.78,-0.01,"vdBergh_113.dat"
"VDB_130, vdBergh_130",4.0,61,45,0.74,-4.79,2.99,-4.32,1.56,0.02,16,2.3,6.97,-4.43,8.09,0.72,"vdBergh_130.dat"
"VDB_83, vdBergh_83",13.5,368,262,0.71,-2.04,2.12,3.04,2.96,0.03,106,-3.16,7.3,0.84,10.63,-0.25,"vdBergh_83.dat"
