"ID","Name","OName","Cat","GLON","GLAT","RAJ2000","DEJ2000","Diam","l_Dist","Dist","e_Dist","r_Dist","l_Dnear","Dnear","e_Dnear","l_Dfar","Dfar","e_Dfar","Age","e_Age","r_Age","Mtype","Mflag","l_Sep","Sep","Flg","NameVlsr","Vlsr","r_Vlsr","l_KDist","KDist","e_KDist","l_KDnear","KDnear","e_KDnear","l_KDfar","KDfar","e_KDfar","KDA","r_KDA","SDist","e_SDist","r_SDist","f_SDist","ref2","Dias","Conf","HII","Bub","IRDC","noGL","SubCl","Complex","r_Complex","Comm1","Comm2","RA","DEC"
223,"DBSB 153, DBS2003 153","nan","05",330.292,-0.396,"16 07 38.0","-52 31 11",36,"nan",9.07,0.45,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G330.29-0.40",-80.6,253.0,"nan",9.07,0.45,"nan","nan","nan","nan","nan","nan","F","187,(206),(75)","nan","nan","nan","nan","nan","nan","nan","CH87 330.305-0.385","nan","nan",0,"nan","nan","nan","nan","nan",241.90833,-52.51972
224,"Lynga 6","nan","01",330.369,0.323,"16 04 52.0","-51 56 00",300,"nan",1.79,0.27,"S","nan","nan","nan","nan","nan","nan",35.0,10.5,"165","OC2","few","nan",0.23,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.79,0.27,165.0,"nan","nan",128.0,"165","nan","nan","nan",0,"nan","nan","nan","nan","nan",241.21667,-51.93333
225,"DBSB 154, DBS2003 154","nan","05",330.676,-0.398,"16 09 30.0","-52 15 44",53,"nan",4.3,0.39,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen-trig","nan",0.0,11,"G330.68-0.40",-63.4,253.0,"nan",4.19,0.4,"nan","nan","nan","nan","nan","nan","N","206","nan","nan","nan","nan","nan","nan","nan","CH87 330.677-0.396","S67","nan",0,"nan","KC-15","nan","nan","nan",242.375,-52.26222
226,"DBSB 155, DBS2003 155","nan","05",330.842,-0.388,"16 10 15.0","-52 08 31",48,"nan",4.3,0.39,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC0","surr","nan",1.42,21,"G330.87-0.39",-63.2,253.0,"nan",4.18,0.4,"nan","nan","nan","nan","nan","nan","N","51*,187*","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","KC-15","nan","nan","nan",242.5625,-52.14194
227,"Ruprecht 115","nan","01",330.959,-0.849,"16 12 52.0","-52 24 00",300,"nan",2.0,0.33,"S","nan","nan","nan","nan","nan","nan",398.0,92.0,"156","OC2","exp","nan",2.99,1,"DCld 331.0-00.7",-5.1,42.0,"nan","nan","nan","<",0.88,"nan","nan",14.13,0.6,"nan","nan",2.0,0.33,156.0,"nan","nan",173.0,"156","nan","nan","nan",0,"nan","nan","nan","nan","nan",243.21667,-52.4
228,"VVV CL061","nan","14",331.058,-0.43,"16 11 28.0","-52 01 33",44,"nan",4.3,0.39,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"IRAS 16076-5154",-63.5,43.0,"nan",4.2,0.4,"nan","nan","nan","nan","nan","nan","N","206","nan","nan","nan","nan","nan","nan","nan","nan","Bub(ID:228)","nan",0,"nan","KC-15","nan","nan","nan",242.86667,-52.02583
229,"DBSB 156, DBS2003 156","nan","05",331.132,-0.527,"16 12 15.0","-52 02 47",161,"nan",4.3,0.39,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G331.14-0.52",-67.8,253.0,"nan",4.44,0.39,"nan","nan","nan","nan","nan","nan","N","206,187*","nan","nan","nan","nan","nan","nan","nan","CH87 331.110-0.506","nan","nan",0,"nan","KC-15","nan","nan","nan",243.0625,-52.04639
230,"VVV CL062","nan","14",331.172,-0.458,"16 12 08.0","-51 58 08",78,"nan",4.3,0.39,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"G331.16-0.46",-69.3,253.0,"nan",4.53,0.39,"nan","nan","nan","nan","nan","nan","N","187","nan","nan","nan","nan","nan","nan","nan","nan","Bub(ID:230)","nan",0,"nan","KC-15","nan","nan","nan",243.03333,-51.96889
231,"VVV CL059","nan","14",331.243,1.066,"16 05 52.0","-50 47 49",90,"nan",5.05,0.41,"K","nan","nan","nan","nan","nan","nan",25.0,7.5,"41","EC2","p-emb.pah","nan",0.18,13,"IRAS 16026-5035",-78.3,43.0,"nan",5.05,0.41,"nan","nan","nan","nan","nan","nan","N","187,206,75",1.3,0.5,41.0,"nan","nan","nan","41","nan","nan","nan",0,"nan","MC-03","nan","nan","nan",241.46667,-50.79694
232,"VVV CL060","nan","14",331.262,-0.192,"16 11 23.0","-51 42 49",96,"nan",5.55,0.46,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"G331.28-0.19",-87.2,253.0,"nan",5.62,0.47,"nan","nan","nan","nan","nan","nan","N","206,75","nan","nan","nan","nan","nan","nan","nan","CH87 331.259-0.186","Bub(ID:232)","nan",0,"nan","KC-16","nan","nan","nan",242.84583,-51.71361
233,"MCM 71, MCM2005b 71","nan","09",331.277,-0.41,"16 12 25.0","-51 51 43",72,"nan",4.3,0.39,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC0","surr","nan",1.89,23,"G331.27-0.38",-64.9,249.0,"nan",4.28,0.39,"nan","nan","nan","nan","nan","nan","N","C","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","KC-15","nan","diameter given here was estimated by eye in the GLIMPSE images (original diameter from the catalog = 0.0)","nan",243.10417,-51.86194
234,"DBSB 157, DBS2003 157","nan","05",331.33,-0.335,"16 12 20.0","-51 46 14",106,"nan",4.3,0.39,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"IRAS 16085-5138",-64.8,43.0,"nan",4.28,0.39,"nan","nan","nan","nan","nan","nan","N","51,206","nan","nan","nan","nan","nan","nan","nan","CH87 331.314-0.336","S62","nan",0,"nan","KC-15","nan","nan","nan",243.08333,-51.77056
235,"MCM 72, MCM2005b 72","nan","09",331.34,-0.361,"16 12 30.0","-51 46 59",72,"nan",4.3,0.39,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,13,"G331.34-0.35",-65.4,253.0,"nan",4.31,0.39,"nan","nan","nan","nan","nan","nan","N","51*,206*","nan","nan","nan","nan","nan","nan","nan","nan","S62","nan",0,"nan","KC-15","nan","nan","nan",243.125,-51.78306
236,"DBSB 159, DBS2003 159","nan","05",331.359,1.065,"16 06 25.0","-50 43 14",78,"nan",5.05,0.41,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.bub-cen","nan",0.0,11,"IRAS 16026-5035",-78.3,43.0,"nan",5.05,0.41,"nan","nan","nan","nan","nan","nan","N","187,206,75","nan","nan","nan","nan","nan","nan","nan","CH87 331.354+1.072","S59","nan",0,"nan","MC-03","nan","nan","nan",241.60417,-50.72056
237,"DBSB 158, DBS2003 158","nan","05",331.361,-0.017,"16 11 05.0","-51 31 03",126,"nan",5.55,0.46,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,14,"CH87 331.353-0.013",-81.0,51.0,"nan",5.21,0.42,"nan","nan","nan","nan","nan","nan","N","206","nan","nan","nan","nan","nan","nan","nan","CH87 331.353-0.013","nan","nan",0,"nan","KC-16","nan","nan","nan",242.77083,-51.5175
238,"VVV CL063","nan","14",331.385,-0.359,"16 12 42.0","-51 45 03",42,"nan",4.3,0.39,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G331.3865-00.3598",-65.6,187.0,"nan",4.32,0.39,"nan","nan","nan","nan","nan","nan","N","187","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","KC-15","nan","nan","nan",243.175,-51.75083
239,"Pismis 22","nan","01,17",331.467,-0.598,"16 14 08.8","-51 52 07",195,"nan",1.0,0.4,"S","nan","nan","nan","nan","nan","nan",40.0,15.0,"174","OC2","exp","nan",1.39,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.4,174.0,"nan","nan",174.0,"174","nan","nan","nan",0,"nan","nan","nan","nan","nan",243.53667,-51.86861
240,"DBSB 144, DBS2003 144","nan","05",331.521,-0.089,"16 12 09.0","-51 27 38",66,"nan",5.55,0.46,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"G331.52-0.08",-89.3,249.0,"nan",5.75,0.49,"nan","nan","nan","nan","nan","nan","N","C,51,206,(44)","nan","nan","nan","nan","nan","nan","nan","CH87 331.517-0.069","Bub(ID:240)","nan",0,"nan","KC-16","nan","nan","nan",243.0375,-51.46056
241,"DBSB 145, DBS2003 145","nan","05",331.535,-0.074,"16 12 09.0","-51 26 24",74,"nan",5.55,0.46,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen-trig","nan",0.0,11,"G331.55-0.07",-88.1,249.0,"nan",5.66,0.47,"nan","nan","nan","nan","nan","nan","N","C,51,206,(44)","nan","nan","nan","nan","nan","nan","nan","CH87 331.517-0.069","Bub(ID:241)","nan",0,"nan","KC-16","nan","nan","nan",243.0375,-51.44
242,"MCM 73, MCM2005b 73","nan","09",331.569,-0.007,"16 12 01.0","-51 22 06",36,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",6.78,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","faint ATLASGAL emission surrounding the cluster",243.00417,-51.36833
243,"SAI 123","nan","13",331.704,1.003,"16 08 17.4","-50 32 06",420,"nan",1.86,0.28,"S","nan","nan","nan","nan","nan","nan",1585.0,317.0,"96","OC2","exp","nan",5.13,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.86,0.28,96.0,"nan","nan","nan","96","nan","nan","nan",0,"nan","nan","nan","nan","nan",242.0725,-50.535
244,"Ruprecht 176","nan","01",331.909,-0.28,"16 14 48.0","-51 20 00",180,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",1.5,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",243.7,-51.33333
245,"MCM 74, MCM2005b 74","nan","09",332.163,-0.456,"16 16 45.0","-51 17 04",60,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G332.15-0.45",-55.6,249.0,"nan",3.77,0.4,"nan","nan","nan","nan","nan","nan","N","51,187,90,206","nan","nan","nan","nan","nan","nan","nan","CH87 332.148-0.446","nan","nan",0,"nan","G333","9","shifted position?","connection with complex G333 suggested by its close position and velocity",244.1875,-51.28444
246,"VVV CL064","nan","14",332.233,-0.055,"16 15 18.0","-50 56 48",56,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,21,"G332.24-0.04",-46.9,253.0,"nan",3.27,0.42,"nan","nan","nan","nan","nan","nan","N","D,187*,206*","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","G333","9","nan","connection with complex G333 suggested by its close position and velocity",243.825,-50.94667
247,"VVV CL066","nan","14",332.323,-0.568,"16 17 59.0","-51 15 10",98,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"IRAS 16141-5107",-51.9,43.0,"nan",3.57,0.41,"nan","nan","nan","nan","nan","nan","N","206","nan","nan","nan","nan","nan","nan","nan","nan","S54","nan",0,"nan","G333","9","nan","connection with complex G333 suggested by its close position and velocity",244.49583,-51.25278
248,"DBSB 99, DBS2003 99","nan","05",332.358,0.591,"16 13 04.0","-50 23 33",83,"nan",3.01,0.44,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G332.36+0.61",-42.6,249.0,"nan",3.01,0.44,"nan","nan","nan","nan","nan","nan","N","S,D",4.13,1.09,103.0,"nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",243.26667,-50.3925
249,"MCM 75, MCM2005b 75","nan","09",332.363,0.295,"16 14 22.0","-50 36 13",48,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",5.2,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",243.59167,-50.60361
250,"VVV CL070","nan","14",332.406,-1.329,"16 21 48.0","-51 44 11",52,"nan",2.0,0.9,"S","nan","nan","nan","nan","nan","nan",600.0,120.0,"41","OC2","exp",">",34.68,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",2.0,0.9,41.0,"nan","nan","nan","41","nan","nan","nan",1,"nan","nan","nan","nan","nan",245.45,-51.73639
251,"DBSB 160, DBS2003 160","nan","05",332.527,-0.121,"16 16 56.0","-50 47 26",54,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan",2.75,0.96,"197","EC2","p-emb.bub-cen","nan",0.0,11,"G332.54-0.12",-46.5,253.0,"nan",3.26,0.42,"nan","nan","nan","nan","nan","nan","N","187,206,75,S",2.4,0.5,198.0,"nan","nan","nan","200","CH87 332.541-0.111","Bub(ID:251)","nan",0,"nan","G333","9","nan","connection with complex G333 suggested by its close position and velocity",244.23333,-50.79056
252,"DBSB 161, DBS2003 161","nan","05",332.545,-0.136,"16 17 05.0","-50 47 19",113,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan",2.75,0.96,"197","EC2","p-emb.bub-cen-trig","nan",0.0,11,"G332.54-0.12",-46.5,253.0,"nan",3.26,0.42,"nan","nan","nan","nan","nan","nan","N","187,206,75","nan","nan","nan","nan","nan","nan","200","CH87 332.541-0.111","Bub(ID:252)","nan",0,"nan","G333","9","nan","connection with complex G333 suggested by its close position and velocity",244.27083,-50.78861
253,"MCM 76, MCM2005b 76","nan","09",332.652,-0.62,"16 19 43.0","-51 03 37",120,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"G332.65-0.6a",-49.2,249.0,"nan",3.42,0.41,"nan","nan","nan","nan","nan","nan","N","51,187,206,75","nan","nan","nan","nan","nan","nan","nan","CH87 332.662-0.607","S51","nan",0,"nan","G333","9","shifted position?","nan",244.92917,-51.06028
254,"VVV CL065","nan","14",332.766,-0.007,"16 17 31.0","-50 32 30",64,"nan",6.08,0.52,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"IRAS 16137-5025",-95.0,43.0,"nan",6.08,0.52,"nan","nan","nan","nan","nan","nan","N","187,206","nan","nan","nan","nan","nan","nan","nan","RMS G332.7656-00.0080 (UC)","nan","nan",0,"nan","nan","nan","nan","nan",244.37917,-50.54167
255,"MCM 77, MCM2005b 77","nan","09",332.78,0.023,"16 17 27.0","-50 30 39",60,"nan",6.08,0.52,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC0","surr","nan",0.85,21,"IRAS 16137-5025",-95.0,43.0,"nan",6.08,0.52,"nan","nan","nan","nan","nan","nan","N","187,206","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",244.3625,-50.51083
256,"DBSB 100, DBS2003 100","nan","05",332.84,-0.591,"16 20 26.0","-50 54 27",65,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC0","surr","nan",0.87,23,"G332.83-0.55",-57.3,249.0,"nan",3.89,0.39,"nan","nan","nan","nan","nan","nan","N","51,187,206,75","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","G333","9","nan","nan",245.10833,-50.9075
257,"DBSB 102, DBS2003 102","nan","05",332.962,0.773,"16 15 01.0","-49 50 41",78,"nan",3.15,0.43,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen-trig","nan",0.0,11,"IRAS 16112-4943",-44.5,43.0,"nan",3.15,0.43,"nan","nan","nan","nan","nan","nan","N","51*,187*,206*","nan","nan","nan","nan","nan","nan","nan","nan","Bub(ID:257)","nan",0,"nan","nan","nan","nan","nan",243.75417,-49.84472
258,"DBSB 162, DBS2003 162","nan","05",333.01,-0.453,"16 20 35.0","-50 41 23",90,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen-trig","nan",0.0,11,"G333.02-0.45",-54.2,253.0,"nan",3.72,0.39,"nan","nan","nan","nan","nan","nan","N","187,206","nan","nan","nan","nan","nan","nan","nan","KC97c G333.0-00.4","S48","nan",0,"nan","G333","9","nan","nan",245.14583,-50.68972
259,"DBSB 163, DBS2003 163","nan","05",333.049,0.033,"16 18 37.0","-50 18 58",48,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G333.0494+00.0324A",-45.3,187.0,"nan",3.2,0.42,"nan","nan","nan","nan","nan","nan","N","187","nan","nan","nan","nan","nan","nan","nan","GS70 333.0+00.0","nan","nan",0,"nan","G333","9","nan","connection with complex G333 suggested by its close position and velocity",244.65417,-50.31611
260,"MCM 78, MCM2005b 78","nan","09",333.089,-0.497,"16 21 08.0","-50 39 57",84,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb","nan",0.0,11,"G333.11-0.50",-56.0,253.0,"nan",3.83,0.39,"nan","nan","nan","nan","nan","nan","N","187","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","G333","9","nan","nan",245.28333,-50.66583
261,"ESO 226-06","nan","01",333.089,-1.187,"16 24 14.0","-51 09 06",240,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp",">",7.45,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1,"nan","nan","nan","nan","nan",246.05833,-51.15167
262,"FBD2005 G333.1-0.4","nan","15",333.13,-0.432,"16 21 01.5","-50 35 26",127,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G333.13-0.43",-51.9,249.0,"nan",3.6,0.4,"nan","nan","nan","nan","nan","nan","N","51,187,206,75,S",3.57,1.61,148.0,"nan","nan","nan","82","CH87 333.114-0.441","nan","nan",0,"nan","G333","9","nan","nan",245.25625,-50.59056
263,"DBSB 164, DBS2003 164","nan","05",333.248,0.06,"16 19 23.0","-50 09 27",66,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"IRAS 16156-5002",-46.9,43.0,"nan",3.31,0.42,"nan","nan","nan","nan","nan","nan","N","206,187*","nan","nan","nan","nan","nan","nan","nan","IRAS 16156-5002","nan","nan",0,"nan","G333","9","nan","connection with complex G333 suggested by its close position and velocity",244.84583,-50.1575
264,"Lynga 8","nan","01",333.273,-0.071,"16 20 04.0","-50 13 59",180,"nan",1.05,0.16,"S","nan","nan","nan","nan","nan","nan",2000.0,1000.0,"166","OC2","few","nan",0.81,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.05,0.16,166.0,"nan","nan",166.0,"166","nan","nan","nan",0,"nan","nan","nan","nan","nan",245.01667,-50.23306
265,"VVV CL069","nan","14",333.284,-0.399,"16 21 34.0","-50 27 29",120,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G333.28-0.39",-51.6,249.0,"nan",3.58,0.4,"nan","nan","nan","nan","nan","nan","N","187,206","nan","nan","nan","nan","nan","nan","nan","CH87 333.292-0.371","nan","nan",0,"nan","G333","9","nan","nan",245.39167,-50.45806
266,"VVV CL068","nan","14",333.286,-0.375,"16 21 28.0","-50 26 24",20,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G333.28-0.39",-51.6,249.0,"nan",3.58,0.4,"nan","nan","nan","nan","nan","nan","N","187,206","nan","nan","nan","nan","nan","nan","nan","CH87 333.292-0.371","nan","nan",0,"nan","G333","9","nan","nan",245.36667,-50.44
267,"DBSB 165, DBS2003 165","nan","05",333.307,-0.365,"16 21 31.0","-50 25 04",82,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan",2.75,0.96,"197","EC1","emb.pah","nan",0.0,11,"G333.31-0.37",-50.2,249.0,"nan",3.5,0.41,"nan","nan","nan","nan","nan","nan","N","187,206,75,S",3.96,2.31,148.0,"nan","nan","nan","196","CH87 333.292-0.371","nan","nan",0,"nan","G333","9","nan","nan",245.37917,-50.41778
268,"DBSB 166, DBS2003 166","nan","05",333.586,-0.07,"16 21 27.0","-50 00 43",104,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC1","exp","nan",1.78,24,"WMG70 333.6-00.1",-53.7,250.0,"nan",3.72,0.39,"nan","nan","nan","nan","nan","nan","N","51*,187*,206*","nan","nan","nan","nan","nan","nan","nan","WMG70 333.6-00.1","nan","nan",0,"nan","G333","9","nan","nan",245.3625,-50.01194
269,"BDB2003 G333.60-00.21","nan","04",333.607,-0.211,"16 22 10.0","-50 05 49",90,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G333.60-0.21",-47.1,253.0,"nan",3.33,0.42,"nan","nan","nan","nan","nan","nan","N","51,187,206","nan","nan","nan","nan","nan","nan","88","CH87 333.610-0.208","nan","nan",0,"nan","G333","9","nan","nan",245.54167,-50.09694
270,"VVV CL071","nan","14",333.634,-0.207,"16 22 16.0","-50 04 30",50,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G333.60-0.21",-47.1,253.0,"nan",3.33,0.42,"nan","nan","nan","nan","nan","nan","N","51,187,206","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","G333","9","nan","nan",245.56667,-50.075
271,"VVV CL072","nan","14",333.693,-0.499,"16 23 49.0","-50 14 20",116,"nan",3.49,0.41,"CV(Ref:9)","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC0","surr","nan",1.1,24,"WMG70 333.7-00.5",-49.9,250.0,"nan",3.5,0.4,"nan","nan","nan","nan","nan","nan","N","C","nan","nan","nan","nan","nan","nan","nan","WMG70 333.7-00.5","nan","nan",0,"nan","G333","9","nan","connection with complex G333 suggested by its close position and velocity",245.95417,-50.23889
272,"DBSB 167, DBS2003 167","nan","05",334.142,0.039,"16 23 24.0","-49 32 28",147,"nan",10.21,0.36,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC0","surr","nan",0.48,24,"CH87 334.173+0.068",-70.0,51.0,"nan",10.21,0.36,"nan","nan","nan","nan","nan","nan","F","206","nan","nan","nan","nan","nan","nan","nan","CH87 334.173+0.068","nan","nan",0,"nan","nan","nan","nan","nan",245.85,-49.54111
273,"FSR2007 1725","nan","11",334.509,-1.187,"16 30 27.0","-50 07 46",79,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",15.85,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",247.6125,-50.12944
274,"MCM 79, MCM2005b 79","nan","09",334.522,0.81,"16 21 42.0","-48 43 40",84,"nan",9.89,0.35,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC1","exp.bub-cen","nan",2.37,24,"CH87 334.529+0.825",-77.0,51.0,"nan",9.89,0.35,"nan","nan","nan","nan","nan","nan","F","206","nan","nan","nan","nan","nan","nan","nan","CH87 334.529+0.825","S44","nan",0,"nan","nan","nan","nan","nan",245.425,-48.72778
275,"Lynga 9","nan","01",334.543,1.07,"16 20 41.0","-48 31 44",360,"nan",1.7,0.26,"S","nan","nan","nan","nan","nan","nan",700.0,140.0,"35","OC2","exp","nan",1.97,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.7,0.26,35.0,"nan","nan",35.0,"35","nan","nan","nan",0,"nan","nan","nan","nan","nan",245.17083,-48.52889
