"Name","Type","n_Type","RAJ2000","DEJ2000","GLON","GLAT","r0","r1","r2","pmRA","pmDE","e_pm","RV","e_RV","o_RV","N1sr0","N1sr1","N1sr2","d","E(B-V)","MOD","E(J-Ks)","E(J-H)","dH","logt","e_logt","Nt","rc","e_rc","rt","e_rt","k","e_k","Src","SType","[Fe/H]","e_[Fe/H]","o_[Fe/H]"
"NGC_2262, MWSC_946","nan","nan",99.915,1.14,210.569,-2.105,0.018,0.065,0.14,2.35,-0.06,0.34,"nan","nan",0,9,41,117,2511.0,0.625,12.2,0.3,0.2,0.0,8.995,0.025,19.0,0.9,0.14,12.04,2.07,16.43,2.31,"DIAS","nan",-0.4,"nan",0
"FSR_1053, MWSC_947","nan","nan",99.993,1.533,210.255,-1.856,0.02,0.08,0.15,0.83,-0.19,0.39,"nan","nan",0,7,44,133,1202.0,0.312,10.5,0.15,0.1,-0.03,8.8,"nan","nan",0.5,0.19,5.83,2.45,8.0,2.68,"DIAS","irc","nan","nan",0
"VDB_83, vdBergh_83, MWSC_949","nan","nan",100.035,-27.29,236.545,-14.365,0.018,0.065,0.12,4.43,2.85,0.79,"nan","nan",0,3,10,24,1925.0,0.552,11.6,0.265,0.177,0.0,9.35,"nan","nan",0.31,0.17,7.34,4.74,8.88,5.93,"DIAS","nan","nan","nan",0
"FSR_1285, MWSC_950","nan","nan",100.005,-28.77,237.94,-14.974,0.015,0.09,0.17,0.47,4.73,0.56,"nan","nan",0,1,24,64,1685.0,0.208,11.2,0.1,0.067,0.0,8.67,0.012,2.0,1.26,0.53,7.29,3.01,2.74,0.64,"FPOS","nan","nan","nan",0
"FSR_1082, MWSC_951","nan","nan",100.027,-1.745,213.19,-3.321,0.02,0.08,0.165,2.42,1.83,0.42,"nan","nan",0,6,38,130,4040.0,0.833,13.3,0.4,0.267,0.03,8.84,"nan","nan",2.78,1.05,23.2,9.27,0.49,0.11,"FPRO","nan","nan","nan",0
"FSR_0998, MWSC_952","nan","nan",100.092,9.005,203.656,1.652,0.02,0.09,0.13,1.6,-2.27,0.46,"nan","nan",0,3,29,47,1775.0,0.791,11.501,0.38,0.253,0.0,8.95,"nan","nan",0.49,0.16,5.41,1.75,12.3,3.82,"FPRO","nan","nan","nan",0
"FSR_1210, MWSC_953","nan","nan",100.177,-17.16,227.167,-10.044,0.015,0.075,0.15,2.43,-0.9,0.41,"nan","nan",0,4,28,75,3720.0,0.458,13.0,0.22,0.147,0.0,9.3,"nan","nan",1.81,0.62,17.89,6.47,0.75,0.22,"FPOS","nan","nan","nan",0
"Berkeley_25, MWSC_955","nan","nan",100.305,-16.495,226.611,-9.647,0.013,0.085,0.14,1.53,-2.21,0.65,134.3,0.2,4,2,20,39,11400.0,0.11,15.32,0.053,0.035,0.0,9.7,"nan","nan",5.93,1.32,56.94,13.68,0.19,0.03,"DIAS","nan",-0.2,0.05,4
"Ruprecht_2, MWSC_956","nan","nan",100.254,-29.55,238.771,-15.078,0.01,0.04,0.09,-1.31,7.73,1.07,"nan","nan",0,1,7,22,3161.0,0.625,12.7,0.3,0.2,0.0,8.945,0.028,5.0,0.51,0.23,11.89,5.82,3.5,1.91,"DIAS","non","nan","nan",0
"NGC_2265, MWSC_959","nan","nan",100.437,11.91,201.223,3.279,0.015,0.075,0.13,0.46,-3.26,0.37,"nan","nan",0,3,34,79,2892.0,0.604,12.5,0.29,0.193,0.0,7.25,0.016,3.0,1.04,0.33,14.82,5.26,3.02,0.84,"DIAS","non","nan","nan",0
"FSR_1077, MWSC_960","nan","nan",100.515,-0.883,212.644,-2.495,0.022,0.075,0.17,0.83,-0.07,0.46,"nan","nan",0,6,27,116,1298.0,0.416,10.7,0.2,0.133,0.0,8.935,"nan","nan",0.56,0.18,6.34,2.2,12.17,3.29,"DIAS","irc","nan","nan",0
"Dolidze_23, MWSC_963","nan","nan",100.657,0.1,211.834,-1.92,0.03,0.11,0.21,2.05,-0.94,0.29,"nan","nan",0,10,64,189,1195.0,0.042,10.4,0.02,0.013,0.0,8.65,"nan","nan",1.47,0.37,6.67,1.53,7.05,1.14,"DIAS","dub","nan","nan",0
"Alessi_15, MWSC_964","nan","nan",100.762,1.675,210.48,-1.107,0.018,0.06,0.11,1.29,3.31,0.58,"nan","nan",0,2,16,32,2362.0,0.416,12.0,0.2,0.133,-0.05,9.19,"nan","nan",0.49,0.24,9.72,5.17,3.94,2.14,"DIAS","nan","nan","nan",0
"FSR_0878, MWSC_965","nan","nan",100.785,27.165,187.589,10.335,0.02,0.065,0.105,-2.51,-2.97,0.43,"nan","nan",0,3,18,40,3744.0,0.104,12.9,0.05,0.033,-0.02,9.2,"nan","nan",2.44,1.01,13.29,4.96,0.4,0.11,"FPOS","nan","nan","nan",0
"NGC_2269, MWSC_966","nan","nan",100.807,4.615,207.885,0.276,0.01,0.08,0.155,-0.5,-2.0,0.29,"nan","nan",0,3,56,143,1585.0,0.312,11.101,0.15,0.1,0.0,8.665,"nan","nan",0.8,0.18,6.77,1.63,16.5,2.4,"COCD","nan","nan","nan",0
"NGC_2266, MWSC_967","nan","nan",100.834,26.985,187.773,10.298,0.025,0.07,0.125,-2.44,-4.17,0.42,"nan","nan",0,9,27,47,3311.0,0.0,12.6,0.0,0.0,-0.04,9.265,0.036,14.0,1.27,0.33,14.64,4.22,2.82,0.62,"DIAS","nan",-0.39,"nan",0
"Alessi_16, MWSC_968","nan","nan",100.89,2.175,210.093,-0.765,0.01,0.035,0.075,-0.98,-2.14,0.63,50.3,"nan",0,1,9,26,2088.0,0.625,11.8,0.3,0.2,0.0,8.65,"nan",1.0,0.44,0.21,4.14,1.97,6.27,2.71,"DIAS","nan","nan","nan",0
"Teutsch_13, MWSC_969","nan","nan",100.98,1.395,210.828,-1.042,0.018,0.06,0.135,-2.64,-3.72,0.6,"nan","nan",0,5,20,104,2753.0,0.625,12.4,0.3,0.2,0.0,7.295,"nan",1.0,1.59,0.31,12.99,2.64,5.63,0.64,"DIAS","nan","nan","nan",0
"FSR_0999, MWSC_970","nan","nan",100.972,9.425,203.678,2.617,0.02,0.09,0.16,-0.23,-2.26,0.36,"nan","nan",0,5,32,85,1306.0,0.375,10.7,0.18,0.12,0.0,8.85,"nan","nan",0.48,0.15,7.79,2.68,16.47,4.77,"FPRO","nan","nan","nan",0
"NGC_2270, MWSC_971","nan","nan",100.995,3.47,208.989,-0.08,0.03,0.09,0.2,1.75,-1.39,0.3,40.0,3.7,1,7,57,213,1415.0,0.146,10.801,0.07,0.047,-0.02,8.915,0.036,4.0,3.38,1.78,7.25,2.25,2.22,1.84,"COCD","nan","nan","nan",0
"FSR_1303, MWSC_973","nan","nan",101.182,-31.893,241.329,-15.253,0.01,0.06,0.11,-1.06,5.73,0.6,"nan","nan",0,1,12,29,1833.0,0.26,11.4,0.125,0.083,0.0,9.175,"nan",1.0,0.72,0.3,7.71,3.48,3.51,1.15,"FPOS","nan","nan","nan",0
"Patchick_90, MWSC_974","nan","nan",101.157,-0.56,212.649,-1.776,0.01,0.04,0.085,-0.44,-2.28,0.53,"nan","nan",0,2,17,57,6365.0,0.562,14.2,0.27,0.18,0.0,8.95,"nan","nan",2.99,1.06,12.9,3.79,0.58,0.15,"DIAS","nan","nan","nan",0
"Dolidze_25, MWSC_975","nan","nan",101.28,0.24,211.993,-1.302,0.01,0.06,0.12,0.7,-2.31,0.41,77.4,14.1,1,3,30,82,2800.0,0.666,12.45,0.32,0.213,-0.03,6.75,"nan","nan",2.05,0.65,12.59,3.74,0.74,0.16,"DIAS","nan","nan","nan",0
"SAI_69, MWSC_976","nan","nan",101.367,-11.79,222.795,-6.658,0.01,0.036,0.07,3.03,2.83,0.59,"nan","nan",0,3,14,40,7468.0,0.416,14.5,0.2,0.133,0.0,9.1,"nan","nan",1.24,0.48,19.98,8.17,0.73,0.32,"DIAS","nan","nan","nan",0
"ASCC_25, MWSC_977","nan","nan",101.385,24.595,190.181,9.721,0.02,0.115,0.21,-0.6,-2.66,0.38,21.5,2.4,1,1,37,120,1989.0,0.333,11.6,0.16,0.107,0.0,9.1,"nan","nan",4.43,1.75,11.76,3.21,0.92,0.45,"COCD","nan","nan","nan",0
"NGC_2287, MWSC_978","nan","nan",101.512,-20.745,231.008,-10.437,0.04,0.2,0.44,-3.33,-0.75,0.2,24.5,1.2,9,10,114,302,769.0,0.062,9.45,0.03,0.02,0.008,8.25,"nan","nan",1.84,0.44,7.55,1.55,12.95,1.99,"COCD","nan",0.04,0.02,4
"FSR_1167, MWSC_980","nan","nan",101.587,-10.985,222.167,-6.106,0.01,0.06,0.13,1.55,-0.36,0.56,"nan","nan",0,2,23,75,2325.0,0.521,12.0,0.25,0.167,-0.02,9.385,0.05,7.0,0.99,0.25,11.01,3.03,5.81,1.14,"FPOS","nan","nan","nan",0
"Collinder_115, MWSC_981","nan","nan",101.647,1.797,210.775,-0.264,0.018,0.075,0.115,-0.2,-3.05,0.3,"nan","nan",0,4,55,107,2272.0,0.521,11.95,0.25,0.167,-0.01,7.715,"nan","nan",0.66,0.19,9.22,2.67,5.71,1.73,"DIAS","nan","nan","nan",0
"Dolidze_49, MWSC_984","nan","nan",101.76,-0.01,212.435,-0.989,0.012,0.055,0.12,-1.06,-2.17,0.48,"nan","nan",0,4,23,102,2398.0,0.625,12.1,0.3,0.2,0.01,8.33,"nan",1.0,1.07,0.24,10.88,2.69,4.51,0.84,"DIAS","nan","nan","nan",0
"FSR_1057, MWSC_985","nan","nan",101.79,1.965,210.691,-0.061,0.012,0.075,0.12,-1.89,-2.21,0.3,"nan","nan",0,3,43,81,2910.0,0.562,12.5,0.27,0.18,0.0,9.065,0.023,12.0,3.07,0.97,9.51,2.3,1.67,0.54,"FPRO","nan","nan","nan",0
"FSR_1072, MWSC_986","nan","nan",101.883,0.03,212.455,-0.861,0.018,0.06,0.12,-1.29,-3.13,0.35,"nan","nan",0,5,33,102,2204.0,0.573,11.9,0.275,0.183,-0.01,8.2,"nan","nan",0.99,0.29,8.23,2.51,5.1,1.01,"FPOS","nan","nan","nan",0
"NGC_2286, MWSC_987","nan","nan",101.913,-3.155,215.306,-2.285,0.02,0.09,0.195,0.21,-1.15,0.33,"nan","nan",0,7,64,202,1964.0,0.416,11.6,0.2,0.133,-0.02,8.64,0.012,9.0,1.82,0.37,9.38,1.79,5.43,0.69,"DIAS","nan","nan","nan",0
"NGC_2281, MWSC_989","nan","nan",102.075,41.08,174.897,16.878,0.04,0.18,0.405,-3.75,-7.0,0.24,13.3,4.11,3,7,78,193,500.0,0.065,8.516,0.031,0.021,-0.015,8.785,0.022,9.0,1.5,0.29,5.13,0.76,41.95,6.84,"COCD","nan",0.13,0.11,0
"Ruprecht_4, MWSC_990","nan","nan",102.24,-10.51,222.028,-5.32,0.01,0.09,0.17,1.79,2.17,0.36,47.5,1.0,3,4,45,111,4591.0,0.458,13.457,0.22,0.147,0.0,9.005,"nan","nan",1.3,0.39,17.93,5.79,2.47,0.72,"DIAS","nan",-0.09,0.05,3
"Bochum_2, MWSC_991","nan","nan",102.21,0.38,212.293,-0.41,0.015,0.05,0.1,1.37,-3.01,0.69,67.0,2.06,3,3,11,33,2778.0,0.874,12.5,0.42,0.28,0.0,6.665,"nan","nan",1.11,0.45,7.35,3.02,3.25,0.75,"DIAS","nan","nan","nan",0
"Berkeley_75, MWSC_993","nan","nan",102.264,-23.985,234.296,-11.179,0.01,0.05,0.095,0.51,5.35,0.66,94.6,0.35,1,1,12,21,6273.0,0.04,14.0,0.019,0.013,0.0,9.3,"nan","nan",2.63,3.84,25.63,41.7,0.02,0.02,"DIAS","nan",-0.22,0.2,1
"Berkeley_26, MWSC_994","nan","nan",102.547,5.755,207.66,2.338,0.01,0.045,0.085,-4.12,-2.98,0.66,"nan","nan",0,2,12,32,2724.0,0.541,12.35,0.26,0.173,0.0,8.71,0.118,3.0,1.48,0.44,8.71,2.37,1.2,0.28,"DIAS","nan",-0.7,"nan",0
"ASCC_26, MWSC_995","nan","nan",102.607,7.25,206.354,3.07,0.02,0.09,0.16,-3.01,-2.09,0.42,8.0,7.4,1,3,19,54,981.0,0.129,10.0,0.062,0.041,0.0,8.15,"nan",1.0,0.89,0.53,4.25,2.34,3.86,1.33,"COCD","nan","nan","nan",0
"FSR_1125, MWSC_996","nan","nan",102.585,-5.47,217.674,-2.74,0.012,0.067,0.11,3.0,0.92,0.49,"nan","nan",0,3,27,58,2220.0,0.833,12.0,0.4,0.267,0.0,7.6,"nan","nan",0.68,0.18,9.25,2.46,5.74,1.6,"FPRO","nan","nan","nan",0
"FSR_1025, MWSC_997","nan","nan",102.625,6.6,206.942,2.791,0.01,0.06,0.085,-1.65,-1.7,0.42,"nan","nan",0,2,28,43,2095.0,0.291,11.7,0.14,0.093,0.0,8.6,"nan","nan",0.53,0.16,5.41,1.78,11.74,3.06,"DIAS","irc","nan","nan",0
"ESO_309-03, MWSC_998","nan","nan",102.663,-42.383,251.958,-18.039,0.015,0.06,0.11,0.07,-0.35,1.34,"nan","nan",0,2,13,26,2057.0,0.416,11.7,0.2,0.133,0.0,9.05,0.043,5.0,0.73,0.4,6.82,4.08,1.98,0.88,"DIAS","nan","nan","nan",0
"Berkeley_27, MWSC_999","nan","nan",102.84,5.763,207.786,2.601,0.015,0.045,0.1,-4.2,-1.52,0.47,"nan","nan",0,5,21,63,5042.0,0.271,13.6,0.13,0.087,0.0,9.3,"nan","nan",1.38,0.32,10.08,2.41,5.82,0.93,"DIAS","nan","nan","nan",0
"NGC_2301, MWSC_1000","nan","nan",102.945,0.465,212.552,0.283,0.035,0.17,0.26,-0.71,-4.07,0.16,39.6,12.35,2,14,210,357,805.0,0.062,9.549,0.03,0.02,-0.03,8.35,"nan","nan",1.64,0.29,4.89,0.64,35.09,6.53,"COCD","nan",0.06,0.06,2
"NGC_2302, MWSC_1001","nan","nan",102.967,-7.08,219.284,-3.131,0.02,0.08,0.17,-0.2,-1.96,0.36,"nan","nan",0,7,45,149,1310.0,0.2,10.651,0.096,0.064,0.0,8.35,"nan","nan",0.51,0.16,6.15,2.18,16.67,4.41,"COCD","nan","nan","nan",0
"Berkeley_28, MWSC_1002","nan","nan",103.035,2.91,210.417,1.477,0.01,0.075,0.12,-0.49,-2.56,0.34,"nan","nan",0,1,36,85,1964.0,0.729,11.7,0.35,0.233,0.0,7.535,"nan",1.0,0.86,0.43,7.13,3.68,2.22,0.77,"DIAS","nan","nan","nan",0
"FSR_1051, MWSC_1003","nan","nan",103.035,3.655,209.753,1.816,0.02,0.09,0.165,0.13,-1.92,0.33,"nan","nan",0,2,46,131,1180.0,0.437,10.5,0.21,0.14,0.0,8.79,"nan","nan",0.8,0.36,6.78,3.18,4.24,1.1,"DIAS","irc","nan","nan",0
"Alessi_59, MWSC_1004","nan","nan",103.087,2.19,211.082,1.196,0.015,0.055,0.11,0.85,-2.37,0.38,"nan","nan",0,8,33,95,3511.0,0.77,12.975,0.37,0.247,0.0,7.0,"nan","nan",2.35,0.26,14.31,1.25,2.41,0.24,"DIAS","nan","nan","nan",0
"FSR_1191, MWSC_1005","nan","nan",103.12,-13.235,224.864,-5.77,0.012,0.07,0.11,0.9,0.33,0.45,"nan","nan",0,2,25,44,3361.0,0.521,12.8,0.25,0.167,0.0,9.1,"nan","nan",1.33,0.35,14.34,4.12,2.75,0.55,"FPOS","nan","nan","nan",0
"Ruprecht_149, MWSC_1006","nan","nan",103.12,-23.658,234.332,-10.331,0.02,0.06,0.13,-0.37,1.63,0.62,"nan","nan",0,4,14,49,3969.0,0.021,13.0,0.01,0.007,0.0,9.3,"nan","nan",2.71,0.69,19.95,5.3,0.83,0.13,"DIAS","dub","nan","nan",0
"FSR_1085, MWSC_1007","nan","nan",103.309,-0.19,213.301,0.308,0.02,0.045,0.1,-0.87,0.39,0.39,"nan","nan",0,11,32,88,1429.0,0.079,10.801,0.038,0.025,0.0,8.735,0.073,2.0,0.6,0.07,5.28,0.62,43.76,4.51,"DIAS","irc","nan","nan",0
"Berkeley_29, MWSC_1008","nan","nan",103.26,16.93,197.939,7.969,0.018,0.06,0.11,1.12,-3.93,0.5,28.4,1.13,11,6,15,39,10797.0,0.104,15.2,0.05,0.033,0.0,9.1,"nan","nan",3.49,2.87,45.53,41.19,0.03,0.02,"DIAS","nan",-0.31,0.03,6
"ASCC_27, MWSC_1009","nan","nan",103.485,-4.39,217.12,-1.45,0.03,0.125,0.24,-1.84,-2.6,0.3,"nan","nan",0,3,53,193,1159.0,0.09,10.349,0.043,0.029,0.0,8.7,"nan","nan",0.56,0.29,6.95,4.05,5.31,2.39,"COCD","nan","nan","nan",0
"DC_4, MWSC_1010","nan","nan",103.522,-13.555,225.328,-5.563,0.01,0.035,0.075,4.88,-3.34,0.75,"nan","nan",0,3,8,23,2304.0,0.583,12.0,0.28,0.187,0.02,8.7,"nan","nan",1.29,0.39,5.62,1.4,2.75,0.63,"DIAS","nan","nan","nan",0
"ASCC_28, MWSC_1011","nan","nan",103.575,-0.15,213.387,0.563,0.02,0.12,0.27,-2.39,-0.3,0.36,22.7,1.8,1,3,46,204,946.0,0.062,9.9,0.03,0.02,0.0,8.49,0.002,2.0,2.16,0.78,6.91,1.96,3.11,1.11,"COCD","nan","nan","nan",0
"FSR_1029, MWSC_1012","nan","nan",103.515,6.725,207.232,3.636,0.012,0.065,0.125,0.78,-3.98,0.52,"nan","nan",0,1,23,77,1905.0,0.312,11.5,0.15,0.1,0.0,8.93,"nan","nan",0.53,0.2,8.71,3.65,5.61,2.22,"DIAS","irc","nan","nan",0
"ASCC_29, MWSC_1013","nan","nan",103.582,-1.69,214.761,-0.133,0.02,0.105,0.21,-0.18,0.07,0.46,13.5,10.0,1,4,24,91,826.0,0.05,9.601,0.024,0.016,0.0,8.06,"nan","nan",1.01,0.28,4.78,1.22,8.5,1.56,"COCD","nan","nan","nan",0
"FSR_1197, MWSC_1015","nan","nan",103.624,-13.658,225.465,-5.521,0.018,0.06,0.105,2.36,-2.17,0.55,"nan","nan",0,3,17,39,1634.0,0.416,11.2,0.2,0.133,0.0,9.0,"nan","nan",0.94,0.2,5.92,1.22,8.14,1.23,"FPOS","nan","nan","nan",0
"BDSB_88, MWSC_1016","nan","nan",103.642,-4.53,217.316,-1.374,0.015,0.05,0.085,0.73,0.69,0.52,"nan","nan",0,3,17,42,1791.0,0.416,11.399,0.2,0.133,0.0,7.4,"nan","nan",0.54,0.19,5.27,1.93,7.17,2.14,"BOPN","irc","nan","nan",0
"FSR_1279, MWSC_1017","nan","nan",103.669,-26.795,237.439,-11.209,0.018,0.095,0.18,-0.45,3.24,0.62,"nan","nan",0,2,21,60,2237.0,0.781,12.0,0.375,0.25,0.0,8.75,"nan","nan",4.38,1.43,10.99,2.38,1.39,0.59,"FPOS","nan","nan","nan",0
"NGC_2304, MWSC_1019","nan","nan",103.8,17.98,197.211,8.89,0.022,0.08,0.15,-0.67,-3.0,0.38,43.4,0.35,2,10,32,63,3896.0,0.146,13.0,0.07,0.047,0.0,8.835,"nan","nan",1.14,0.4,15.93,6.19,1.71,0.61,"DIAS","nan",-0.32,"nan",0
"Ruprecht_5, MWSC_1020","nan","nan",103.809,-18.6,230.0,-7.558,0.01,0.045,0.085,1.37,1.45,0.64,"nan","nan",0,2,11,27,4712.0,0.416,13.5,0.2,0.133,0.0,9.15,"nan","nan",1.75,1.2,15.39,11.22,0.18,0.1,"DIAS","nan","nan","nan",0
"FSR_0866, MWSC_1022","nan","nan",103.815,29.73,186.329,13.822,0.02,0.1,0.18,-1.19,-1.0,0.3,0.7,20.26,3,4,71,148,1664.0,0.291,11.2,0.14,0.093,0.0,9.2,"nan","nan",0.77,0.23,9.05,2.91,7.46,1.82,"FPOS","nan","nan","nan",0
"FSR_1172, MWSC_1023","nan","nan",103.908,-11.03,223.234,-4.091,0.018,0.06,0.11,-0.94,3.06,0.38,"nan","nan",0,9,31,57,2290.0,0.625,12.0,0.3,0.2,0.0,8.8,"nan","nan",0.49,0.12,6.61,1.75,17.81,4.62,"FPOS","nan","nan","nan",0
"SAI_72, MWSC_1024","nan","nan",103.95,0.222,213.227,1.066,0.015,0.05,0.095,-1.47,-0.57,0.52,"nan","nan",0,5,20,57,3239.0,0.77,12.8,0.37,0.247,0.0,8.485,"nan","nan",0.52,0.21,7.34,3.13,6.49,2.79,"DIAS","nan","nan","nan",0
"NGC_2309, MWSC_1026","nan","nan",104.02,-7.175,219.844,-2.244,0.03,0.09,0.21,1.58,-1.23,0.34,"nan","nan",0,16,56,162,2384.0,0.354,12.0,0.17,0.113,0.0,8.735,0.044,12.0,2.22,0.32,15.22,2.26,6.95,0.51,"DIAS","nan","nan","nan",0
"FSR_0860, MWSC_1027","nan","nan",104.163,30.478,185.745,14.396,0.02,0.065,0.115,1.13,-4.39,0.49,-13.7,2.5,1,9,22,44,2695.0,0.146,12.2,0.07,0.047,0.0,9.3,"nan","nan",1.05,0.3,10.3,3.1,3.11,0.73,"FPOS","nan","nan","nan",0
"ASCC_30, MWSC_1028","nan","nan",104.257,-6.215,219.096,-1.597,0.015,0.095,0.15,-2.4,-0.01,0.48,"nan","nan",0,3,30,54,814.0,0.146,9.6,0.07,0.047,0.0,8.245,"nan",1.0,0.53,0.12,4.44,1.08,33.37,4.48,"COCD","nan","nan","nan",0
"BDSB_93, MWSC_1030","nan","nan",104.295,-8.19,220.872,-2.463,0.02,0.065,0.125,3.26,0.21,0.87,"nan","nan",0,2,12,45,2173.0,0.666,11.9,0.32,0.213,-0.1,6.5,"nan","nan",2.08,0.83,9.63,3.49,1.23,0.29,"FPRO","nan","nan","nan",0
"FSR_1144, MWSC_1031","nan","nan",104.316,-6.637,219.498,-1.737,0.012,0.065,0.13,0.84,0.81,0.37,"nan","nan",0,5,40,131,1737.0,0.312,11.299,0.15,0.1,0.0,8.18,"nan","nan",0.79,0.29,7.04,2.77,5.01,1.3,"DIAS","irc","nan","nan",0
"Berkeley_31, MWSC_1032","nan","nan",104.395,8.298,206.219,5.124,0.02,0.05,0.11,-1.06,-5.13,0.48,61.0,3.75,17,2,19,66,6242.0,0.073,14.0,0.035,0.023,-0.015,9.3,"nan","nan",5.44,1.35,23.07,4.86,0.24,0.05,"DIAS","nan",-0.4,0.16,17
"Berkeley_33, MWSC_1033","nan","nan",104.46,-13.22,225.439,-4.598,0.01,0.05,0.125,0.23,1.82,0.55,76.6,0.5,5,1,19,63,4785.0,0.312,13.5,0.15,0.1,0.0,9.04,0.024,4.0,1.68,0.29,14.28,2.62,5.25,0.68,"DIAS","nan",-0.26,0.05,5
"Berkeley_30, MWSC_1034","nan","nan",104.449,3.217,210.786,2.874,0.02,0.07,0.13,1.27,-0.75,0.55,"nan","nan",0,4,18,37,4983.0,0.521,13.655,0.25,0.167,0.0,8.495,"nan","nan",2.72,0.7,23.22,6.35,0.89,0.15,"DIAS","nan","nan","nan",0
"NGC_2311, MWSC_1035","nan","nan",104.445,-4.61,217.752,-0.699,0.025,0.1,0.235,-0.85,2.89,1.26,"nan","nan",0,7,40,134,2221.0,0.208,11.8,0.1,0.067,0.0,8.815,0.036,7.0,1.22,0.37,15.97,5.48,3.3,0.83,"COCD","nan","nan","nan",0
"FSR_1159, MWSC_1036","nan","nan",104.478,-8.745,221.449,-2.554,0.015,0.06,0.1,2.3,-0.85,0.57,"nan","nan",0,3,15,36,1296.0,0.583,10.751,0.28,0.187,0.0,7.45,"nan","nan",0.82,0.37,3.03,0.71,2.72,0.94,"FPOS","nan","nan","nan",0
"Berkeley_32, MWSC_1037","nan","nan",104.527,6.435,207.947,4.402,0.018,0.065,0.125,0.55,-2.32,0.34,101.0,3.3,10,12,50,129,4996.0,0.021,13.5,0.01,0.007,0.0,9.45,"nan","nan",2.71,0.84,18.28,5.79,0.75,0.14,"DIAS","nan",-0.29,0.04,9
"FSR_1080, MWSC_1038","nan","nan",104.565,0.884,212.918,1.915,0.02,0.09,0.15,-1.99,-4.54,0.36,"nan","nan",0,7,47,122,1753.0,0.562,11.4,0.27,0.18,0.0,8.37,"nan","nan",1.79,0.99,7.53,3.65,1.02,0.39,"DIAS","irc","nan","nan",0
"FSR_1164, MWSC_1040","nan","nan",104.67,-9.165,221.91,-2.577,0.01,0.065,0.1,2.03,2.1,0.4,"nan","nan",0,1,23,49,1614.0,0.5,11.2,0.24,0.16,0.0,8.87,"nan","nan",0.86,0.38,4.16,1.46,2.35,0.83,"FPOS","nan","nan","nan",0
"IRAS_06562-0337, MWSC_1041","nan","nan",104.683,-3.685,217.038,-0.065,0.017,0.05,0.1,0.51,2.57,0.93,53.0,"nan",0,3,8,21,6091.0,0.937,14.225,0.45,0.3,0.03,7.7,"nan","nan",3.04,2.05,15.49,9.47,0.12,0.06,"BIEM","irc","nan","nan",0
"FSR_1129, MWSC_1042","nan","nan",104.692,-4.93,218.15,-0.625,0.015,0.075,0.135,-0.11,1.31,0.46,"nan","nan",0,4,29,74,1881.0,0.708,11.6,0.34,0.227,0.03,8.385,"nan","nan",0.55,0.26,6.32,2.88,3.47,1.73,"FPRO","nan","nan","nan",0
"NGC_2312, MWSC_1043","nan","nan",104.7,10.28,204.573,6.281,0.01,0.05,0.11,-0.9,-2.8,0.51,"nan","nan",0,1,13,39,2436.0,0.208,12.0,0.1,0.067,-0.01,8.81,"nan","nan",2.01,0.6,7.57,1.86,2.69,0.64,"DIAS","non","nan","nan",0
"FSR_1195, MWSC_1044","nan","nan",104.82,-12.95,225.356,-4.163,0.02,0.09,0.165,0.36,2.6,0.34,"nan","nan",0,4,47,114,3150.0,0.958,12.8,0.46,0.307,0.0,8.2,"nan","nan",1.19,0.61,17.03,9.85,0.97,0.45,"FPOS","nan","nan","nan",0
"IRAS_06567-0355, MWSC_1047","nan","nan",104.82,-3.97,217.354,-0.074,0.015,0.09,0.15,0.41,4.36,0.33,39.6,"nan",0,3,61,143,1943.0,0.645,11.65,0.31,0.207,-0.02,7.35,"nan","nan",2.77,1.49,9.8,4.12,0.25,0.12,"BIEM","irc","nan","nan",0
"FSR_1163, MWSC_1048","nan","nan",104.835,-9.083,221.911,-2.394,0.012,0.045,0.09,6.18,1.74,0.56,"nan","nan",0,6,22,60,1706.0,0.437,11.301,0.21,0.14,0.0,9.15,"nan","nan",0.28,0.06,5.11,1.25,54.18,14.01,"DIAS","irc","nan","nan",0
"NGC_2318, MWSC_1050","nan","nan",104.869,-13.662,226.014,-4.442,0.012,0.075,0.125,0.54,2.43,0.4,"nan","nan",0,2,35,77,1713.0,0.437,11.309,0.21,0.14,0.0,8.75,"nan","nan",0.66,0.28,6.5,2.99,5.59,1.7,"DIAS","non","nan","nan",0
"Sh2_287C, MWSC_1052","nan","nan",104.902,-4.667,218.011,-0.319,0.015,0.03,0.06,-0.01,1.96,0.87,"nan","nan",0,3,7,23,3344.0,1.145,12.99,0.55,0.367,0.0,6.9,"nan","nan",0.59,0.31,5.95,3.21,2.84,1.33,"LLEM","emb","nan","nan",0
"BDSB_90, MWSC_1053","nan","nan",104.91,-4.86,218.186,-0.401,0.01,0.035,0.075,0.85,-0.34,0.75,41.0,"nan",1,2,9,40,2661.0,0.854,12.4,0.41,0.273,0.0,7.2,"nan","nan",1.85,0.59,8.86,2.14,0.68,0.17,"BOPN","irc","nan","nan",0
"Ivanov_9, MWSC_1055","nan","nan",104.932,-4.067,217.491,-0.018,0.01,0.06,0.11,0.44,3.48,0.49,42.4,"nan",0,3,27,60,2839.0,0.729,12.5,0.35,0.233,-0.02,6.5,"nan","nan",1.0,0.36,10.91,4.35,2.41,0.71,"DIAS","nan","nan","nan",0
