"fname","plot_used","process","N_clust","N_clust_max","N_box","frame_limit","r_50","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","Plx_m","e_Plx_m","pmRA_m","e_pmRA_m","pmDE_m","e_pmDE_m","Rv_m","e_Rv_m","N_Rv","X_GC","Y_GC","Z_GC","R_GC","shared_members","shared_members_p","C_N","C_dens","C_C3","C_lit","C_dup","C_dup_same_db","UTI","bad_oc"
"casado19","y","n","nan","nan","nan","nan",5.9,0.7,0.71,"AB",30.0,108.91342,-2.01281,345.80389,57.86597,0.273,0.02685,-3.3048,0.02815,-2.288,0.02565,"nan","nan",0.0,-9.2283,3.2265,-0.0974,9.7766,"ubc1175","93.3",0.3,0.15,0.75,0.31,1.0,1.0,0.37,"n"
"casado2","y","n","nan","nan","nan","nan",6.1,0.41,0.7,"BB",40.0,288.63147,-0.27119,163.40238,-59.83804,0.3714,0.02575,-6.9275,0.0278,2.6324,0.02675,"nan","nan",0.0,-7.306,-2.4211,0.0062,7.6967,"nan","nan",0.4,0.35,0.5,0.0,1.0,1.0,0.25,"n"
"casado20","y","n","nan","nan","nan","nan",2.9,0.92,0.67,"BB",22.0,109.62176,-3.47332,348.05889,56.81571,0.5189,0.0399,-3.2923,0.0398,-2.6693,0.0365,"nan","nan",0.0,-8.7446,1.7445,-0.09,8.9174,"oc0199","92.0",0.0,1.0,0.5,0.38,1.0,1.0,0.45,"n"
"casado21","y","n","nan","nan","nan","nan",3.3,0.59,0.74,"AB",28.0,107.78094,0.25848,341.92572,59.44285,0.38,0.04305,-2.696,0.0506,-1.9372,0.04555,"nan","nan",0.0,-8.8855,2.3808,0.0341,9.199,"nan","nan",0.28,0.88,0.75,0.31,1.0,1.0,0.51,"n"
"casado3","y","n","nan","nan","nan","nan",6.0,1.0,0.32,"AC",35.0,248.89573,-0.01997,121.1348,-31.51553,0.8501,0.0798,-4.8153,0.0723,4.8502,0.087,34.6972,5.6353,3.0,-8.536,-1.0721,0.0214,8.6031,"hsc2004","45.7",0.35,1.0,0.62,0.0,1.0,1.0,0.4,"n"
"casado4","y","n","nan","nan","nan","nan",6.4,1.0,0.47,"AB",55.0,256.06204,-0.22339,125.77418,-37.58498,0.807,0.0593,-5.7001,0.0565,5.2811,0.0684,28.0865,6.9613,7.0,-8.4134,-1.1735,0.0173,8.4949,"ubc1618","72.7",0.52,1.0,0.75,0.0,1.0,1.0,0.46,"n"
"casado5","y","n","nan","nan","nan","nan",12.2,0.98,0.49,"AC",69.0,251.15313,-3.14546,119.37474,-35.09505,0.7956,0.0329,-4.6516,0.0352,2.234,0.037,22.27745,8.34085,14.0,-8.5176,-1.1586,-0.0458,8.5962,"theia3932","52.2",0.6,0.69,0.62,0.0,1.0,1.0,0.38,"n"
"casado6","y","n","nan","nan","nan","nan",2.1,0.99,0.64,"AB",56.0,249.07661,0.1424,121.42098,-31.58957,0.2088,0.0484,-2.808,0.04495,3.5598,0.05295,"nan","nan",0.0,-9.683,-4.0833,0.0356,10.5088,"nan","nan",0.53,1.0,0.75,0.31,1.0,1.0,0.58,"n"
"casado7","y","n","nan","nan","nan","nan",4.5,0.59,0.86,"AA",54.0,0.21351,-0.50924,267.03058,-29.01676,0.5777,0.039,0.5746,0.04705,-1.4241,0.0285,"nan","nan",0.0,-6.449,0.0063,0.0016,6.449,"ubc1593;cwwdl7654","81.5;61.1",0.52,1.0,1.0,0.31,1.0,1.0,0.63,"n"
"casado8","y","n","nan","nan","nan","nan",3.4,0.74,0.59,"BB",28.0,249.51236,1.9453,123.47352,-30.97214,0.2728,0.03985,-2.9572,0.0357,2.0535,0.0405,53.345,0.2834,1.0,-9.316,-3.197,0.14,9.8502,"ubc1581","67.9",0.28,0.43,0.5,0.31,1.0,1.0,0.37,"n"
"casado82","y","n","nan","nan","nan","nan",4.0,0.93,0.53,"AB",23.0,72.57952,2.57616,300.90186,36.01716,0.4926,0.018,-3.188,0.0172,-6.2683,0.0205,-22.3874,8.4906,1.0,-7.5387,1.8596,0.1074,7.7654,"cwwdl11610","88.0",0.0,0.82,0.75,0.31,1.0,1.0,0.44,"n"
"casado9","y","n","nan","nan","nan","nan",2.1,0.36,0.5,"CC",51.0,249.31981,-0.69313,120.74875,-32.24243,0.2664,0.0576,-3.1924,0.0532,3.7176,0.0602,67.1606,2.8259,1.0,-9.3548,-3.2665,-0.0181,9.9087,"ubc1422","56.9",0.5,1.0,0.25,0.31,1.0,1.0,0.48,"n"
"casadohendy1","y","n","nan","nan","nan","nan",2.9,0.81,0.53,"AB",46.0,73.30321,1.17258,302.84852,35.84972,0.4858,0.0298,-3.1528,0.0327,-6.2547,0.03555,-24.1317,8.21865,4.0,-7.5538,1.8935,0.0598,7.7878,"ngc6883","71.7",0.46,1.0,0.75,0.0,0.28,1.0,0.13,"n"
"cbjc4","y","n","nan","nan","nan","nan",5.6,0.13,0.4,"DC",18.0,85.26424,-0.58987,314.06029,44.4108,0.2418,0.0844,-3.5094,0.091,-4.4912,0.1018,"nan","nan",0.0,-7.8069,3.8065,-0.0192,8.6855,"nan","nan",0.0,0.08,0.12,0.25,1.0,1.0,0.14,"y"
"cbjc7","y","n","nan","nan","nan","nan",5.9,0.41,0.48,"CB",21.0,85.33244,0.04055,313.44136,44.8765,0.3767,0.0436,-2.7672,0.0467,-3.5386,0.0508,-21.1702,4.4492,1.0,-7.9171,2.5125,0.0225,8.3062,"cbjc8;cwnu2830","96.0;80.0",0.0,0.2,0.38,0.25,1.0,0.04,0.22,"y"
"cbjc8","y","n","nan","nan","nan","nan",7.4,0.15,0.61,"DB",50.0,85.37018,0.01836,313.49417,44.88995,0.3776,0.04755,-2.7974,0.05295,-3.5162,0.0551,-21.1702,4.4492,1.0,-7.919,2.5072,0.0216,8.3065,"cwnu2830;cbjc7","70.0;48.0",0.5,0.31,0.25,0.44,1.0,0.52,0.39,"n"
"cepob3","y","n","nan","nan","nan","nan",6.5,0.29,0.37,"CC",31.0,111.26538,2.94817,346.08885,63.34066,0.2734,0.08176,-3.4206,0.11074,-1.1608,0.08255,-90.83038,3.89444,1.0,-9.3556,3.1722,0.1977,9.8807,"nan","nan",0.31,0.13,0.25,0.25,1.0,1.0,0.24,"y"
"cepob6","y","n","nan","nan","nan","nan",51.7,0.82,0.63,"BB",25.0,103.11198,-0.5173,335.12879,56.43705,4.1288,0.044,16.7924,0.0453,4.7857,0.0444,-14.3442,2.63245,8.0,-8.1768,0.2347,0.0187,8.1802,"deltacepheicluster;ocsn33","100.0;100.0",0.25,0.38,0.5,0.0,0.0,1.0,0.0,"n"
"chamaleoni","y","n","nan","nan","nan","nan",33.0,1.0,1.0,"AA",205.0,297.21243,-15.5266,167.16215,-77.19726,5.2458,0.0514,-22.5335,0.0637,0.2856,0.0608,13.9228,4.8338,55.0,-8.0384,-0.1628,-0.0301,8.0401,"fof2435;ocsn188;cwwdl14679;oc0579;ocsn187;oc0578","99.5;47.8;41.0;29.8;27.3;24.4",0.79,1.0,1.0,0.44,1.0,1.0,0.73,"n"
"chameleonii","y","n","nan","nan","nan","nan",28.9,1.0,0.86,"AA",58.0,303.67674,-14.60634,196.23138,-77.45175,5.0848,0.03905,-20.1572,0.0439,-7.5788,0.04835,9.8157,6.8499,14.0,-8.017,-0.1577,-0.0288,8.0186,"theia29","100.0",0.54,1.0,1.0,0.0,1.0,1.0,0.51,"n"
"chupina1","y","n","nan","nan","nan","nan",8.2,1.0,1.0,"CA",26.0,215.4995,31.74385,132.62493,11.90434,1.1626,0.02695,-10.9927,0.0287,-2.9852,0.02415,34.59055,2.8825,12.0,-8.7062,-0.4174,0.4674,8.7288,"cwwdl14090;melotte94","100.0;100.0",0.26,1.0,0.62,0.25,1.0,0.0,0.48,"n"
"chupina2","y","n","nan","nan","nan","nan",8.1,0.89,1.0,"AA",24.0,215.12848,31.93179,132.6442,12.25947,1.1438,0.0204,-11.0082,0.0213,-2.9643,0.0163,33.8321,2.87245,16.0,-8.7173,-0.4195,0.4767,8.7404,"melotte94;cwwdl14090","100.0;76.0",0.0,1.0,1.0,0.0,1.0,0.0,0.4,"n"
"chupina3","y","n","nan","nan","nan","nan",8.0,1.0,1.0,"AA",25.0,216.12279,31.75586,132.84975,11.4137,1.153,0.0212,-11.0363,0.0225,-2.8265,0.0184,34.3925,2.4892,16.0,-8.7064,-0.4273,0.471,8.7296,"cwwdl14090;melotte94;ngc2678","100.0;100.0;4.0",0.25,1.0,1.0,0.25,1.0,0.0,0.55,"n"
"chupina4","y","n","nan","nan","nan","nan",7.1,0.66,0.35,"BA",24.0,215.1996,32.27567,133.00911,12.3373,1.1544,0.039,-10.9313,0.04,-2.9499,0.0262,33.99125,2.81725,12.0,-8.709,-0.415,0.4771,8.7319,"melotte94;cwwdl14090","100.0;40.0",0.0,1.0,0.75,0.25,1.0,0.0,0.45,"n"
"chupina5","y","n","nan","nan","nan","nan",7.1,1.0,1.0,"CA",19.0,215.80585,32.25953,133.19367,11.86896,1.1484,0.0248,-10.9623,0.0261,-2.8701,0.0182,34.32575,4.2044,16.0,-8.7079,-0.4234,0.479,8.7313,"cwwdl14090;melotte94","100.0;100.0",0.0,1.0,0.62,0.25,1.0,0.0,0.43,"n"
"cma01","y","n","nan","nan","nan","nan",10.1,0.94,0.52,"AB",55.0,221.56998,0.02515,106.81003,-7.66719,0.9264,0.0245,-3.933,0.0257,1.1852,0.0244,32.2516,7.73795,24.0,-8.9127,-0.7009,0.0228,8.9403,"phoc4;hxhwl54;theia2649","100.0;94.5;94.5",0.52,1.0,0.75,0.0,0.0,1.0,0.0,"n"
"cma02","y","n","nan","nan","nan","nan",10.6,0.97,0.57,"AB",66.0,221.11093,-1.04886,105.68106,-7.74904,0.8759,0.02885,-1.5904,0.03025,-3.4844,0.02855,5.8792,9.0406,19.0,-8.9629,-0.7338,0.0028,8.9929,"hxhwl32;cwwdl14378","98.5;77.3",0.58,1.0,0.75,0.31,0.02,1.0,0.01,"n"
"cma05","y","n","nan","nan","nan","nan",11.8,0.19,0.36,"DC",24.0,224.05726,-2.98746,105.26389,-11.28903,0.7657,0.0296,-3.0582,0.0307,0.8622,0.034,19.5355,10.903,3.0,-9.0353,-0.8841,-0.0439,9.0785,"cwnu76","24.0",0.0,0.24,0.12,0.0,1.0,1.0,0.07,"y"
"cma08","y","n","nan","nan","nan","nan",14.3,0.96,0.32,"AB",132.0,225.92142,-1.54453,107.43038,-12.27562,0.8557,0.0293,-3.1486,0.02935,0.8822,0.02985,26.4355,9.4049,39.0,-8.9161,-0.8201,-0.0087,8.9537,"cwwdl14345;cwwdl14343;oc0379;oc0377;xdocc03","40.2;22.0;22.0;21.2;0.8",0.76,1.0,0.75,0.0,1.0,1.0,0.5,"n"
"cma23","y","n","nan","nan","nan","nan",9.4,0.93,0.62,"AB",72.0,225.6319,-2.22764,106.70724,-12.30892,0.6122,0.0367,-1.0283,0.0396,-0.2674,0.0382,18.2554,18.0016,1.0,-9.2274,-1.1298,-0.0378,9.2964,"theia2289;ubc1363","94.4;63.9",0.61,0.72,0.75,0.0,1.0,1.0,0.42,"n"
"cmg1004","y","n","nan","nan","nan","nan",5.1,0.1,0.43,"CC",18.0,237.87456,-4.5291,110.4918,-24.23329,0.2139,0.0752,-1.6234,0.0469,1.6967,0.0801,72.5294,1.2314,3.0,-10.3886,-3.6097,-0.3127,11.0023,"nan","nan",0.0,0.07,0.25,0.0,1.0,1.0,0.06,"y"
"cmg1039","y","n","nan","nan","nan","nan",5.4,0.07,0.34,"CC",24.0,241.13786,-2.15712,114.52547,-25.9435,0.3275,0.0659,-2.4501,0.0469,1.218,0.0695,"nan","nan",0.0,-9.5105,-2.5184,-0.084,9.8386,"nan","nan",0.0,0.21,0.25,0.0,1.0,1.0,0.09,"y"
"cmg1042","y","n","nan","nan","nan","nan",8.7,0.19,0.3,"CC",13.0,244.67487,-6.71748,111.87107,-31.20837,0.0744,0.0741,-1.0176,0.0681,1.7617,0.0747,105.7896,0.7894,1.0,-12.6282,-9.508,-1.2075,15.8534,"nan","nan",0.0,0.0,0.25,0.0,1.0,1.0,0.05,"y"
"cmg1049","y","n","nan","nan","nan","nan",7.9,0.75,0.43,"BC",12.0,248.10374,-4.83627,115.73498,-33.28592,0.1722,0.1051,-1.2466,0.1034,2.2426,0.1118,72.1365,1.6026,1.0,-10.06,-4.8089,-0.4137,11.1579,"nan","nan",0.0,0.01,0.38,0.0,1.0,1.0,0.08,"y"
"cmg1050","y","n","nan","nan","nan","nan",7.1,0.71,0.46,"BB",24.0,248.03466,-5.70013,114.86438,-33.64978,0.2638,0.0356,-2.2431,0.0343,3.0334,0.0367,"nan","nan",0.0,-9.435,-3.2517,-0.3232,9.9848,"bochum15;cwnu3351","48.0;48.0",0.0,0.08,0.5,0.0,0.52,1.0,0.06,"n"
"cmg1066","y","n","nan","nan","nan","nan",4.2,1.0,0.79,"AA",86.0,249.29168,-4.74482,116.56834,-34.30554,0.2666,0.03445,-2.0605,0.0344,3.1713,0.038,"nan","nan",0.0,-9.3519,-3.2521,-0.2648,9.9047,"fsr1352;fsr1351","100.0;75.6",0.68,0.82,1.0,0.0,0.0,1.0,0.0,"n"
"cmg1072","y","n","nan","nan","nan","nan",7.8,0.5,0.35,"DC",14.0,250.0651,-3.41618,118.41156,-34.31327,0.2577,0.0626,-2.4534,0.0637,2.8928,0.0706,44.1694,2.37155,2.0,-9.3477,-3.3793,-0.192,9.9416,"nan","nan",0.0,0.04,0.12,0.0,1.0,1.0,0.03,"y"
"cmg109","y","n","nan","nan","nan","nan",6.1,1.0,0.71,"AA",27.0,213.07512,-19.68762,85.25289,-8.96525,2.2163,0.1338,0.4796,0.1156,-0.9978,0.1019,16.4809,4.29585,6.0,-8.4751,-0.2298,-0.129,8.4792,"ocsn70;oc0356","92.6;18.5",0.27,1.0,1.0,0.0,1.0,1.0,0.45,"n"
"cmg112","y","n","nan","nan","nan","nan",6.7,0.53,0.46,"CC",22.0,213.79704,-17.97569,87.09402,-8.82302,0.2338,0.205,0.1748,0.1784,0.9475,0.1668,"nan","nan",0.0,-11.2399,-2.0836,-1.1883,11.4929,"nan","nan",0.0,0.06,0.25,0.0,1.0,1.0,0.06,"y"
"cmg113","y","n","nan","nan","nan","nan",8.2,0.49,0.47,"DC",24.0,214.01137,-17.49682,87.63048,-8.81071,0.3773,0.1391,0.4625,0.1224,-0.7624,0.1156,105.1951,3.6833,3.0,-10.1136,-1.3426,-0.7314,10.2286,"nan","nan",0.0,0.12,0.12,0.0,1.0,1.0,0.05,"y"
"cmg119","y","n","nan","nan","nan","nan",3.3,1.0,0.74,"AA",29.0,215.87778,-17.49747,88.41635,-10.40896,1.3432,0.0955,-1.3134,0.0786,1.7988,0.0752,25.11545,14.16005,2.0,-8.6894,-0.41,-0.1983,8.7014,"nan","nan",0.29,1.0,1.0,0.31,1.0,1.0,0.58,"n"
"cmg122","y","n","nan","nan","nan","nan",8.5,0.36,0.44,"DC",22.0,215.98211,-0.40989,103.91355,-2.91167,0.2114,0.1285,-1.5588,0.1352,0.5024,0.1113,"nan","nan",0.0,-11.618,-2.5403,0.0003,11.8925,"nan","nan",0.0,0.03,0.12,0.0,1.0,1.0,0.03,"y"
"cmg126","y","n","nan","nan","nan","nan",6.6,0.06,0.43,"CC",32.0,216.13007,-0.44248,103.92436,-3.0447,0.1944,0.08635,-1.0041,0.0919,0.575,0.083,94.2325,4.9389,3.0,-11.8901,-2.7504,-0.0055,12.2041,"nan","nan",0.32,0.07,0.25,0.0,1.0,1.0,0.13,"y"
"cmg129","y","n","nan","nan","nan","nan",6.6,0.95,0.42,"CC",25.0,216.22557,-17.50819,88.553,-10.73202,0.381,0.1838,0.6072,0.1522,-0.8803,0.1422,14.7817,4.3495,1.0,-10.042,-1.4059,-0.7249,10.1658,"nan","nan",0.25,0.2,0.25,0.0,1.0,1.0,0.14,"y"
"cmg170","y","n","nan","nan","nan","nan",8.0,0.56,0.39,"BC",18.0,218.93023,-14.95443,92.07363,-11.97732,0.2131,0.1272,0.2765,0.1047,0.5189,0.096,"nan","nan",0.0,-11.3488,-2.6056,-1.0759,11.6937,"nan","nan",0.0,0.03,0.38,0.0,1.0,1.0,0.08,"y"
"cmg173","y","n","nan","nan","nan","nan",8.2,0.26,0.37,"DC",16.0,219.68185,-0.94706,105.12634,-6.4426,0.1743,0.1334,-0.5086,0.1367,1.6832,0.1228,"nan","nan",0.0,-12.0817,-3.2869,-0.0524,12.5209,"nan","nan",0.0,0.02,0.12,0.0,1.0,1.0,0.03,"y"
"cmg175","y","n","nan","nan","nan","nan",5.9,0.37,0.44,"CC",19.0,220.16132,-1.52614,104.81494,-7.12292,0.1719,0.0781,-0.5624,0.08,1.015,0.0846,90.4735,2.5365,2.0,-12.1034,-3.3596,-0.1066,12.5615,"nan","nan",0.0,0.04,0.25,0.0,1.0,1.0,0.06,"y"
"cmg180","y","n","nan","nan","nan","nan",6.6,0.1,0.35,"DC",12.0,221.00504,-12.5521,95.12006,-12.75933,0.1909,0.1327,-0.1609,0.1293,1.3442,0.1275,"nan","nan",0.0,-11.6184,-3.0351,-1.002,12.05,"nan","nan",0.0,0.02,0.12,0.0,1.0,1.0,0.03,"y"
"cmg193","y","n","nan","nan","nan","nan",7.4,0.62,0.46,"DC",11.0,223.20357,-3.19682,104.70489,-10.60454,0.1748,0.0909,-0.5189,0.0839,0.5744,0.0833,66.1621,4.39895,2.0,-11.8582,-3.5095,-0.2558,12.3692,"nan","nan",0.0,0.01,0.12,0.0,1.0,1.0,0.03,"y"
"cmg235","y","n","nan","nan","nan","nan",3.9,0.14,0.28,"BC",17.0,259.90114,-1.37951,127.43435,-41.41596,0.2137,0.0746,-3.0463,0.0778,4.3639,0.0939,"nan","nan",0.0,-8.8712,-4.2117,-0.0803,9.8205,"nan","nan",0.0,0.12,0.38,0.0,1.0,1.0,0.1,"y"
"cmg38","y","n","nan","nan","nan","nan",7.8,0.64,0.34,"DC",17.0,183.8112,-10.7237,78.77736,19.93591,0.1939,0.1458,0.275,0.1785,-1.0843,0.0985,-1.2974,0.3041,1.0,-12.7077,-0.3042,-0.8366,12.7388,"fsr0851","16.0",0.0,0.02,0.12,0.0,0.84,1.0,0.03,"y"
"cmg4","y","n","nan","nan","nan","nan",5.0,0.96,0.38,"AC",22.0,149.84816,-24.52074,41.98804,32.20965,0.2711,0.1296,-0.4774,0.1601,-1.0517,0.1642,"nan","nan",0.0,-10.8284,1.5703,-1.397,11.0305,"nan","nan",0.0,0.15,0.62,0.0,1.0,1.0,0.16,"y"
"cmg451","y","n","nan","nan","nan","nan",5.1,0.46,0.55,"DC",13.0,0.26249,0.77867,265.83189,-28.28721,0.3505,0.201,-2.063,0.248,-2.1438,0.1562,-35.03675,2.74995,2.0,-5.4231,0.0137,0.0501,5.4234,"nan","nan",0.0,0.15,0.12,0.0,1.0,1.0,0.05,"y"
"cmg46","y","n","nan","nan","nan","nan",6.7,0.47,0.37,"BB",25.0,189.99791,1.75341,93.61217,21.1892,0.5042,0.036,0.1568,0.0426,-2.1992,0.0333,"nan","nan",0.0,-9.9998,-0.33,0.0856,10.0056,"hsc1504","72.0",0.25,0.33,0.5,0.0,1.0,1.0,0.22,"y"
"cmg469","y","n","nan","nan","nan","nan",9.1,0.73,0.45,"CC",13.0,3.67548,-0.06727,268.61238,-25.82836,0.328,0.1211,-0.9352,0.1294,-2.661,0.0784,"nan","nan",0.0,-5.2543,0.1841,0.0091,5.2576,"nan","nan",0.0,0.04,0.25,0.0,1.0,1.0,0.06,"y"
"cmg582","y","n","nan","nan","nan","nan",6.1,0.43,0.31,"BC",17.0,64.9589,-0.0424,298.8391,28.16146,0.0993,0.109,-3.0093,0.0892,-5.023,0.1115,20.4544,2.6759,1.0,-4.5775,7.596,0.005,8.8686,"nan","nan",0.0,0.01,0.38,0.0,1.0,1.0,0.08,"y"
"cmg66","y","n","nan","nan","nan","nan",6.6,1.0,0.41,"DC",22.0,198.35647,19.18225,114.22886,21.16372,0.3669,0.134,-0.2913,0.1166,-2.5531,0.0962,16.5404,0.9213,1.0,-10.4368,-0.7694,0.8751,10.5017,"nan","nan",0.0,0.16,0.12,0.0,1.0,1.0,0.06,"y"
"cmg67","y","n","nan","nan","nan","nan",6.4,0.21,0.4,"BC",21.0,198.60347,19.55057,114.72585,21.07681,0.3061,0.1639,-0.1152,0.1741,-0.8956,0.1458,58.6522,3.76835,2.0,-10.8573,-0.9237,1.0543,10.9475,"nan","nan",0.0,0.11,0.38,0.0,1.0,1.0,0.1,"y"
"cmg672","y","n","nan","nan","nan","nan",3.9,0.55,0.96,"AB",156.0,121.95934,1.19747,10.63632,64.05237,0.3544,0.0445,-2.7431,0.0418,-0.5883,0.04595,-46.4892,2.2637,3.0,-9.5353,2.2656,0.0802,9.8011,"dias1;oc0228;king16","49.4;19.9;13.5",0.77,1.0,0.75,0.0,0.51,1.0,0.26,"n"
"cmg681","y","n","nan","nan","nan","nan",7.9,0.14,0.35,"AB",46.0,124.84098,0.7289,17.13033,63.53693,0.3305,0.0348,-2.1606,0.03095,-0.4646,0.04005,"nan","nan",0.0,-9.7514,2.3416,0.0612,10.0288,"cwnu4064;cwwdl10630","45.7;6.5",0.46,0.19,0.75,0.0,1.0,1.0,0.28,"n"
"cmg70","y","n","nan","nan","nan","nan",7.0,0.83,0.35,"CC",21.0,199.09567,17.94937,113.29266,20.07426,0.263,0.1352,-0.7351,0.149,-1.1899,0.1349,43.3655,5.7851,1.0,-11.2966,-1.0985,1.1169,11.4047,"nan","nan",0.0,0.07,0.25,0.0,1.0,1.0,0.06,"y"
"cmg76","y","n","nan","nan","nan","nan",6.7,0.54,0.43,"AC",19.0,199.92232,18.18438,113.88216,19.41819,0.1483,0.1184,-0.4839,0.1275,-0.7745,0.1009,"nan","nan",0.0,-13.424,-1.9247,1.8887,13.6921,"nan","nan",0.0,0.02,0.62,0.0,1.0,1.0,0.13,"y"
"cmg78","y","n","nan","nan","nan","nan",7.1,0.56,0.41,"DC",21.0,204.31957,13.70107,111.40805,13.73098,0.3103,0.074,-1.271,0.0786,-1.0266,0.0642,82.2392,3.017,3.0,-10.8005,-1.2116,0.7444,10.8937,"nan","nan",0.0,0.09,0.12,0.0,1.0,1.0,0.04,"y"
"cmg79","y","n","nan","nan","nan","nan",6.3,0.28,0.36,"CC",19.0,208.93625,9.39707,109.43964,7.77254,0.1974,0.0878,-0.1819,0.1056,-0.0411,0.0971,46.0704,5.2136,2.0,-12.0916,-2.1965,0.7794,12.3142,"nan","nan",0.0,0.04,0.25,0.0,1.0,1.0,0.06,"y"
"cmg836","y","n","nan","nan","nan","nan",5.0,0.18,0.23,"DD",15.0,150.03141,3.06687,64.71327,54.64196,0.3414,0.1089,1.0801,0.1284,-1.1281,0.0933,-22.88865,4.1635,2.0,-10.5155,1.3796,0.1757,10.6071,"nan","nan",0.0,0.17,0.0,0.0,1.0,1.0,0.03,"y"
"cmg840","y","n","nan","nan","nan","nan",5.8,0.19,0.42,"BC",14.0,150.60276,4.21733,66.79828,55.04901,0.262,0.0875,0.364,0.1126,-0.6258,0.0831,-72.5521,1.1604,1.0,-11.2024,1.736,0.2897,11.3398,"nan","nan",0.0,0.07,0.38,0.0,1.0,1.0,0.09,"y"
"cmg841","y","n","nan","nan","nan","nan",5.8,0.42,0.2,"BD",21.0,150.82496,3.53851,66.22294,54.43305,0.2904,0.0582,-0.3623,0.0628,-0.7452,0.0579,-11.11325,5.0977,4.0,-10.9286,1.568,0.2277,11.0429,"nan","nan",0.0,0.12,0.25,0.0,1.0,1.0,0.07,"y"
"cmg843","y","n","nan","nan","nan","nan",6.1,0.91,0.47,"CC",19.0,150.87271,2.36444,64.85472,53.55542,0.2913,0.0729,-0.4022,0.0863,-0.8651,0.0736,-29.61405,1.6924,2.0,-10.9252,1.5625,0.1606,11.0375,"nan","nan",0.0,0.1,0.25,0.0,1.0,1.0,0.07,"y"
"cmg849","y","n","nan","nan","nan","nan",9.2,0.38,0.29,"BC",17.0,151.54943,3.86059,67.43172,54.1282,0.2184,0.0769,0.3033,0.0912,-0.4076,0.0743,-13.3363,3.9308,1.0,-11.8,1.9955,0.3121,11.9716,"cwnu2201","4.0",0.0,0.02,0.38,0.0,1.0,1.0,0.08,"y"
"cmg862","y","n","nan","nan","nan","nan",5.9,0.19,0.36,"CC",17.0,152.37678,5.44818,70.4313,54.57799,0.2635,0.0828,0.0344,0.0838,-0.4857,0.0693,-50.1493,1.1409,2.0,-11.232,1.6286,0.3638,11.3553,"nan","nan",0.0,0.08,0.25,0.0,1.0,1.0,0.07,"y"
"cmg877","y","n","nan","nan","nan","nan",2.0,0.51,0.36,"DA",22.0,153.41678,-1.85582,63.14048,48.75672,0.3171,0.0642,-0.976,0.0631,-0.8125,0.0469,-13.08515,3.02695,2.0,-10.7738,1.3267,-0.0676,10.8554,"fsr0674;cmg878","76.0;68.0",0.0,1.0,0.5,0.0,0.24,0.32,0.07,"n"
"cmg878","y","n","nan","nan","nan","nan",3.2,0.21,0.49,"BB",79.0,153.42667,-1.88624,63.09981,48.72379,0.3256,0.1246,-0.9574,0.1273,-0.7815,0.0864,-27.1716,2.9513,3.0,-10.7086,1.2939,-0.0675,10.7867,"fsr0674;cmg877","84.8;21.5",0.64,1.0,0.5,0.0,0.15,0.78,0.07,"n"
"cmg881","y","n","nan","nan","nan","nan",5.0,0.19,0.23,"DC",15.0,153.87844,2.08082,67.97966,51.1998,0.2052,0.0962,0.6278,0.1161,-1.3607,0.0866,-75.6607,2.474,1.0,-12.1062,1.9531,0.1929,12.2642,"nan","nan",0.0,0.06,0.12,0.0,1.0,1.0,0.04,"y"
"cmg882","y","n","nan","nan","nan","nan",8.7,0.11,0.38,"DC",14.0,153.85668,2.57491,68.51099,51.55645,0.275,0.1335,-0.0705,0.1538,-0.422,0.1095,-6.34395,3.2786,2.0,-11.1614,1.4924,0.1809,11.2622,"nan","nan",0.0,0.03,0.12,0.0,1.0,1.0,0.03,"y"
"cmg883","y","n","nan","nan","nan","nan",6.6,0.38,0.36,"AC",15.0,154.03927,1.71167,67.72804,50.85581,0.34,0.0851,0.5395,0.0811,-0.7267,0.0682,-20.81855,4.39375,4.0,-10.6179,1.2158,0.1115,10.6879,"nan","nan",0.0,0.09,0.62,0.0,1.0,1.0,0.14,"y"
"cmg892","y","n","nan","nan","nan","nan",7.6,0.77,0.38,"DC",25.0,155.04683,-3.42672,63.32737,46.45164,0.3176,0.1488,0.0098,0.1513,-1.7023,0.1123,-75.53,0.4664,3.0,-10.8042,1.2452,-0.1495,10.8768,"nan","nan",0.25,0.1,0.12,0.0,1.0,1.0,0.1,"y"
"cmg898","y","n","nan","nan","nan","nan",6.9,0.22,0.37,"CC",15.0,156.47267,-5.57331,62.65083,43.96476,0.1774,0.1286,-0.2151,0.1229,-0.2466,0.0886,"nan","nan",0.0,-12.7455,2.014,-0.4587,12.9118,"nan","nan",0.0,0.02,0.25,0.0,1.0,1.0,0.05,"y"
"cmg900","y","n","nan","nan","nan","nan",9.3,0.08,0.3,"DC",12.0,156.72339,1.0112,69.77781,48.37565,0.2987,0.1296,0.0635,0.1502,-0.929,0.0929,57.9564,4.5285,1.0,-11.0044,1.2381,0.0852,11.0742,"nan","nan",0.0,0.03,0.12,0.0,1.0,1.0,0.03,"y"
"cmg902","y","n","nan","nan","nan","nan",8.0,0.47,0.44,"AC",87.0,165.39213,-13.37674,63.78426,32.25433,0.2052,0.1039,-0.0534,0.1361,-0.4606,0.1007,-17.9128,1.856,10.0,-12.3048,1.0913,-0.9946,12.3931,"hsc1293;cmg903","21.8;11.5",0.68,0.14,0.62,0.0,1.0,0.88,0.29,"n"
