"process","fname","N_clust","N_clust_max","Nbox","frame_limit"
"no",hsc2971,"nan",57,"nan","nan"
"no",hsc2972,"nan",30,"nan","nan"
"no",hsc2974,"nan",47,"nan","nan"
"no",hsc2976,"nan",25,"nan","nan"
"no",hsc2977,"nan",48,"nan","nan"
"no",hsc2978,"nan",28,"nan","nan"
"no",hsc2979,"nan",25,"nan","nan"
"no",hsc298,"nan",29,"nan","nan"
"no",hsc2980,"nan",27,"nan","nan"
"no",hsc2981,"nan",25,"nan","nan"
"no",hsc2982,"nan",26,"nan","nan"
"no",hsc2983,"nan",25,"nan","nan"
"no",hsc2984,"nan",25,"nan","nan"
"no",hsc2985,"nan",50,"nan","nan"
"no",hsc2986,"nan",222,"nan","nan"
"no",hsc299,"nan",1000,"nan","nan"
"no",hsc3,"nan",25,"nan","nan"
"no",hsc300,"nan",25,"nan","nan"
"no",hsc301,"nan",25,"nan","nan"
"no",hsc302,"nan",115,"nan","nan"
"no",hsc304,"nan",104,"nan","nan"
"no",hsc305,"nan",26,"nan","nan"
"no",hsc307,"nan",25,"nan","nan"
"no",hsc308,"nan",25,"nan","nan"
"no",hsc31,"nan",824,"nan","nan"
"no",hsc310,"nan",87,"nan","nan"
"no",hsc313,"nan",25,"nan","nan"
"no",hsc315,"nan",110,"nan","nan"
"no",hsc316,"nan",25,"nan","nan"
"no",hsc318,"nan",25,"nan","nan"
"no",hsc32,"nan",25,"nan","nan"
"no",hsc320,"nan",52,"nan","nan"
"no",hsc321,"nan",41,"nan","nan"
"no",hsc322,"nan",25,"nan","nan"
"no",hsc323,"nan",39,"nan","nan"
"no",hsc324,"nan",25,"nan","nan"
"no",hsc325,"nan",28,"nan","nan"
"no",hsc327,"nan",25,"nan","nan"
"no",hsc328,"nan",25,"nan","nan"
"no",hsc329,"nan",41,"nan","nan"
"no",hsc330,"nan",36,"nan","nan"
"no",hsc332,"nan",27,"nan","nan"
"no",hsc333,"nan",25,"nan","nan"
"no",hsc334,"nan",25,"nan","nan"
"no",hsc336,"nan",25,"nan","nan"
"no",hsc337,"nan",25,"nan","nan"
"no",hsc338,"nan",1000,"nan","nan"
"no",hsc339,"nan",25,"nan","nan"
"no",hsc34,"nan",28,"nan","nan"
"no",hsc340,"nan",25,"nan","nan"
"no",hsc343,"nan",25,"nan","nan"
"no",hsc345,"nan",28,"nan","nan"
"no",hsc346,"nan",25,"nan","nan"
"no",hsc347,"nan",44,"nan","nan"
"no",hsc348,"nan",52,"nan","nan"
"no",hsc349,"nan",30,"nan","nan"
"no",hsc35,"nan",47,"nan","nan"
"no",hsc350,"nan",46,"nan","nan"
"no",hsc351,"nan",33,"nan","nan"
"no",hsc353,"nan",27,"nan","nan"
"no",hsc354,"nan",25,"nan","nan"
"no",hsc355,"nan",32,"nan","nan"
"no",hsc356,"nan",25,"nan","nan"
"no",hsc358,"nan",1000,"nan","nan"
"no",hsc359,"nan",91,"nan","nan"
"no",hsc36,"nan",53,"nan","nan"
"no",hsc361,"nan",47,"nan","nan"
"no",hsc363,"nan",25,"nan","nan"
"no",hsc365,"nan",25,"nan","nan"
"no",hsc366,"nan",25,"nan","nan"
"no",hsc368,"nan",25,"nan","nan"
"no",hsc369,"nan",25,"nan","nan"
"no",hsc37,"nan",55,"nan","nan"
"no",hsc370,"nan",88,"nan","nan"
"no",hsc371,"nan",25,"nan","nan"
"no",hsc373,"nan",25,"nan","nan"
"no",hsc374,"nan",28,"nan","nan"
"no",hsc375,"nan",25,"nan","nan"
"no",hsc376,"nan",25,"nan","nan"
"no",hsc379,"nan",25,"nan","nan"
"no",hsc38,"nan",579,"nan","nan"
"no",hsc380,"nan",25,"nan","nan"
"no",hsc381,"nan",288,"nan","nan"
"no",hsc382,"nan",25,"nan","nan"
"no",hsc384,"nan",40,"nan","nan"
"no",hsc385,"nan",25,"nan","nan"
"no",hsc386,"nan",57,"nan","nan"
"no",hsc387,"nan",41,"nan","nan"
"no",hsc388,"nan",25,"nan","nan"
"no",hsc389,"nan",25,"nan","nan"
"no",hsc39,"nan",25,"nan","nan"
"no",hsc390,"nan",33,"nan","nan"
"no",hsc391,"nan",32,"nan","nan"
"no",hsc392,"nan",25,"nan","nan"
"no",hsc393,"nan",42,"nan","nan"
"no",hsc394,"nan",25,"nan","nan"
"no",hsc396,"nan",134,"nan","nan"
"no",hsc397,"nan",48,"nan","nan"
"no",hsc398,"nan",41,"nan","nan"
"no",hsc399,"nan",25,"nan","nan"
"no",hsc4,"nan",25,"nan","nan"
"no",hsc40,"nan",89,"nan","nan"
"no",hsc401,"nan",25,"nan","nan"
"no",hsc402,"nan",25,"nan","nan"
"no",hsc403,"nan",41,"nan","nan"
"no",hsc404,"nan",25,"nan","nan"
"no",hsc405,"nan",33,"nan","nan"
"no",hsc406,"nan",57,"nan","nan"
"no",hsc407,"nan",144,"nan","nan"
"no",hsc408,"nan",51,"nan","nan"
"no",hsc409,"nan",25,"nan","nan"
"no",hsc410,"nan",25,"nan","nan"
"no",hsc411,"nan",72,"nan","nan"
"no",hsc412,"nan",37,"nan","nan"
"no",hsc413,"nan",36,"nan","nan"
"no",hsc415,"nan",35,"nan","nan"
"no",hsc416,"nan",25,"nan","nan"
"no",hsc419,"nan",66,"nan","nan"
"no",hsc421,"nan",25,"nan","nan"
"no",hsc422,"nan",25,"nan","nan"
"no",hsc425,"nan",25,"nan","nan"
"no",hsc426,"nan",41,"nan","nan"
"no",hsc427,"nan",85,"nan","nan"
"no",hsc428,"nan",25,"nan","nan"
"no",hsc429,"nan",26,"nan","nan"
"no",hsc430,"nan",25,"nan","nan"
"no",hsc431,"nan",28,"nan","nan"
"no",hsc432,"nan",34,"nan","nan"
"no",hsc433,"nan",29,"nan","nan"
"no",hsc434,"nan",29,"nan","nan"
"no",hsc435,"nan",25,"nan","nan"
"no",hsc436,"nan",86,"nan","nan"
"no",hsc437,"nan",25,"nan","nan"
"no",hsc438,"nan",50,"nan","nan"
"no",hsc44,"nan",25,"nan","nan"
"no",hsc440,"nan",27,"nan","nan"
"no",hsc441,"nan",132,"nan","nan"
"no",hsc443,"nan",55,"nan","nan"
"no",hsc444,"nan",43,"nan","nan"
"no",hsc445,"nan",25,"nan","nan"
"no",hsc446,"nan",25,"nan","nan"
"no",hsc447,"nan",46,"nan","nan"
"no",hsc448,"nan",163,"nan","nan"
"no",hsc449,"nan",99,"nan","nan"
"no",hsc450,"nan",47,"nan","nan"
"no",hsc451,"nan",25,"nan","nan"
"no",hsc452,"nan",39,"nan","nan"
"no",hsc454,"nan",25,"nan","nan"
"no",hsc455,"nan",34,"nan","nan"
"no",hsc456,"nan",31,"nan","nan"
"no",hsc457,"nan",56,"nan","nan"
"no",hsc458,"nan",25,"nan","nan"
"no",hsc46,"nan",25,"nan","nan"
"no",hsc460,"nan",25,"nan","nan"
"no",hsc461,"nan",34,"nan","nan"
"no",hsc462,"nan",25,"nan","nan"
"no",hsc463,"nan",32,"nan","nan"
"no",hsc464,"nan",25,"nan","nan"
"no",hsc465,"nan",25,"nan","nan"
"no",hsc466,"nan",25,"nan","nan"
"no",hsc467,"nan",25,"nan","nan"
"no",hsc469,"nan",25,"nan","nan"
"no",hsc470,"nan",26,"nan","nan"
"no",hsc471,"nan",25,"nan","nan"
"no",hsc473,"nan",25,"nan","nan"
"no",hsc474,"nan",86,"nan","nan"
"no",hsc475,"nan",27,"nan","nan"
"no",hsc476,"nan",25,"nan","nan"
"no",hsc477,"nan",25,"nan","nan"
"no",hsc478,"nan",105,"nan","nan"
"no",hsc479,"nan",25,"nan","nan"
"no",hsc480,"nan",57,"nan","nan"
"no",hsc482,"nan",25,"nan","nan"
"no",hsc483,"nan",25,"nan","nan"
"no",hsc485,"nan",53,"nan","nan"
"no",hsc486,"nan",44,"nan","nan"
"no",hsc487,"nan",25,"nan","nan"
"no",hsc488,"nan",25,"nan","nan"
"no",hsc489,"nan",40,"nan","nan"
"no",hsc490,"nan",30,"nan","nan"
"no",hsc491,"nan",25,"nan","nan"
"no",hsc492,"nan",35,"nan","nan"
"no",hsc493,"nan",25,"nan","nan"
"no",hsc494,"nan",28,"nan","nan"
"no",hsc496,"nan",25,"nan","nan"
"no",hsc497,"nan",40,"nan","nan"
"no",hsc498,"nan",25,"nan","nan"
"no",hsc499,"nan",25,"nan","nan"
"no",hsc5,"nan",25,"nan","nan"
"no",hsc501,"nan",25,"nan","nan"
"no",hsc502,"nan",61,"nan","nan"
"no",hsc504,"nan",25,"nan","nan"
"no",hsc505,"nan",33,"nan","nan"
"no",hsc506,"nan",26,"nan","nan"
"no",hsc507,"nan",35,"nan","nan"
"no",hsc508,"nan",62,"nan","nan"
"no",hsc509,"nan",117,"nan","nan"
"no",hsc510,"nan",31,"nan","nan"
"no",hsc511,"nan",25,"nan","nan"
"no",hsc512,"nan",25,"nan","nan"
"no",hsc513,"nan",51,"nan","nan"
"no",hsc514,"nan",29,"nan","nan"
"no",hsc515,"nan",25,"nan","nan"
"no",hsc516,"nan",42,"nan","nan"
"no",hsc517,"nan",39,"nan","nan"
"no",hsc519,"nan",48,"nan","nan"
"no",hsc52,"nan",25,"nan","nan"
"no",hsc521,"nan",55,"nan","nan"
"no",hsc522,"nan",25,"nan","nan"
"no",hsc523,"nan",75,"nan","nan"
"no",hsc524,"nan",25,"nan","nan"
"no",hsc525,"nan",30,"nan","nan"
"no",hsc527,"nan",128,"nan","nan"
"no",hsc528,"nan",25,"nan","nan"
"no",hsc529,"nan",25,"nan","nan"
"no",hsc530,"nan",47,"nan","nan"
"no",hsc531,"nan",137,"nan","nan"
"no",hsc532,"nan",25,"nan","nan"
"no",hsc533,"nan",57,"nan","nan"
"no",hsc534,"nan",25,"nan","nan"
"no",hsc535,"nan",36,"nan","nan"
"no",hsc536,"nan",26,"nan","nan"
"no",hsc537,"nan",25,"nan","nan"
"no",hsc538,"nan",58,"nan","nan"
"no",hsc539,"nan",25,"nan","nan"
"no",hsc540,"nan",32,"nan","nan"
"no",hsc541,"nan",25,"nan","nan"
"no",hsc543,"nan",71,"nan","nan"
"no",hsc544,"nan",25,"nan","nan"
"no",hsc545,"nan",25,"nan","nan"
"no",hsc546,"nan",25,"nan","nan"
"no",hsc548,"nan",25,"nan","nan"
"no",hsc549,"nan",25,"nan","nan"
"no",hsc55,"nan",27,"nan","nan"
"no",hsc550,"nan",36,"nan","nan"
"no",hsc551,"nan",25,"nan","nan"
"no",hsc552,"nan",25,"nan","nan"
"no",hsc553,"nan",45,"nan","nan"
"no",hsc554,"nan",96,"nan","nan"
"no",hsc557,"nan",25,"nan","nan"
"no",hsc558,"nan",25,"nan","nan"
"no",hsc56,"nan",81,"nan","nan"
"no",hsc560,"nan",25,"nan","nan"
"no",hsc561,"nan",1000,"nan","nan"
"no",hsc562,"nan",33,"nan","nan"
"no",hsc563,"nan",25,"nan","nan"
"no",hsc564,"nan",25,"nan","nan"
"no",hsc566,"nan",40,"nan","nan"
"no",hsc567,"nan",68,"nan","nan"
"no",hsc569,"nan",25,"nan","nan"
"no",hsc570,"nan",25,"nan","nan"
"no",hsc571,"nan",46,"nan","nan"
"no",hsc572,"nan",32,"nan","nan"
"no",hsc573,"nan",86,"nan","nan"
"no",hsc574,"nan",25,"nan","nan"
"no",hsc575,"nan",34,"nan","nan"
"no",hsc576,"nan",25,"nan","nan"
"no",hsc579,"nan",34,"nan","nan"
"no",hsc580,"nan",36,"nan","nan"
"no",hsc581,"nan",35,"nan","nan"
"no",hsc582,"nan",39,"nan","nan"
"no",hsc583,"nan",25,"nan","nan"
"no",hsc584,"nan",26,"nan","nan"
"no",hsc585,"nan",45,"nan","nan"
"no",hsc586,"nan",25,"nan","nan"
"no",hsc588,"nan",25,"nan","nan"
"no",hsc589,"nan",25,"nan","nan"
"no",hsc59,"nan",25,"nan","nan"
"no",hsc590,"nan",71,"nan","nan"
"no",hsc591,"nan",40,"nan","nan"
"no",hsc592,"nan",25,"nan","nan"
"no",hsc593,"nan",25,"nan","nan"
"no",hsc594,"nan",35,"nan","nan"
"no",hsc595,"nan",78,"nan","nan"
"no",hsc598,"nan",63,"nan","nan"
"no",hsc599,"nan",25,"nan","nan"
"no",hsc6,"nan",25,"nan","nan"
"no",hsc600,"nan",25,"nan","nan"
"no",hsc601,"nan",120,"nan","nan"
"no",hsc602,"nan",26,"nan","nan"
"no",hsc603,"nan",62,"nan","nan"
"no",hsc604,"nan",25,"nan","nan"
"no",hsc606,"nan",44,"nan","nan"
"no",hsc607,"nan",25,"nan","nan"
"no",hsc608,"nan",53,"nan","nan"
"no",hsc609,"nan",52,"nan","nan"
"no",hsc611,"nan",44,"nan","nan"
"no",hsc612,"nan",29,"nan","nan"
"no",hsc613,"nan",25,"nan","nan"
"no",hsc614,"nan",28,"nan","nan"
"no",hsc615,"nan",28,"nan","nan"
"no",hsc616,"nan",40,"nan","nan"
"no",hsc617,"nan",25,"nan","nan"
"no",hsc618,"nan",38,"nan","nan"
"no",hsc619,"nan",92,"nan","nan"
"no",hsc62,"nan",40,"nan","nan"
"no",hsc620,"nan",25,"nan","nan"
"no",hsc622,"nan",71,"nan","nan"
"no",hsc623,"nan",25,"nan","nan"
"no",hsc624,"nan",51,"nan","nan"
"no",hsc625,"nan",32,"nan","nan"
"no",hsc626,"nan",25,"nan","nan"
"no",hsc627,"nan",29,"nan","nan"
"no",hsc628,"nan",25,"nan","nan"
"no",hsc629,"nan",25,"nan","nan"
"no",hsc63,"nan",43,"nan","nan"
"no",hsc630,"nan",25,"nan","nan"
"no",hsc631,"nan",669,"nan","nan"
"no",hsc632,"nan",59,"nan","nan"
"no",hsc635,"nan",31,"nan","nan"
"no",hsc636,"nan",25,"nan","nan"
"no",hsc637,"nan",29,"nan","nan"
"no",hsc638,"nan",35,"nan","nan"
"no",hsc639,"nan",889,"nan","nan"
"no",hsc64,"nan",25,"nan","nan"
"no",hsc640,"nan",271,"nan","nan"
"no",hsc641,"nan",25,"nan","nan"
"no",hsc643,"nan",35,"nan","nan"
"no",hsc644,"nan",49,"nan","nan"
"no",hsc645,"nan",25,"nan","nan"
"no",hsc647,"nan",558,"nan","nan"
"no",hsc648,"nan",53,"nan","nan"
"no",hsc649,"nan",35,"nan","nan"
"no",hsc65,"nan",25,"nan","nan"
"no",hsc650,"nan",1000,"nan","nan"
"no",hsc651,"nan",32,"nan","nan"
"no",hsc652,"nan",25,"nan","nan"
"no",hsc653,"nan",45,"nan","nan"
"no",hsc654,"nan",70,"nan","nan"
"no",hsc655,"nan",1000,"nan","nan"
"no",hsc656,"nan",25,"nan","nan"
"no",hsc657,"nan",51,"nan","nan"
"no",hsc658,"nan",30,"nan","nan"
"no",hsc659,"nan",25,"nan","nan"
"no",hsc66,"nan",25,"nan","nan"
"no",hsc660,"nan",100,"nan","nan"
"no",hsc661,"nan",33,"nan","nan"
"no",hsc662,"nan",25,"nan","nan"
"no",hsc663,"nan",25,"nan","nan"
"no",hsc665,"nan",43,"nan","nan"
"no",hsc667,"nan",32,"nan","nan"
"no",hsc669,"nan",25,"nan","nan"
"no",hsc67,"nan",25,"nan","nan"
"no",hsc672,"nan",44,"nan","nan"
"no",hsc673,"nan",55,"nan","nan"
"no",hsc674,"nan",40,"nan","nan"
"no",hsc675,"nan",25,"nan","nan"
"no",hsc677,"nan",25,"nan","nan"
"no",hsc679,"nan",39,"nan","nan"
"no",hsc680,"nan",25,"nan","nan"
"no",hsc681,"nan",31,"nan","nan"
"no",hsc682,"nan",109,"nan","nan"
"no",hsc684,"nan",25,"nan","nan"
"no",hsc686,"nan",25,"nan","nan"
"no",hsc687,"nan",25,"nan","nan"
"no",hsc689,"nan",35,"nan","nan"
"no",hsc691,"nan",37,"nan","nan"
"no",hsc692,"nan",25,"nan","nan"
"no",hsc693,"nan",25,"nan","nan"
"no",hsc694,"nan",46,"nan","nan"
"no",hsc696,"nan",40,"nan","nan"
"no",hsc697,"nan",27,"nan","nan"
"no",hsc698,"nan",25,"nan","nan"
"no",hsc699,"nan",35,"nan","nan"
"no",hsc7,"nan",25,"nan","nan"
"no",hsc70,"nan",26,"nan","nan"
"no",hsc700,"nan",25,"nan","nan"
"no",hsc702,"nan",25,"nan","nan"
"no",hsc703,"nan",74,"nan","nan"
"no",hsc704,"nan",25,"nan","nan"
"no",hsc705,"nan",60,"nan","nan"
"no",hsc706,"nan",25,"nan","nan"
"no",hsc707,"nan",28,"nan","nan"
"no",hsc708,"nan",33,"nan","nan"
"no",hsc709,"nan",25,"nan","nan"
"no",hsc71,"nan",45,"nan","nan"
"no",hsc710,"nan",55,"nan","nan"
"no",hsc711,"nan",25,"nan","nan"
"no",hsc712,"nan",25,"nan","nan"
"no",hsc713,"nan",52,"nan","nan"
"no",hsc714,"nan",31,"nan","nan"
"no",hsc715,"nan",47,"nan","nan"
"no",hsc717,"nan",25,"nan","nan"
"no",hsc718,"nan",41,"nan","nan"
"no",hsc719,"nan",29,"nan","nan"
"no",hsc72,"nan",30,"nan","nan"
"no",hsc720,"nan",25,"nan","nan"
"no",hsc721,"nan",46,"nan","nan"
"no",hsc723,"nan",117,"nan","nan"
"no",hsc724,"nan",25,"nan","nan"
"no",hsc725,"nan",25,"nan","nan"
"no",hsc726,"nan",25,"nan","nan"
"no",hsc727,"nan",25,"nan","nan"
"no",hsc728,"nan",25,"nan","nan"
"no",hsc729,"nan",25,"nan","nan"
"no",hsc73,"nan",100,"nan","nan"
"no",hsc730,"nan",31,"nan","nan"
"no",hsc731,"nan",30,"nan","nan"
"no",hsc732,"nan",25,"nan","nan"
"no",hsc734,"nan",296,"nan","nan"
"no",hsc735,"nan",25,"nan","nan"
"no",hsc736,"nan",25,"nan","nan"
"no",hsc737,"nan",25,"nan","nan"
"no",hsc738,"nan",29,"nan","nan"
"no",hsc739,"nan",65,"nan","nan"
"no",hsc74,"nan",25,"nan","nan"
"no",hsc740,"nan",25,"nan","nan"
"no",hsc741,"nan",36,"nan","nan"
"no",hsc742,"nan",29,"nan","nan"
"no",hsc743,"nan",28,"nan","nan"
"no",hsc744,"nan",25,"nan","nan"
"no",hsc745,"nan",25,"nan","nan"
"no",hsc746,"nan",25,"nan","nan"
"no",hsc747,"nan",25,"nan","nan"
"no",hsc748,"nan",35,"nan","nan"
"no",hsc749,"nan",146,"nan","nan"
"no",hsc75,"nan",25,"nan","nan"
"no",hsc750,"nan",32,"nan","nan"
"no",hsc751,"nan",31,"nan","nan"
"no",hsc752,"nan",68,"nan","nan"
"no",hsc754,"nan",48,"nan","nan"
"no",hsc757,"nan",25,"nan","nan"
"no",hsc758,"nan",25,"nan","nan"
"no",hsc759,"nan",300,2,
"no",hsc76,"nan",34,"nan","nan"
"no",hsc760,"nan",25,"nan","nan"
"no",hsc761,"nan",25,"nan","nan"
"no",hsc762,"nan",25,"nan","nan"
"no",hsc763,"nan",36,"nan","nan"
"no",hsc764,"nan",175,"nan","nan"
"no",hsc765,"nan",44,"nan","nan"
"no",hsc766,"nan",27,"nan","nan"
"no",hsc767,"nan",25,"nan","nan"
"no",hsc768,"nan",25,"nan","nan"
"no",hsc769,"nan",37,"nan","nan"
"no",hsc770,"nan",25,"nan","nan"
"no",hsc771,"nan",26,"nan","nan"
"no",hsc772,"nan",25,"nan","nan"
"no",hsc773,"nan",74,"nan","nan"
"no",hsc774,"nan",25,"nan","nan"
"no",hsc776,"nan",25,"nan","nan"
"no",hsc777,"nan",75,"nan","nan"
"no",hsc778,"nan",50,"nan","nan"
"no",hsc779,"nan",27,"nan","nan"
"no",hsc782,"nan",47,"nan","nan"
"no",hsc784,"nan",25,"nan","nan"
"no",hsc785,"nan",39,"nan","nan"
"no",hsc786,"nan",28,"nan","nan"
"no",hsc787,"nan",25,"nan","nan"
"no",hsc788,"nan",25,"nan","nan"
"no",hsc789,"nan",25,"nan","nan"
"no",hsc79,"nan",27,"nan","nan"
"no",hsc790,"nan",25,"nan","nan"
"no",hsc791,"nan",25,"nan","nan"
"no",hsc792,"nan",46,"nan","nan"
"no",hsc793,"nan",56,"nan","nan"
"no",hsc794,"nan",33,"nan","nan"
"no",hsc795,"nan",25,"nan","nan"
"no",hsc796,"nan",73,"nan","nan"
"no",hsc797,"nan",52,"nan","nan"
"no",hsc798,"nan",25,"nan","nan"
"no",hsc8,"nan",28,"nan","nan"
"no",hsc80,"nan",25,"nan","nan"
"no",hsc800,"nan",25,"nan","nan"
"no",hsc801,"nan",51,"nan","nan"
"no",hsc803,"nan",32,"nan","nan"
"no",hsc804,"nan",38,"nan","nan"
"no",hsc805,"nan",33,"nan","nan"
"no",hsc806,"nan",29,"nan","nan"
"no",hsc807,"nan",29,"nan","nan"
"no",hsc808,"nan",25,"nan","nan"
"no",hsc809,"nan",25,"nan","nan"
"no",hsc810,"nan",51,"nan","nan"
"no",hsc811,"nan",25,"nan","nan"
"no",hsc812,"nan",25,"nan","nan"
"no",hsc813,"nan",47,"nan","nan"
"no",hsc814,"nan",25,"nan","nan"
"no",hsc815,"nan",25,"nan","nan"
"no",hsc816,"nan",25,"nan","nan"
"no",hsc817,"nan",33,"nan","nan"
"no",hsc818,"nan",28,"nan","nan"
"no",hsc821,"nan",29,"nan","nan"
"no",hsc823,"nan",25,"nan","nan"
"no",hsc824,"nan",25,"nan","nan"
"no",hsc825,"nan",25,"nan","nan"
"no",hsc826,"nan",45,"nan","nan"
"no",hsc828,"nan",25,"nan","nan"
"no",hsc829,"nan",25,"nan","nan"
"no",hsc830,"nan",25,"nan","nan"
"no",hsc831,"nan",27,"nan","nan"
"no",hsc832,"nan",63,"nan","nan"
"no",hsc833,"nan",59,"nan","nan"
"no",hsc835,"nan",25,"nan","nan"
"no",hsc836,"nan",72,"nan","nan"
"no",hsc837,"nan",59,"nan","nan"
"no",hsc838,"nan",54,"nan","nan"
"no",hsc839,"nan",39,"nan","nan"
"no",hsc841,"nan",47,"nan","nan"
"no",hsc842,"nan",30,"nan","nan"
"no",hsc844,"nan",25,"nan","nan"
"no",hsc845,"nan",27,"nan","nan"
"no",hsc846,"nan",25,"nan","nan"
"no",hsc848,"nan",25,"nan","nan"
"no",hsc849,"nan",62,"nan","nan"
"no",hsc852,"nan",82,"nan","nan"
"no",hsc853,"nan",83,"nan","nan"
"no",hsc854,"nan",48,"nan","nan"
"no",hsc855,"nan",25,"nan","nan"
"no",hsc856,"nan",45,"nan","nan"
"no",hsc857,"nan",33,"nan","nan"
"no",hsc858,"nan",25,"nan","nan"
"no",hsc859,"nan",25,"nan","nan"
"no",hsc86,"nan",48,"nan","nan"
"no",hsc860,"nan",28,"nan","nan"
"no",hsc861,"nan",38,"nan","nan"
"no",hsc862,"nan",28,"nan","nan"
"no",hsc863,"nan",34,"nan","nan"
"no",hsc864,"nan",27,"nan","nan"
"no",hsc865,"nan",25,"nan","nan"
"no",hsc866,"nan",35,"nan","nan"
"no",hsc868,"nan",88,"nan","nan"
"no",hsc869,"nan",25,"nan","nan"
"no",hsc87,"nan",49,"nan","nan"
"no",hsc870,"nan",31,"nan","nan"
"no",hsc872,"nan",26,"nan","nan"
"no",hsc873,"nan",47,"nan","nan"
"no",hsc875,"nan",25,"nan","nan"
"no",hsc876,"nan",25,"nan","nan"
"no",hsc877,"nan",56,"nan","nan"
"no",hsc878,"nan",88,"nan","nan"
"no",hsc879,"nan",49,"nan","nan"
"no",hsc880,"nan",25,"nan","nan"
"no",hsc881,"nan",25,"nan","nan"
"no",hsc882,"nan",54,"nan","nan"
"no",hsc883,"nan",25,"nan","nan"
"no",hsc884,"nan",50,"nan","nan"
"no",hsc885,"nan",34,"nan","nan"
"no",hsc886,"nan",25,"nan","nan"
"no",hsc887,"nan",65,"nan","nan"
"no",hsc888,"nan",243,"nan","nan"
"no",hsc889,"nan",36,"nan","nan"
"no",hsc89,"nan",25,"nan","nan"
"no",hsc890,"nan",25,"nan","nan"
"no",hsc891,"nan",29,"nan","nan"
"no",hsc892,"nan",25,"nan","nan"
"no",hsc893,"nan",33,"nan","nan"
"no",hsc894,"nan",25,"nan","nan"
"no",hsc896,"nan",54,"nan","nan"
"no",hsc898,"nan",25,"nan","nan"
"no",hsc899,"nan",25,"nan","nan"
"no",hsc9,"nan",25,"nan","nan"
"no",hsc900,"nan",36,"nan","nan"
"no",hsc901,"nan",25,"nan","nan"
"no",hsc903,"nan",29,"nan","nan"
"no",hsc905,"nan",39,"nan","nan"
"no",hsc906,"nan",25,"nan","nan"
"no",hsc907,"nan",32,"nan","nan"
"no",hsc911,"nan",25,"nan","nan"
"no",hsc912,"nan",25,"nan","nan"
"no",hsc913,"nan",25,"nan","nan"
"no",hsc914,"nan",69,"nan","nan"
"no",hsc915,"nan",25,"nan","nan"
"no",hsc916,"nan",25,"nan","nan"
"no",hsc917,"nan",25,"nan","nan"
"no",hsc919,"nan",33,"nan","nan"
"no",hsc92,"nan",299,"nan","nan"
"no",hsc920,"nan",25,"nan","nan"
"no",hsc921,"nan",90,"nan","nan"
"no",hsc922,"nan",25,"nan","nan"
"no",hsc923,"nan",25,"nan","nan"
"no",hsc924,"nan",32,"nan","nan"
"no",hsc925,"nan",82,"nan","nan"
"no",hsc926,"nan",42,"nan","nan"
"no",hsc927,"nan",25,"nan","nan"
"no",hsc929,"nan",32,"nan","nan"
"no",hsc93,"nan",25,"nan","nan"
"no",hsc930,"nan",31,"nan","nan"
"no",hsc931,"nan",73,"nan","nan"
"no",hsc932,"nan",32,"nan","nan"
"no",hsc934,"nan",57,"nan","nan"
"no",hsc935,"nan",25,"nan","nan"
"no",hsc936,"nan",130,"nan","nan"
"no",hsc937,"nan",155,"nan","nan"
"no",hsc938,"nan",47,"nan","nan"
"no",hsc94,"nan",36,"nan","nan"
"no",hsc940,"nan",25,"nan","nan"
"no",hsc941,"nan",37,"nan","nan"
"no",hsc942,"nan",33,"nan","nan"
"no",hsc943,"nan",25,"nan","nan"
"no",hsc944,"nan",25,"nan","nan"
"no",hsc945,"nan",25,"nan","nan"
"no",hsc946,"nan",31,"nan","nan"
"no",hsc947,"nan",76,"nan","nan"
"no",hsc948,"nan",72,"nan","nan"
"no",hsc949,"nan",25,"nan","nan"
"no",hsc950,"nan",25,"nan","nan"
"no",hsc951,"nan",25,"nan","nan"
"no",hsc952,"nan",40,"nan","nan"
"no",hsc954,"nan",47,"nan","nan"
"no",hsc955,"nan",243,"nan","nan"
"no",hsc956,"nan",25,"nan","nan"
"no",hsc957,"nan",27,"nan","nan"
"no",hsc959,"nan",38,"nan","nan"
"no",hsc960,"nan",33,"nan","nan"
"no",hsc961,"nan",25,"nan","nan"
"no",hsc962,"nan",35,"nan","nan"
"no",hsc964,"nan",31,"nan","nan"
"no",hsc965,"nan",25,"nan","nan"
"no",hsc966,"nan",43,"nan","nan"
"no",hsc969,"nan",31,"nan","nan"
"no",hsc97,"nan",61,"nan","nan"
"no",hsc970,"nan",25,"nan","nan"
"no",hsc973,"nan",36,"nan","nan"
"no",hsc974,"nan",75,"nan","nan"
"no",hsc975,"nan",27,"nan","nan"
"no",hsc976,"nan",235,"nan","nan"
"no",hsc977,"nan",25,"nan","nan"
"no",hsc978,"nan",25,"nan","nan"
"no",hsc98,"nan",36,"nan","nan"
"no",hsc980,"nan",125,"nan","nan"
"no",hsc981,"nan",25,"nan","nan"
"no",hsc983,"nan",36,"nan","nan"
"no",hsc985,"nan",53,"nan","nan"
"no",hsc986,"nan",27,"nan","nan"
"no",hsc988,"nan",25,"nan","nan"
"no",hsc99,"nan",25,"nan","nan"
"no",hsc990,"nan",41,"nan","nan"
"no",hsc991,"nan",38,"nan","nan"
"no",hsc992,"nan",89,"nan","nan"
"no",hsc993,"nan",28,"nan","nan"
"no",hsc994,"nan",78,"nan","nan"
"no",hsc995,"nan",25,"nan","nan"
"no",hsc996,"nan",44,"nan","nan"
"no",hsc997,"nan",27,"nan","nan"
