"Cluster","RA_ICRS","DE_ICRS","MA22","e_MA22","NA22","MA23f","e_MA23f","NA23f","MA23g","e_MA23g","NA23g","MZ23","e_MZ23","NZ23","MK24","e_MK24","NK24","MF24","e_MF24","NF24"
"FoF_2143",90.9763,26.6358,-0.18,0.1,57.0,-0.38,0.11,87,-0.16,0.03,3.0,-0.31,0.12,39.0,-0.23,0.03,42.0,-0.19,0.08,62.0
"FoF_2198",107.5194,4.6641,0.02,0.11,93.0,-0.12,0.13,83,0.05,0.03,6.0,0.11,0.1,56.0,-0.07,0.07,70.0,-0.01,0.06,88.0
"FoF_2220",127.4419,-41.2939,-0.25,0.18,88.0,-0.18,0.11,108,"nan","nan","nan",-0.3,0.11,77.0,-0.15,0.05,108.0,-0.14,0.06,112.0
"FoF_2309",209.9142,-63.6114,-0.06,0.1,45.0,-0.04,0.08,23,"nan","nan","nan",-0.06,0.05,33.0,-0.08,0.06,48.0,-0.1,0.06,32.0
"Loden_46",155.8245,-54.6197,-0.22,0.14,25.0,-0.08,0.05,34,-0.02,0.0,3.0,-0.06,0.08,23.0,-0.1,0.04,34.0,-0.05,0.04,39.0
"Loden_189",162.5145,-56.3274,-0.31,0.1,6.0,-0.1,0.06,20,"nan","nan","nan",-0.06,0.06,15.0,-0.15,0.07,23.0,-0.11,0.04,20.0
"Loden_309",167.8206,-60.5318,-0.17,0.12,14.0,-0.34,0.06,13,"nan","nan","nan",-0.08,0.13,14.0,-0.22,0.05,18.0,-0.24,0.1,7.0
"Loden_995",208.9085,-64.9727,-0.13,0.12,21.0,-0.23,0.13,16,"nan","nan","nan",-0.18,0.08,11.0,-0.12,0.07,23.0,-0.13,0.05,12.0
"Lynga_9",245.1696,-48.5188,-0.22,0.16,121.0,-0.19,0.19,108,0.12,0.05,37.0,-0.18,0.11,23.0,-0.08,0.09,188.0,-0.23,0.3,95.0
"Melotte_66",111.5774,-47.6844,-0.4,0.17,697.0,-0.49,0.14,513,-0.4,0.06,98.0,-0.53,0.09,242.0,-0.46,0.09,663.0,-0.39,0.16,450.0
"Melotte_71",114.3715,-12.0709,-0.2,0.13,814.0,-0.32,0.12,573,-0.17,0.05,25.0,-0.24,0.13,377.0,-0.24,0.05,535.0,-0.19,0.11,553.0
"Melotte_72",114.6218,-10.6999,-0.2,0.12,223.0,-0.38,0.12,175,-0.17,0.06,9.0,-0.38,0.09,101.0,-0.28,0.05,142.0,-0.24,0.11,162.0
"NGC_188",11.8577,85.2504,-0.1,0.12,969.0,-0.12,0.1,836,0.05,0.03,57.0,0.09,0.08,782.0,-0.07,0.06,865.0,0.01,0.08,831.0
"NGC_189",9.8455,61.1004,-0.04,0.12,79.0,-0.14,0.08,98,0.0,0.04,4.0,0.09,0.08,55.0,-0.05,0.04,71.0,-0.12,0.07,123.0
"NGC_381",17.0986,61.5876,-0.09,0.13,141.0,-0.17,0.08,160,"nan","nan","nan",-0.11,0.1,103.0,-0.08,0.06,129.0,-0.14,0.07,145.0
"NGC_752",29.111,37.8075,-0.24,0.09,160.0,-0.11,0.07,173,-0.03,0.01,8.0,-0.08,0.06,107.0,-0.07,0.06,135.0,-0.08,0.07,199.0
"NGC_1193",46.4874,44.3819,-0.35,0.15,360.0,-0.55,0.15,121,-0.42,0.14,18.0,-0.3,0.08,76.0,-0.42,0.12,172.0,-0.4,0.16,114.0
"NGC_1245",48.6854,47.2325,-0.1,0.14,684.0,-0.34,0.12,590,-0.12,0.05,71.0,-0.04,0.13,135.0,-0.27,0.08,343.0,-0.15,0.08,547.0
"NGC_1664",72.7546,43.6771,-0.11,0.11,406.0,-0.17,0.11,350,-0.02,0.01,4.0,-0.03,0.12,273.0,-0.1,0.06,317.0,-0.08,0.08,355.0
"NGC_1758",76.1881,23.813,-0.16,0.09,158.0,-0.15,0.09,183,"nan","nan","nan",-0.07,0.09,130.0,-0.08,0.07,161.0,-0.09,0.07,188.0
"NGC_1798",77.8914,47.6965,-0.25,0.09,220.0,-0.43,0.1,179,-0.37,0.06,44.0,-0.52,0.09,52.0,-0.35,0.05,74.0,-0.34,0.13,182.0
"NGC_1817",78.1343,16.6975,-0.23,0.1,437.0,-0.29,0.1,463,-0.2,0.03,42.0,-0.24,0.1,298.0,-0.21,0.05,345.0,-0.18,0.09,489.0
"NGC_1883",81.4856,46.5019,-0.21,0.15,98.0,-0.49,0.15,132,-0.25,0.03,10.0,-0.24,0.08,12.0,-0.3,0.07,29.0,-0.34,0.13,101.0
"NGC_1901",79.5787,-68.081,-0.29,0.19,32.0,-0.14,0.05,89,"nan","nan","nan",-0.18,0.06,53.0,-0.15,0.06,87.0,-0.17,0.08,121.0
"NGC_1907",82.0374,35.3278,-0.16,0.11,283.0,-0.32,0.12,273,-0.11,0.03,9.0,-0.24,0.14,151.0,-0.18,0.06,192.0,-0.23,0.12,276.0
"NGC_2112",88.4532,0.4064,-0.14,0.12,740.0,-0.18,0.08,768,-0.13,0.07,34.0,-0.19,0.16,450.0,-0.21,0.05,760.0,-0.22,0.12,795.0
"NGC_2126",90.6705,49.8897,-0.21,0.08,150.0,-0.3,0.09,166,-0.16,0.04,4.0,-0.18,0.12,114.0,-0.19,0.07,132.0,-0.17,0.09,179.0
"NGC_2141",90.7377,10.4539,-0.23,0.11,1071.0,-0.46,0.18,385,-0.18,0.08,70.0,-0.3,0.09,207.0,-0.35,0.1,419.0,-0.29,0.16,390.0
"NGC_2158",91.8623,24.0989,-0.24,0.1,1445.0,-0.47,0.15,647,-0.32,0.08,121.0,-0.52,0.09,145.0,-0.31,0.07,480.0,-0.4,0.16,532.0
"NGC_2192",93.8196,39.8403,-0.28,0.11,171.0,-0.43,0.14,161,-0.24,0.07,12.0,-0.29,0.1,39.0,-0.31,0.06,99.0,-0.25,0.09,121.0
"NGC_2194",93.4381,12.8113,-0.24,0.11,535.0,-0.44,0.15,508,-0.27,0.05,18.0,-0.33,0.07,66.0,-0.3,0.06,143.0,-0.36,0.15,422.0
"NGC_2204",93.8732,-18.6732,-0.41,0.15,553.0,-0.51,0.13,479,-0.37,0.07,47.0,-0.41,0.08,115.0,-0.41,0.07,323.0,-0.36,0.13,329.0
"NGC_2215",95.1946,-7.269,-0.19,0.13,107.0,-0.18,0.1,124,-0.11,0.01,3.0,-0.11,0.08,86.0,-0.09,0.08,101.0,-0.07,0.06,119.0
"NGC_2225",96.6509,-9.645,-0.17,0.11,80.0,-0.37,0.13,91,-0.2,0.02,11.0,-0.34,0.07,22.0,-0.33,0.08,40.0,-0.2,0.1,85.0
"NGC_2236",97.417,6.8342,-0.15,0.1,293.0,-0.38,0.13,259,-0.23,0.03,23.0,-0.27,0.1,71.0,-0.31,0.06,118.0,-0.23,0.1,241.0
"NGC_2243",97.3901,-31.2809,-0.38,0.15,773.0,-0.53,0.1,151,-0.48,0.03,18.0,-0.47,0.14,63.0,-0.46,0.07,191.0,-0.45,0.14,106.0
"NGC_2259",99.6327,10.8837,-0.24,0.11,84.0,-0.42,0.14,40,"nan","nan","nan","nan","nan","nan",-0.28,0.08,6.0,-0.49,0.17,30.0
"NGC_2262",99.9035,1.144,-0.1,0.14,137.0,-0.43,0.18,22,-0.21,0.07,4.0,-0.2,0.04,8.0,-0.26,0.04,10.0,-0.23,0.17,21.0
"NGC_2266",100.8347,26.9778,-0.28,0.11,237.0,-0.51,0.14,183,-0.31,0.07,18.0,-0.32,0.08,56.0,-0.34,0.07,106.0,-0.26,0.13,100.0
"NGC_2286",101.9101,-3.1708,-0.2,0.14,143.0,-0.36,0.13,48,"nan","nan","nan",-0.3,0.13,23.0,-0.23,0.08,29.0,-0.17,0.12,38.0
"NGC_2304",103.8001,17.9859,-0.34,0.11,99.0,-0.52,0.14,90,-0.22,0.09,11.0,-0.27,0.1,20.0,-0.32,0.08,44.0,-0.34,0.16,46.0
"NGC_2318",104.8603,-13.8127,-0.16,0.12,119.0,-0.32,0.11,81,"nan","nan","nan",-0.23,0.11,49.0,-0.17,0.05,63.0,-0.19,0.1,80.0
"NGC_2324",106.0298,1.0431,-0.27,0.11,261.0,-0.6,0.15,269,-0.39,0.13,17.0,-0.3,0.13,40.0,-0.37,0.09,78.0,-0.38,0.2,97.0
"NGC_2354",108.4766,-25.7376,-0.19,0.11,236.0,-0.21,0.08,281,-0.11,0.04,17.0,-0.25,0.12,190.0,-0.19,0.06,234.0,-0.18,0.08,315.0
"NGC_2355",109.2543,13.7731,-0.15,0.12,368.0,-0.34,0.13,186,-0.17,0.11,7.0,-0.09,0.14,113.0,-0.22,0.07,155.0,-0.18,0.12,169.0
"NGC_2360",109.4361,-15.6331,-0.21,0.1,606.0,-0.18,0.08,595,-0.11,0.03,20.0,-0.15,0.08,486.0,-0.16,0.06,577.0,-0.12,0.08,646.0
"NGC_2420",114.6058,21.5759,-0.3,0.13,564.0,-0.33,0.11,109,-0.2,0.04,17.0,-0.24,0.11,82.0,-0.26,0.08,107.0,-0.23,0.11,86.0
"NGC_2423",114.2862,-13.854,-0.16,0.09,281.0,-0.1,0.07,352,0.01,0.03,15.0,-0.04,0.07,269.0,-0.06,0.07,327.0,-0.04,0.06,382.0
"NGC_2425",114.5753,-14.8803,-0.2,0.13,370.0,-0.4,0.14,223,-0.23,0.06,29.0,-0.32,0.11,99.0,-0.29,0.06,241.0,-0.27,0.12,218.0
"NGC_2428",114.8225,-16.5519,-0.16,0.11,148.0,-0.23,0.12,157,-0.03,0.02,4.0,-0.12,0.1,116.0,-0.14,0.06,134.0,-0.08,0.07,145.0
"NGC_2432",115.2294,-19.085,-0.14,0.11,181.0,-0.21,0.1,172,-0.09,0.05,9.0,-0.04,0.13,97.0,-0.19,0.04,144.0,-0.1,0.08,175.0
"NGC_2447",116.1465,-23.8531,-0.23,0.11,499.0,-0.18,0.07,567,-0.15,0.03,12.0,-0.15,0.09,440.0,-0.16,0.07,567.0,-0.13,0.07,528.0
"NGC_2477",118.0489,-38.5399,-0.08,0.12,2158.0,-0.14,0.1,1758,0.02,0.03,116.0,-0.12,0.12,1258.0,-0.14,0.05,1724.0,-0.1,0.07,2209.0
"NGC_2479",118.7651,-17.7305,-0.15,0.09,144.0,-0.2,0.08,137,-0.04,0.03,13.0,-0.05,0.09,109.0,-0.13,0.05,130.0,-0.07,0.06,137.0
"NGC_2482",118.8017,-24.2655,-0.15,0.1,95.0,-0.08,0.09,114,0.05,0.02,3.0,-0.01,0.1,84.0,-0.05,0.07,97.0,-0.01,0.06,89.0
"NGC_2506",120.0114,-10.775,-0.31,0.13,1449.0,-0.48,0.13,1038,-0.37,0.05,72.0,-0.38,0.09,438.0,-0.35,0.06,861.0,-0.38,0.14,730.0
"NGC_2509",120.2011,-19.0577,-0.1,0.11,319.0,-0.12,0.11,320,0.09,0.02,36.0,0.01,0.08,150.0,-0.1,0.06,276.0,-0.05,0.07,277.0
"NGC_2533",121.7662,-29.8688,-0.15,0.11,149.0,-0.37,0.11,125,-0.18,0.06,8.0,-0.41,0.09,48.0,-0.31,0.05,78.0,-0.26,0.13,123.0
"NGC_2539",122.668,-12.8339,-0.13,0.11,372.0,-0.12,0.09,426,0.0,0.02,13.0,0.0,0.09,329.0,-0.1,0.07,384.0,-0.02,0.06,374.0
"NGC_2580",125.3608,-30.3116,-0.29,0.11,101.0,-0.47,0.12,102,-0.32,0.09,10.0,-0.4,0.1,23.0,-0.34,0.07,57.0,-0.31,0.14,49.0
"NGC_2587",125.8522,-29.4886,-0.25,0.11,125.0,-0.42,0.12,137,"nan","nan","nan",-0.39,0.13,51.0,-0.33,0.06,90.0,-0.29,0.14,80.0
"NGC_2588",125.8053,-32.9681,-0.27,0.07,42.0,-0.49,0.11,53,"nan","nan","nan",-0.3,0.1,5.0,-0.38,0.08,21.0,-0.35,0.25,23.0
"NGC_2627",129.3038,-29.9562,-0.14,0.11,387.0,-0.2,0.08,363,-0.11,0.02,17.0,-0.16,0.08,270.0,-0.18,0.05,371.0,-0.13,0.07,379.0
"NGC_2635",129.6121,-34.7766,-0.22,0.09,68.0,-0.51,0.14,140,-0.26,0.1,11.0,-0.38,0.09,8.0,-0.32,0.05,35.0,-0.4,0.2,68.0
"NGC_2658",130.8642,-32.6638,-0.25,0.11,368.0,-0.49,0.15,348,-0.28,0.07,16.0,-0.36,0.08,38.0,-0.34,0.06,175.0,-0.26,0.15,192.0
"NGC_2660",130.664,-47.197,-0.2,0.1,412.0,-0.38,0.13,179,-0.22,0.05,20.0,-0.41,0.08,150.0,-0.31,0.05,253.0,-0.26,0.11,213.0
"NGC_2671",131.5697,-41.8875,-0.27,0.14,237.0,-0.16,0.09,220,-0.1,0.05,6.0,-0.45,0.1,68.0,-0.13,0.05,179.0,-0.32,0.14,316.0
"NGC_2682",132.8393,11.8268,-0.16,0.11,982.0,-0.04,0.06,1029,0.02,0.02,40.0,0.03,0.06,888.0,-0.05,0.08,1056.0,0.01,0.05,1083.0
"NGC_2818",139.0477,-36.6231,-0.2,0.12,245.0,-0.36,0.14,265,-0.12,0.04,21.0,-0.21,0.1,47.0,-0.3,0.06,182.0,-0.15,0.09,207.0
