"Cluster","RA","DEC","GLON","GLAT","Class","Diam","Dist","E(B-V)","n_E(B-V)","Age","pmRA","e_pmRA","pmDE","e_pmDE","pmGLON","pmGLAT","Nc","r_pmRA","RV","e_RV","o_RV","r_RV","[Fe/H]","e_[Fe/H]","o_[Fe/H]","RAJ2000","DEJ2000"
"ESO 093-08","11 19 41","-65 13 12",293.5065,-4.041,"nan",1.0,13700.0,0.64,"nan",9.65,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",169.92078,-65.21994
"Melotte 105","11 19 42","-63 29 00",292.9039,-2.4119,"nan",5.0,2208.0,0.482,"nan",8.316,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",169.92494,-63.4833
"Loden 336","11 20 00","-58 52 00",291.3384,1.9315,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",169.99993,-58.86666
"ESO 129-19","11 21 11","-58 13 54",291.2649,2.5809," d",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",170.29576,-58.23161
"BH 118","11 23 03","-58 33 00",291.6032,2.3641,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",170.76256,-58.55001
"NGC 3680","11 25 38","-43 14 36",286.7641,16.9184,"nan",5.0,938.0,0.066,"nan",9.077,-5.86,2.24,1.9,2.24,-6.16,-0.21,14.0," TYC",15.0,4.0,5.0," FJ93",-0.097,0.06,12.0,171.40829,-43.24335
"Ruprecht 94","11 30 37","-63 26 00",294.0406,-1.9654," d",20.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",172.65415,-63.43332
"Ruprecht 164","11 30 51","-60 47 00",293.2529,0.565,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",172.71255,-60.78333
"Loden 372","11 30 55","-58 29 00",292.5555,2.7568,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",172.72922,-58.48337
"Loden 402","11 32 52","-60 43 00",293.4675,0.7031,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",173.2167,-60.71671
"NGC 3766","11 36 14","-61 36 30",294.1169,-0.0304,"nan",5.0,1745.0,0.175,"nan",7.16,-7.21,0.34,1.33,0.35,-7.29,-0.79,7.0," BDW",-19.0,7.0,"nan"," RGDZ","nan","nan","nan",174.05837,-61.60831
"IC 2944","11 37 53","-63 21 00",294.7941,-1.6464,"nan",35.0,1794.0,0.32,"nan",6.818,-6.05,1.53,-0.38,1.53,-5.7,-2.06,30.0," TYC",-1.0,6.0,"nan"," RGDZ","nan","nan","nan",174.47084,-63.35004
"BH 121","11 38 06","-63 20 00",294.8127,-1.6235,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",174.52493,-63.33328
"IC 2948","11 39 21","-63 28 00",294.9843,-1.7128,"nan",8.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",174.83754,-63.46671
"Lynga 15","11 42 24","-62 29 00",295.0526,-0.6724,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",175.59996,-62.48329
"Ruprecht 95","11 43 38","-61 08 00",294.8398,0.6686,"nan",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",175.90831,-61.13334
"Loden 466","11 43 42","-62 34 00",295.2192,-0.7136,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",175.92509,-62.56664
"Stock 14","11 43 48","-62 31 00",295.2173,-0.6624,"nan",6.0,2146.0,0.225,"nan",7.058,-5.93,0.36,0.82,0.34,-5.94,-0.74,2.0," BDW",-4.0,2.0,"nan"," RGDZ","nan","nan","nan",175.94988,-62.5167
"ESO 129-32","11 44 09","-61 04 54",294.8867,0.7347," d",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",176.03744,-61.08161
"Loden 467","11 45 30","-62 26 00",295.3859,-0.5316," nf","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",176.37493,-62.43336
"NGC 3909","11 49 49","-48 15 06",292.457,13.3628,"nan",15.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",177.45413,-48.25168
"ESO 217-08","11 50 08","-48 14 00",292.505,13.3934,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",177.5333,-48.23331
"NGC 3960","11 50 33","-55 40 24",294.3672,6.1826,"nan",5.0,2258.0,0.302,"nan",8.822,"nan","nan","nan","nan","nan","nan","nan","nan",-22.56,0.17,5.0," MCAP",-0.175,0.1,11.0,177.63745,-55.67336
"Ruprecht 96","11 50 37","-62 08 00",295.8901,-0.096,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",177.6541,-62.13332
"Loden 481","11 51 47","-61 22 00",295.8471,0.6818,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",177.94572,-61.36665
"Loden 480","11 56 00","-58 26 00",295.7134,3.6593," nf","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",178.99998,-58.43333
"Ruprecht 97","11 57 28","-62 43 00",296.792,-0.4901,"nan",5.0,1357.0,0.229,"nan",8.343,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",179.3667,-62.71669
"Ruprecht 98","11 58 40","-64 35 00",297.306,-2.2896,"nan",14.0,494.0,0.162,"nan",8.508,-7.25,4.34,-7.1,4.34,-5.66,-8.43,36.0," TYC","nan","nan","nan","nan","nan","nan","nan",179.66669,-64.58337
"NGC 4052","12 01 02","-63 13 30",297.2911,-0.9066,"nan",9.0,1209.0,0.156,"nan",8.495,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",180.25834,-63.22498
"Ruprecht 99","12 03 04","-63 49 00",297.6263,-1.4443,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",180.76668,-63.81665
"Ruprecht 100","12 05 53","-62 39 00",297.7269,-0.2395,"nan",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",181.47088,-62.64997
"NGC 4103","12 06 40","-61 15 00",297.5736,1.1551,"nan",6.0,1632.0,0.294,"nan",7.393,-7.3,1.18,-0.13,1.09,-7.17,-1.39,1.0," BDW","nan","nan","nan","nan","nan","nan","nan",181.66669,-61.25
"Stock 15","12 06 54","-59 30 00",297.3001,2.8839,"nan",12.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",181.72508,-59.49996
"ESO 130-06","12 07 46","-59 18 00",297.3747,3.0997," nf","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",181.94154,-59.30002
"Loden 565","12 09 06","-60 42 00",297.7721,1.7469,"nan",12.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",182.27498,-60.69999
"Ruprecht 101","12 09 38","-62 59 00",298.2052,-0.4959,"nan",14.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",182.40823,-62.98335
"ESO 130-08","12 10 19","-59 31 00",297.7308,2.9392," d",11.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",182.57915,-59.51665
"Ruprecht 102","12 13 33","-62 43 00",298.6057,-0.1636,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",183.38755,-62.71667
"Saurer 4","12 13 50","-63 36 00",298.7662,-1.0328,"nan",1.8,6190.0,1.24,"nan",9.18,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",183.45827,-63.59998
"Ruprecht 103","12 16 57","-58 25 00",298.4168,4.1524,"nan",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",184.23754,-58.41668
"NGC 4230","12 17 20","-55 06 06",298.0246,7.4448,"nan",8.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",184.33334,-55.10166
"Loden 615","12 20 39","-64 47 00",299.6585,-2.1074,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",185.1624,-64.78329
"ESO 130-13","12 23 18","-59 39 36",299.3803,3.0176," nf",10.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",185.82496,-59.65997
"NGC 4337","12 24 04","-58 07 24",299.313,4.556,"nan",4.0,489.0,0.146,"nan",8.454,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",186.0166,-58.12329
"NGC 4349","12 24 08","-61 52 18",299.7193,0.8296,"nan",5.0,2176.0,0.384,"nan",8.315,-5.77,2.22,1.44,2.17,-5.89,0.82,1.0," BDW","nan","nan","nan","nan","nan","nan","nan",186.03324,-61.87171
"ESO 064-05","12 24 33","-68 28 00",300.4572,-5.7242," d",10.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",186.13744,-68.46665
"Ruprecht 104","12 24 53","-60 26 00",299.6592,2.2696,"nan",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",186.22092,-60.4333
"Melotte 111","12 25 06","+26 06 00",221.3528,84.0248,"nan",120.0,96.0,0.013,"nan",8.652,-10.84,6.48,-3.2,6.48,1.0,-11.26,30.0," TYC","nan","nan","nan","nan","nan","nan","nan",186.27496,26.09999
"BH 131","12 26 36","-63 25 00",300.1573,-0.6788," d",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",186.64989,-63.41666
"BH 132","12 27 00","-64 04 00",300.2635,-1.3216,"nan",4.0,"nan",0.6,"nan",8.18,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",186.75004,-64.06666
"Loden 624","12 27 00","-61 42 00",300.0393,1.0344,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",186.75004,-61.70002
"Collinder 258","12 27 10","-60 46 00",299.9711,1.9655,"nan",5.0,1184.0,0.16,"nan",8.032,-8.07,2.24,-0.8,2.24,-7.96,-1.56,13.0," TYC","nan","nan","nan","nan","nan","nan","nan",186.79171,-60.76664
"NGC 4439","12 28 27","-60 06 18",300.0681,2.6389,"nan",4.0,1785.0,0.348,"nan",7.909,-10.49,1.41,-0.85,1.07,-10.37,-1.78,2.0," BDW","nan","nan","nan","nan","nan","nan","nan",187.11244,-60.10496
"Ruprecht 165","12 28 35","-56 26 00",299.7573,6.2975,"nan",20.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",187.14588,-56.43331
"Hogg 14","12 28 36","-59 49 00",300.0612,2.9277,"nan",3.0,969.0,0.229,"nan",8.099,-9.22,2.15,1.08,1.62,-9.28,0.26,1.0," BDW","nan","nan","nan","nan","nan","nan","nan",187.15003,-59.81669
"Hogg 23","12 29 06","-60 56 00",300.2207,1.8208,"nan",7.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",187.2749,-60.9333
"ESO 131-09","12 29 38","-57 52 36",300.0259,4.872,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",187.40825,-57.87666
"NGC 4463","12 29 56","-64 47 24",300.6434,-2.0139,"nan",3.5,1050.0,0.434,"nan",7.505,-4.85,0.58,0.88,0.5,-4.91,0.47,3.0," BDW",-14.6,4.0,"nan"," RGDZ","nan","nan","nan",187.48341,-64.79005
"ESO 442-04","12 34 05","-29 24 36",298.4091,33.3093," p",11.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",188.52086,-29.41
"Ruprecht 105","12 34 14","-61 34 00",300.885,1.2367,"nan",12.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",188.55832,-61.56665
"Upgren 1","12 35 00","+36 18 00",142.7411,80.1875," a",18.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",188.74999,36.30004
"Collinder 261","12 37 57","-68 22 00",301.6836,-5.5276,"nan",9.0,2190.0,0.27,"nan",9.95,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.14,"nan",3.0,189.48748,-68.36665
"Trumpler 20","12 39 34","-60 37 00",301.4752,2.2215,"nan",7.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",189.89173,-60.61667
"NGC 4609","12 42 18","-62 59 42",301.8948,-0.1417,"nan",4.0,1223.0,0.328,"nan",7.892,-9.45,2.17,-6.52,1.84,-9.21,-6.85,1.0," BDW","nan","nan","nan","nan","nan","nan","nan",190.57493,-62.99504
"Hogg 15","12 43 37","-63 06 00",302.0474,-0.2417,"nan",2.0,2262.0,1.089,"nan",6.777,-7.87,1.45,2.39,1.49,-7.94,2.15,1.0," BDW","nan","nan","nan","nan","nan","nan","nan",190.90416,-63.10001
"Loden 682","12 47 17","-60 39 00",302.4225,2.2176," d","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",191.82087,-60.65004
"ESO 065-03","12 51 37","-69 43 48",302.9475,-6.8583," d",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",192.90411,-69.73004
"Loden 694","12 53 01","-60 46 00",303.1248,2.1045," d","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",193.25415,-60.76666
"BH 140","12 53 06","-67 10 00",303.0936,-4.2954,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",193.27494,-67.16663
"NGC 4755","12 53 39","-60 21 42",303.2057,2.5089,"nan",10.0,1976.0,0.388,"nan",7.216,-4.42,0.33,-1.53,0.3,-4.43,-1.49,5.0," BDW",-20.2,6.5,"nan"," RGDZ","nan","nan","nan",193.41257,-60.36167
"NGC 4815","12 57 59","-64 57 36",303.6249,-2.0971,"nan",5.0,3079.0,0.808,"nan",8.369,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",194.49583,-64.96004
"NGC 4852","13 00 09","-59 36 48",304.0352,3.2398,"nan",7.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",195.03748,-59.61328
"Loden 757","13 12 24","-65 18 00",305.1214,-2.5174," nf",20.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",198.10009,-65.29999
"Danks 1","13 12 30","-62 41 00",305.3456,0.0897," d",1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",198.12492,-62.6833
"Danks 2","13 12 54","-62 40 00",305.3927,0.1025,"nan",1.5,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",198.22488,-62.66666
"BH 144","13 15 06","-65 55 00",305.3459,-3.1559,"nan",1.5,9354.0,0.6,"nan",8.826,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",198.77493,-65.91668
"NGC 5043","13 16 09","-60 04 24",306.0129,2.6505," r",14.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",199.03751,-60.07333
"NGC 5045","13 17 04","-63 24 48",305.7949,-0.6841," n",55.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",199.26668,-63.41329
"Collinder 268","13 18 13","-67 05 00",305.5413,-4.3474,"nan",5.0,1963.0,0.308,"nan",8.759,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",199.55428,-67.08338
"Stock 16","13 19 29","-62 38 00",306.1486,0.0631,"nan",3.0,1640.0,0.491,"nan",6.915,"nan","nan","nan","nan","nan","nan","nan","nan",-45.0,20.0,"nan"," RGDZ","nan","nan","nan",199.87088,-62.63336
"Ruprecht 107","13 19 46","-64 57 00",305.9266,-2.2431,"nan",3.0,1442.0,0.458,"nan",7.478,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",199.94163,-64.95
"Collinder 269","13 23 31","-66 11 00",306.1676,-3.5133," d",15.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",200.87916,-66.18331
"ESO 324-15","13 23 43","-41 53 12",309.3414,20.583,"nan",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",200.92922,-41.88668
"Loden 821","13 24 21","-59 44 00",307.0736,2.8735," d","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",201.08745,-59.73332
"Loden 807","13 24 40","-62 29 00",306.7593,0.1412,"nan",20.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.13,0.09,1.0,201.16662,-62.48336
"Ruprecht 166","13 25 39","-63 28 00",306.7418,-0.8483,"nan",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",201.41258,-63.46669
"NGC 5138","13 27 16","-59 02 00",307.5356,3.5178,"nan",7.0,1986.0,0.262,"nan",7.986,-3.65,2.81,1.23,2.81,-3.44,1.72,20.0," TYC","nan","nan","nan","nan",0.12,0.05,2.0,201.81663,-59.03332
"Basel 18","13 28 18","-62 21 00",307.1941,0.2163,"nan",3.0,2226.0,0.515,"nan",7.59,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",202.07498,-62.35001
"ESO 065-07","13 29 17","-71 16 06",305.9925,-8.6218," d",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",202.32068,-71.26831
"Hogg 16","13 29 18","-61 12 00",307.4773,1.3372,"nan",6.0,1585.0,0.411,"nan",7.047,-3.71,1.1,-3.17,1.2,-4.13,-2.59,1.0," BDW",-35.8,0.4,"nan"," RGDZ","nan","nan","nan",202.32506,-61.19996
"NGC 5155","13 29 35","-63 25 30",307.1829,-0.8685," n",12.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",202.3958,-63.42497
"Collinder 271","13 29 54","-64 12 00",307.1027,-1.6402,"nan",5.0,1169.0,0.287,"nan",8.322,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",202.47508,-64.20004
"Collinder 272","13 30 26","-61 19 00",307.5947,1.2015,"nan",10.0,2045.0,0.47,"nan",7.227,-2.48,1.83,-2.56,1.83,-2.84,-2.16,20.0," TYC","nan","nan","nan","nan","nan","nan","nan",202.60837,-61.31671
"NGC 5168","13 31 06","-60 56 24",307.7315,1.5616,"nan",4.0,1777.0,0.431,"nan",8.001,-4.15,1.73,-0.28,1.73,-4.14,0.36,20.0," TYC","nan","nan","nan","nan","nan","nan","nan",202.77494,-60.94001
"ESO 383-10","13 31 29","-35 03 54",312.1287,27.0906,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",202.87082,-35.065
"Ruprecht 108","13 32 11","-58 28 00",308.2518,3.9836,"nan",10.0,901.0,0.136,"nan",8.424,-10.06,1.15,-3.25,1.02,-10.45,-1.62,2.0," BDW","nan","nan","nan","nan","nan","nan","nan",203.04585,-58.46666
"Trumpler 21","13 32 14","-62 48 00",307.5744,-0.2965,"nan",5.0,1263.0,0.197,"nan",7.696,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",203.0584,-62.79995
"Loden 915","13 34 06","-59 15 00",308.3702,3.1705,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",203.52508,-59.25003
"Loden 848","13 34 06","-64 31 00",307.502,-2.0241,"nan",25.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",203.52502,-64.51663
"Collinder 275","13 34 39","-60 12 00",308.2808,2.2222,"nan",11.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",203.66255,-60.20001
"Pismis 18","13 36 31","-62 13 00",308.1585,0.1968,"nan",4.0,2240.0,0.5,"nan",9.08,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",204.12909,-62.21663
"IC 4291","13 36 56","-62 06 00",308.2268,0.3031,"nan",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",204.23332,-62.10003
"BH 150","13 37 54","-63 19 00",308.1201,-0.9139,"nan",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",204.47506,-63.31666
"Loden 894","13 39 41","-64 20 00",308.1277,-1.9494,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",204.92075,-64.33336
"BH 151","13 40 18","-61 42 00",308.6894,0.6243,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",205.07498,-61.70003
"Platais 10","13 43 28","-59 07 18",309.5747,3.0774," o",324.0,246.0,"nan","nan",8.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",205.86673,-59.12166
"Latysev 2","13 44 24","+53 30 00",106.1376,61.8674," m",300.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",206.09998,53.49995
