"DB","DB_i","ID","RA_ICRS","DE_ICRS","GLON","GLAT","Plx","pmRA","pmDE","fnames","UCC_ID","quad","r_50","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","Plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","dups_fnames_m","dups_probs_m"
"CHI2023_2","1156","CWWDL 14638",344.0938,59.2632,108.6934,-0.39,2.286,5.41,-0.874,"cwwdl14638","UCC G108.6-00.3","Q2N",10.6,1.0,0.92,"AA",43.0,108.597,-0.378,343.938,59.246,2.306,5.415,-0.881,-17.954,7.0,"nan","nan"
"HE2022_1","683","CWNU 1118",345.8051,57.3359,108.7077,-2.5165,0.892,-1.128,-1.468,"cwnu1118","UCC G108.7-02.5","Q2N",9.7,0.49,0.25,"CC",0.0,108.682,-2.564,345.722,57.275,0.88,-1.184,-1.539,-70.879,2.0,"nan","nan"
"HUNT2023;CAVALLO2024","2440;3270","HSC 853",337.3721,65.1872,108.7441,6.3026,1.083,-1.875,-2.426,"hsc853","UCC G108.7+06.3","Q2P",19.3,1.0,0.53,"AB",58.0,108.682,6.361,337.158,65.186,1.084,-1.819,-2.428,-22.587,9.0,"nan","nan"
"HE2023_1","1100","CWNU 3963",347.648,55.0278,108.7442,-5.0418,0.171,-2.027,-1.297,"cwnu3963","UCC G108.7-05.0","Q2N",2.4,0.12,0.4,"DC",0.0,108.748,-5.039,347.648,55.028,0.171,-2.036,-1.299,-81.454,2.0,"nan","nan"
"CHI2023_2","1155","CWWDL 14637",343.7747,59.7209,108.7442,0.0929,2.371,4.829,-2.264,"cwwdl14637","UCC G108.7+00.0","Q2P",28.7,0.8,1.0,"AA",70.0,108.857,0.183,343.93,59.833,2.38,4.774,-2.245,-12.137,32.0,"ngc7429","0.73"
"HE2022;HUNT2023;CAVALLO2024","462;520;1177","CWNU 463",343.2556,60.2757,108.7526,0.7053,0.628,0.608,-3.005,"cwnu463","UCC G108.7+00.7","Q2P",14.7,0.87,0.44,"AC",196.0,108.757,0.689,343.274,60.263,0.623,0.6,-2.985,-24.541,6.0,"nan","nan"
"HAO2022;HUNT2023;CAVALLO2024","195;4644;4046","OC 0196",344.4536,59.0316,108.7617,-0.6781,0.794,-4.103,-5.342,"oc0196","UCC G108.7-00.6","Q2N",11.9,0.5,0.74,"BB",48.0,108.787,-0.675,344.562,59.04,0.801,-4.077,-5.368,-24.275,2.0,"nan","nan"
"CANTAT2020;DIAS2021;HE2022_1","1098;1112;381","RSG 7",344.19,59.363,108.7805,-0.3208,2.337,4.927,-1.865,"rsg7","UCC G108.7-00.3","Q2N",15.8,0.73,0.58,"BB",0.0,108.766,-0.251,344.039,59.445,2.348,5.017,-1.974,-12.867,10.0,"nan","nan"
"HE2022","296","CWNU 297",350.0358,51.4978,108.786,-8.849,0.47,-2.98,-0.47,"cwnu297","UCC G108.7-08.8","Q2N",9.3,0.58,0.49,"BC",75.0,108.786,-8.862,350.052,51.49,0.437,-2.973,-0.485,-132.085,1.0,"ubc1174","0.78"
"HE2022","446","CWNU 447",345.1937,58.2754,108.795,-1.526,1.03,-0.61,-1.24,"cwnu447","UCC G108.7-01.5","Q2N",14.9,0.58,0.33,"BC",42.0,108.773,-1.6,345.191,58.251,0.972,-0.627,-1.272,-28.003,7.0,"nan","nan"
"CASTRO2022;HUNT2023;CAVALLO2024","173;6250;5195","UBC 1174",350.0533,51.4972,108.7961,-8.8533,0.45,-2.948,-0.45,"ubc1174","UCC G108.7-08.8a","Q2N",5.4,0.53,0.75,"BA",25.0,108.786,-8.862,350.052,51.468,0.459,-2.973,-0.452,"nan",0.0,"cwnu297","0.78"
"HE2022_1","621","CWNU 1056",349.2207,52.9132,108.8212,-7.3484,2.504,3.926,-3.752,"cwnu1056","UCC G108.8-07.3","Q2N",25.2,0.14,0.32,"DC",0.0,108.818,-7.261,349.08,52.972,2.5,3.968,-3.781,-13.913,5.0,"nan","nan"
"BICA2019","944","Teutsch 129;DSH J2234.8+6423",338.7226,64.386,108.83,5.32,"nan","nan","nan","teutsch129;dshj22348p6423","UCC G108.8+05.3","Q2P",5.4,0.83,0.51,"AB",58.0,108.82,5.312,338.699,64.38,0.11,-1.878,-0.935,-52.03,3.0,"cwnu3555","0.93"
"HE2023_1","668","CWNU 3555",338.7335,64.3812,108.8317,5.3135,0.112,-1.881,-0.932,"cwnu3555","UCC G108.8+05.3a","Q2P",6.7,0.78,0.51,"AB",62.0,108.814,5.311,338.704,64.377,0.11,-1.883,-0.932,-52.03,3.0,"teutsch129","0.93"
"HE2023","944","CWNU 2215",346.0715,57.3649,108.851,-2.548,0.395,-2.929,-1.842,"cwnu2215","UCC G108.8-02.5","Q2N",3.3,0.34,0.29,"CC",0.0,108.835,-2.555,346.059,57.358,0.382,-2.852,-1.849,"nan",0.0,"nan","nan"
"HE2023;HUNT2023;CAVALLO2024","898;989;793","CWNU 2169",345.2264,58.3767,108.8525,-1.4409,0.478,-3.242,-2.786,"cwnu2169","UCC G108.8-01.4","Q2N",10.6,0.76,0.55,"AB",32.0,108.79,-1.441,345.146,58.358,0.451,-3.247,-2.788,-65.643,2.0,"nan","nan"
"KHARCHENKO2012;BICA2019;CANTAT2020;DIAS2021;HE2022_1;HUNT2023;CAVALLO2024","2769;945;395;337;170;1505;1452","FSR 0398;MWSC 3644",339.135,64.153,108.8691,5.0287,1.043,-3.218,-1.109,"fsr0398;mwsc3644","UCC G108.8+05.0","Q2P",8.7,1.0,0.79,"AA",201.0,108.876,5.037,339.142,64.168,1.059,-3.156,-1.181,-21.23,25.0,"nan","nan"
"HE2023;HUNT2023;CAVALLO2024","1293;1144;950","CWNU 2564",342.6243,61.2214,108.8961,1.6897,0.233,-3.453,-1.979,"cwnu2564","UCC G108.8+01.6","Q2P",4.7,0.36,0.54,"CB",127.0,108.903,1.688,342.63,61.22,0.238,-3.456,-1.978,-67.689,1.0,"nan","nan"
"CASADO2021;HUNT2023;CAVALLO2024","17;1293;1242","Casado 19",345.8089,57.8807,108.9304,-2.0193,0.286,-3.291,-2.252,"casado19","UCC G108.9-02.0","Q2N",6.0,0.7,0.71,"BB",40.0,108.93,-2.009,345.817,57.896,0.272,-3.267,-2.351,-74.857,1.0,"ubc1175","0.65"
"CHI2023_2","1150","CWWDL 14622",345.5243,58.2338,108.9365,-1.6354,2.263,5.31,-1.289,"cwwdl14622","UCC G108.9-01.6","Q2N",33.9,1.0,0.83,"AA",116.0,108.96,-1.576,345.644,58.225,2.175,5.328,-1.308,-6.901,28.0,"nan","nan"
"HE2023;HUNT2023;CAVALLO2024","1002;1020;825","CWNU 2273",345.5957,58.167,108.9436,-1.7118,0.578,-6.762,-3.447,"cwnu2273","UCC G108.9-01.7","Q2N",12.9,0.57,0.37,"BC",49.0,108.9,-1.743,345.554,58.143,0.558,-6.77,-3.488,-30.54,3.0,"nan","nan"
"CASTRO2022","174","UBC 1175",345.83,57.89,108.9444,-2.0153,0.27,-3.28,-2.33,"ubc1175","UCC G108.9-02.0a","Q2N",7.1,0.34,0.73,"CB",16.0,108.956,-2.001,345.859,57.906,0.269,-3.255,-2.373,-108.576,2.0,"casado19","0.65"
"KHARCHENKO2012;LOKTIN2017;BICA2019;HUNT2023;CAVALLO2024","2615;844;946;4561;3927","NGC 7429;OCL 249;MWSC 3676",343.996,59.958,108.9467,0.2589,2.371,4.771,-2.245,"ngc7429;ocl249;mwsc3676","UCC G108.9+00.2","Q2P",29.6,0.95,1.0,"AA",74.0,108.96,0.233,344.008,59.884,2.378,4.749,-2.192,-12.788,29.0,"cwwdl14637","0.73"
"HUNT2023;CAVALLO2024","79;84","Alessi 22",357.1723,36.2292,109.0135,-24.9408,2.804,-4.364,-12.792,"alessi22","UCC G109.0-24.9","Q2N",61.5,0.78,0.68,"AB",0.0,109.07,-24.938,357.266,36.293,2.821,-4.41,-13.068,-7.188,16.0,"nan","nan"
"HUNT2023;CAVALLO2024","2441;3271","HSC 854",346.8311,56.8268,109.0168,-3.2055,0.884,-1.51,-1.585,"hsc854","UCC G109.0-03.2","Q2N",15.8,0.68,0.54,"BB",34.0,108.982,-3.13,346.752,56.874,0.895,-1.496,-1.594,-6.134,5.0,"nan","nan"
"HUNT2023;CAVALLO2024","5618;4852","Theia 4401",346.9134,56.7704,109.0363,-3.2751,0.6859,-3.2912,-3.5344,"theia4401","UCC G109.0-03.2a","Q2N",13.2,0.72,0.5,"BC",35.0,109.005,-3.31,346.819,56.752,0.688,-3.283,-3.522,-17.936,1.0,"nan","nan"
"HE2023_1","880","CWNU 3754",334.379,67.5915,109.0369,8.9728,0.149,-1.738,-0.756,"cwnu3754","UCC G109.0+08.9","Q2P",7.0,0.59,0.4,"BC",16.0,109.025,8.981,334.299,67.592,0.15,-1.746,-0.756,-101.991,3.0,"nan","nan"
"HUNT2023;CAVALLO2024","2462;3287","HSC 878",345.2282,58.9038,109.0711,-0.9612,3.1,13.648,1.613,"hsc878","UCC G109.0-00.9","Q2N",54.4,0.35,0.52,"CB",0.0,108.916,-0.686,344.75,59.12,3.124,13.589,1.844,-11.849,5.0,"nan","nan"
"HUNT2023","2442","HSC 855",344.2214,60.0352,109.0817,0.2804,0.973,2.515,1.445,"hsc855","UCC G109.0+00.2","Q2P",8.6,0.22,0.21,"DD",0.0,109.13,0.282,344.261,60.066,0.935,2.504,1.441,-22.816,2.0,"nan","nan"
"KHARCHENKO2012","2603","BDSB 37",344.775,59.468,109.0946,-0.3515,"nan","nan","nan","bdsb37","UCC G109.0-00.3","Q2N",9.1,0.26,0.55,"CB",66.0,109.148,-0.334,344.873,59.487,0.327,-4.142,-2.924,-62.642,4.0,"nan","nan"
"HAO2022","196","OC 0197",343.5716,60.8033,109.1232,1.1117,0.188,-2.753,-1.66,"oc0197","UCC G109.1+01.1","Q2P",2.0,0.84,0.38,"AC",134.0,109.127,1.118,343.573,60.809,0.185,-2.717,-1.636,"nan",0.0,"nan","nan"
"KHARCHENKO2012;LOKTIN2017;BICA2019;CANTAT2020;DIAS2021;JAEHNIG2021;HUNT2023;CAVALLO2024","2655;842;947;1050;1074;353;4559;3925","NGC 7419;Collinder 453;OCL 250;FSR 0400;MWSC 3672",343.579,60.814,109.1312,1.1198,0.28,-2.759,-1.601,"ngc7419;collinder453;ocl250;fsr0400;mwsc3672","UCC G109.1+01.1a","Q2P",3.2,1.0,0.89,"AA",662.0,109.135,1.118,343.585,60.818,0.308,-2.739,-1.577,-58.829,24.0,"nan","nan"
"CANTAT2020;DIAS2021;HE2022_1;HUNT2023;CAVALLO2024","1099;1113;382;4883;4249","RSG 8",344.983,59.371,109.1502,-0.4838,2.21,5.343,-1.654,"rsg8","UCC G109.1-00.4","Q2N",10.2,0.91,0.58,"AB",0.0,109.244,-0.514,345.139,59.411,2.193,5.674,-1.619,7.432,1.0,"nan","nan"
"HE2023_1","851","CWNU 3726",346.3422,57.8137,109.1636,-2.1945,0.165,-2.401,-1.383,"cwnu3726","UCC G109.1-02.1a","Q2N",4.9,0.18,0.59,"DB",33.0,109.153,-2.184,346.341,57.827,0.179,-2.395,-1.417,-93.367,4.0,"hsc856","0.94"
"HUNT2023;CAVALLO2024","2443;3272","HSC 856",346.353,57.8238,109.1729,-2.1875,0.177,-2.416,-1.385,"hsc856","UCC G109.1-02.1","Q2N",4.7,0.17,0.61,"DB",33.0,109.152,-2.188,346.341,57.825,0.177,-2.395,-1.413,-93.367,4.0,"cwnu3726","0.94"
"HE2023;HUNT2023;CAVALLO2024","354;800;593","CWNU 1625",341.959,62.4548,109.1752,2.9315,0.273,-2.989,-1.463,"cwnu1625","UCC G109.1+02.9","Q2P",8.4,0.53,0.56,"BB",30.0,109.169,2.878,341.953,62.392,0.266,-2.969,-1.464,8.194,1.0,"nan","nan"
"HE2022;HUNT2023;CAVALLO2024","22;327;837","CWNU 23",342.9208,61.6467,109.213,2.0069,0.268,-2.893,-1.594,"cwnu23","UCC G109.2+02.0","Q2P",5.8,0.76,0.79,"AA",32.0,109.21,2.009,342.922,61.652,0.275,-2.891,-1.575,-20.409,2.0,"nan","nan"
"HUNT2023;CAVALLO2024","2444;3273","HSC 857",340.2344,64.1366,109.2809,4.7801,0.096,-2.591,-1.261,"hsc857","UCC G109.2+04.7","Q2P",4.1,1.0,0.49,"AC",135.0,109.298,4.776,340.275,64.151,0.098,-2.592,-1.252,-70.136,2.0,"cwnu3477","0.95"
"HE2022","82","CWNU 83",347.4021,56.7895,109.291,-3.361,0.88,0.17,-1.41,"cwnu83","UCC G109.2-03.3","Q2N",18.5,0.67,0.39,"BC",25.0,109.139,-3.205,347.15,56.917,0.91,0.189,-1.399,-31.438,2.0,"nan","nan"
"HUNT2023;CAVALLO2024","2445;3274","HSC 858",344.542,60.2084,109.2998,0.3694,0.282,-2.409,-2.914,"hsc858","UCC G109.2+00.3","Q2P",7.0,0.37,0.51,"CB",40.0,109.307,0.357,344.562,60.206,0.293,-2.395,-2.887,-46.578,1.0,"cwnu3227","0.81"
"HE2023_1","590","CWNU 3477",340.2696,64.1496,109.3007,4.7841,0.1,-2.6,-1.259,"cwnu3477","UCC G109.3+04.7","Q2P",4.2,1.0,0.49,"AC",133.0,109.3,4.777,340.275,64.152,0.101,-2.588,-1.252,-81.88,3.0,"hsc857","0.95"
"HE2023_1","318","CWNU 3227",344.5591,60.2117,109.3089,0.3688,0.282,-2.335,-2.928,"cwnu3227","UCC G109.3+00.3","Q2P",9.9,0.61,0.46,"BC",71.0,109.293,0.363,344.557,60.202,0.298,-2.396,-2.891,-46.578,1.0,"hsc858","0.81"
"HE2022_1","819","CWNU 1254",357.6272,36.2217,109.4021,-25.0441,2.82,-4.458,-13.067,"cwnu1254","UCC G109.4-25.0","Q2N",45.5,0.17,0.44,"DC",37.0,109.978,-25.065,358.335,36.323,2.791,-4.375,-13.209,-8.154,13.0,"nan","nan"
"KHARCHENKO2012;BICA2019;CANTAT2020;DIAS2021;HUNT2023;CAVALLO2024","2606;948;396;338;1506;1453","FSR 0401;MWSC 3686",345.245,59.698,109.4066,-0.2413,0.23,-3.837,-2.652,"fsr0401;mwsc3686","UCC G109.4-00.2","Q2N",2.5,0.68,0.69,"BB",62.0,109.408,-0.237,345.251,59.704,0.275,-3.829,-2.664,-58.947,5.0,"nan","nan"
"CHI2023_2","1111","CWWDL 14502",337.243,66.5512,109.415,7.4941,0.973,-2.255,-2.83,"cwwdl14502","UCC G109.4+07.4","Q2P",17.0,1.0,0.64,"AB",81.0,109.409,7.484,337.293,66.535,0.966,-2.245,-2.825,-31.993,9.0,"ubc396","0.64"
"CANTAT2020;CASTRO2020;DIAS2021;TARRICQ2022;HE2022_1;HUNT2023;CAVALLO2024","1569;304;1403;335;441;5947;5692","UBC 396",337.301,66.526,109.4215,7.4606,0.943,-2.281,-2.792,"ubc396","UCC G109.4+07.4a","Q2P",18.5,1.0,0.73,"AB",59.0,109.449,7.497,337.298,66.561,0.965,-2.234,-2.832,-27.307,10.0,"cwwdl14502","0.64"
"HE2023;HUNT2023;CAVALLO2024","275;773;563","CWNU 1546",340.7213,64.091,109.4463,4.6384,0.187,-2.151,-1.117,"cwnu1546","UCC G109.4+04.6","Q2P",3.8,0.83,0.62,"AB",50.0,109.441,4.64,340.716,64.086,0.169,-2.144,-1.107,-96.18,8.0,"nan","nan"
"KHARCHENKO2012;LOKTIN2017;BICA2019","2406;848;2774","NGC 7686;Collinder 456;OCL 251;MWSC 3734",352.425,49.17,109.4587,-11.5516,"nan","nan","nan","ngc7686;collinder456;ocl251;mwsc3734","UCC G109.4-11.5","Q2N",3.3,0.61,0.4,"BC",0.0,109.462,-11.547,352.436,49.179,0.103,-1.905,-1.212,-95.022,2.0,"nan","nan"
"HUNT2023;CAVALLO2024","2447;3275","HSC 860",345.3406,59.7587,109.4755,-0.2058,0.326,-3.991,-2.823,"hsc860","UCC G109.4-00.2a","Q2N",8.6,0.09,0.66,"DB",71.0,109.468,-0.281,345.402,59.671,0.327,-3.998,-2.816,-58.947,1.0,"nan","nan"
"HUNT2023;CAVALLO2024","5611;4844","Theia 4245",348.9586,55.2004,109.5073,-5.1599,1.1524,0.5052,-1.7898,"theia4245","UCC G109.5-05.1","Q2N",10.9,0.76,0.56,"AB",24.0,109.664,-5.165,349.151,55.193,1.151,0.477,-1.75,-20.395,7.0,"cwnu225;oc0198","0.77;0.49"
"CANTAT2020;DIAS2021;HUNT2023;CAVALLO2024","517;428;1746;1683","Gulliver 19",344.19,61.106,109.5248,1.2553,0.634,0.893,-2.258,"gulliver19","UCC G109.5+01.2","Q2P",9.1,1.0,0.54,"AB",267.0,109.513,1.257,344.178,61.101,0.645,0.897,-2.291,0.599,14.0,"nan","nan"
"HUNT2023;CAVALLO2024","2448;3276","HSC 861",336.4522,67.2587,109.5264,8.2587,0.846,-5.25,-2.703,"hsc861","UCC G109.5+08.2","Q2P",8.3,0.45,0.24,"CD",0.0,109.543,8.289,336.382,67.307,0.859,-5.007,-2.639,25.696,1.0,"nan","nan"
"HUNT2023;CAVALLO2024","2449;3277","HSC 862",342.7574,62.5102,109.5296,2.814,1.179,-2.72,-3.452,"hsc862","UCC G109.5+02.8","Q2P",18.5,1.0,0.56,"AB",151.0,109.505,2.799,342.75,62.488,1.184,-2.682,-3.367,-4.16,21.0,"nan","nan"
"HE2023_1","14","CWNU 2940",340.9007,64.1956,109.5652,4.6934,0.127,-1.949,-1.683,"cwnu2940","UCC G109.5+04.6a","Q2P",1.9,0.9,0.48,"AC",77.0,109.567,4.687,340.91,64.193,0.137,-1.951,-1.667,-96.124,4.0,"hsc863","0.96"
"HUNT2023;CAVALLO2024","2450;3278","HSC 863",340.9083,64.1944,109.5675,4.6908,0.131,-1.97,-1.683,"hsc863","UCC G109.5+04.6","Q2P",2.3,0.83,0.49,"AC",85.0,109.566,4.688,340.909,64.194,0.137,-1.962,-1.663,-96.124,4.0,"cwnu2940","0.96"
"HAO2022","197","OC 0198",349.126,55.132,109.572,-5.2582,1.137,0.623,-1.718,"oc0198","UCC G109.5-05.2","Q2N",7.5,0.61,0.36,"BC",0.0,109.602,-5.223,349.166,55.141,1.131,0.557,-1.746,-18.285,9.0,"theia4245;cwnu225","0.49;0.46"
"BICA2019","2775","FSR 0403;MWSC 3749",354.5251,45.1134,109.59,-15.85,"nan","nan","nan","fsr0403;mwsc3749","UCC G109.5-15.8","Q2N",6.2,0.86,0.39,"AC",41.0,109.614,-15.851,354.533,45.107,0.193,-1.522,-1.196,-109.745,3.0,"nan","nan"
"KHARCHENKO2012","2709","FSR 0404",343.35,62.12,109.6038,2.3423,"nan","nan","nan","fsr0404","UCC G109.6+02.3","Q2P",8.1,1.0,0.32,"AC",346.0,109.601,2.36,343.32,62.136,1.188,-0.762,-2.39,-22.293,16.0,"nan","nan"
"HAO2022","198","OC 0199",348.0203,56.8101,109.6127,-3.4701,0.529,-3.257,-2.623,"oc0199","UCC G109.6-03.4","Q2N",7.4,0.82,0.68,"AB",32.0,109.618,-3.476,348.066,56.809,0.51,-3.295,-2.674,"nan",0.0,"casado20","0.95"
"HE2023;HUNT2023;CAVALLO2024","266;766;556","CWNU 1537",346.2501,59.065,109.6178,-1.0275,0.287,-2.764,-1.965,"cwnu1537","UCC G109.6-01.0","Q2N",4.3,0.1,0.6,"DB",12.0,109.626,-1.016,346.216,59.092,0.284,-2.707,-1.89,"nan",0.0,"cwwdl6062","0.61"
"HE2022","414","CWNU 415",347.644,57.3424,109.624,-2.9,0.91,0.21,-1.38,"cwnu415","UCC G109.6-02.9","Q2N",7.0,0.82,0.37,"AC",0.0,109.672,-2.874,347.708,57.402,0.885,0.214,-1.37,-37.17,2.0,"nan","nan"
"CASADO2021;HUNT2023;CAVALLO2024","18;1294;1243","Casado 20",348.0514,56.8219,109.6329,-3.4656,0.518,-3.292,-2.637,"casado20","UCC G109.6-03.4a","Q2N",4.0,0.92,0.67,"AB",33.0,109.613,-3.476,348.059,56.81,0.511,-3.294,-2.679,"nan",0.0,"oc0199","0.95"
"CHI2023_2","425","CWWDL 6062",346.2683,59.098,109.6395,-1.001,0.285,-2.873,-1.941,"cwwdl6062","UCC G109.6-01.0a","Q2N",2.1,0.13,0.67,"DB",0.0,109.621,-1.018,346.257,59.067,0.27,-2.796,-1.953,"nan",0.0,"cwnu1537","0.61"
"CHI2023_2","1154","CWWDL 14636",345.843,59.6442,109.6603,-0.4137,2.056,5.667,-1.688,"cwwdl14636","UCC G109.6-00.4","Q2N",25.5,1.0,0.88,"AA",87.0,109.607,-0.442,345.7,59.601,2.045,5.686,-1.722,-9.725,19.0,"nan","nan"
"HE2022","224","CWNU 225",349.2759,55.2229,109.685,-5.204,1.15,0.46,-1.75,"cwnu225","UCC G109.6-05.2","Q2N",12.3,0.8,0.61,"AB",23.0,109.688,-5.201,349.237,55.21,1.165,0.487,-1.745,-20.812,8.0,"theia4245;oc0198","0.77;0.46"
"HAO2022","199","OC 0200",325.8876,72.3514,109.6983,14.5015,0.128,-2.369,-0.701,"oc0200","UCC G109.6+14.5","Q2P",5.9,0.88,0.36,"AC",73.0,109.73,14.507,325.892,72.374,0.175,-2.38,-0.665,-115.724,4.0,"nan","nan"
"HE2023_1","258","CWNU 3169",343.1772,62.5089,109.7029,2.7268,0.253,-1.18,-0.704,"cwnu3169","UCC G109.7+02.7","Q2P",4.5,0.48,0.57,"CB",57.0,109.693,2.728,343.157,62.509,0.226,-1.236,-0.744,-48.929,1.0,"nan","nan"
"SIM2019;HE2022_1;HUNT2023;CAVALLO2024","95;480;6692;5984","UPK 198",341.4734,64.0735,109.7291,4.4684,1.16,-4.853,-2.172,"upk198","UCC G109.7+04.4","Q2P",15.7,0.55,0.66,"BB",34.0,109.672,4.45,341.376,64.026,1.163,-4.858,-2.199,-10.617,8.0,"nan","nan"
"CHI2023","26","CWWL 2761",344.905,60.889,109.7475,0.9123,0.256,-2.757,-1.71,"cwwl2761","UCC G109.7+00.9","Q2P",12.4,0.57,0.65,"BB",57.0,109.799,0.911,345.018,60.885,0.252,-2.633,-1.605,"nan",0.0,"nan","nan"
"KHARCHENKO2012;BICA2019;BOSSINI2019;CANTAT2020;DIAS2021;TARRICQ2022;HE2022_1;HUNT2023;CAVALLO2024","2507;949;107;14;14;9;34;63;17","ASCC 128;MWSC 3720",349.949,54.435,109.7701,-6.078,1.509,1.236,0.186,"ascc128;mwsc3720","UCC G109.7-06.0","Q2N",32.5,1.0,0.95,"AA",122.0,109.812,-6.074,349.949,54.437,1.527,1.245,0.155,-15.342,50.0,"nan","nan"
"HE2022;HUNT2023;CAVALLO2024","497;533;1191","CWNU 498",344.8255,61.0704,109.7882,1.0932,0.425,-1.552,-1.009,"cwnu498","UCC G109.7+01.0","Q2P",8.7,0.62,0.53,"BB",48.0,109.78,1.08,344.851,61.077,0.439,-1.556,-1.016,-4.057,1.0,"nan","nan"
"HUNT2023;CAVALLO2024","2451;3279","HSC 864",340.6995,64.8283,109.7898,5.2915,0.89,-2.179,-0.88,"hsc864","UCC G109.7+05.2","Q2P",17.2,0.73,0.37,"BC",18.0,110.063,5.183,341.39,64.813,0.899,-2.197,-0.876,-12.429,2.0,"nan","nan"
"HE2023_1","530","CWNU 3419",341.3217,64.3376,109.794,4.7329,0.117,-2.949,-1.566,"cwnu3419","UCC G109.7+04.7","Q2P",1.2,0.07,0.5,"DB",30.0,109.799,4.736,341.326,64.343,0.138,-2.932,-1.555,"nan",0.0,"nan","nan"
"CHI2023_2","212","CWWDL 2577",345.5308,60.3258,109.7946,0.2725,0.303,-3.956,-2.542,"cwwdl2577","UCC G109.7+00.2","Q2P",6.4,0.29,0.59,"CB",56.0,109.808,0.29,345.496,60.358,0.296,-4.01,-2.545,-70.674,1.0,"cwnu1774","0.79"
"HE2023;HUNT2023;CAVALLO2024","503;861;657","CWNU 1774",345.5229,60.3463,109.7994,0.2928,0.299,-4.006,-2.552,"cwnu1774","UCC G109.7+00.2a","Q2P",5.7,0.13,0.69,"DB",29.0,109.791,0.295,345.475,60.36,0.3,-4.008,-2.542,-70.674,1.0,"cwwdl2577","0.79"
"KHARCHENKO2012","2799","FSR 0405",338.197,66.67,109.8039,7.4002,"nan","nan","nan","fsr0405","UCC G109.8+07.4","Q2P",8.5,0.32,0.51,"CB",32.0,109.855,7.251,338.372,66.532,0.118,-2.451,-0.849,"nan",0.0,"nan","nan"
"HE2022;HE2022_1;HUNT2023;CAVALLO2024","445;137;512;1168","CWNU 446",340.1354,65.3052,109.81,5.824,1.05,-0.346,-2.555,"cwnu446","UCC G109.8+05.8","Q2P",10.7,1.0,0.47,"AC",109.0,109.841,5.804,340.185,65.3,1.053,-0.319,-2.577,-21.58,8.0,"nan","nan"
"HE2023;HUNT2023;CAVALLO2024","295;781;572","CWNU 1566",345.8641,60.0474,109.8329,-0.0492,0.316,-3.769,-2.76,"cwnu1566","UCC G109.8+00.0","Q2P",4.9,0.1,0.65,"DB",51.0,109.826,-0.062,345.854,60.032,0.313,-3.774,-2.756,"nan",0.0,"nan","nan"
"HE2023;HUNT2023;CAVALLO2024","573;892;690","CWNU 1844",346.687,59.1003,109.838,-1.0839,0.255,-3.215,-2.047,"cwnu1844","UCC G109.8-01.0","Q2N",3.8,0.35,0.68,"CB",31.0,109.836,-1.082,346.691,59.098,0.26,-3.199,-2.05,-134.362,1.0,"nan","nan"
"HE2022","418","CWNU 419",346.8572,58.9071,109.843,-1.296,0.66,-1.81,-1.5,"cwnu419","UCC G109.8-01.2","Q2N",10.2,0.84,0.63,"AB",41.0,109.843,-1.294,346.863,58.924,0.661,-1.812,-1.496,-17.615,1.0,"cwwdl14151;ubc1574;theia2902","0.96;0.75;0.57"
"HUNT2023;CAVALLO2024","2453;3281","HSC 866",345.6687,60.2983,109.8458,0.2196,1.063,-1.77,-1.777,"hsc866","UCC G109.8+00.2","Q2P",9.9,0.45,0.3,"CC",0.0,109.812,0.234,345.561,60.298,1.064,-1.714,-1.759,-4.831,2.0,"nan","nan"
"KHARCHENKO2012","2727","FSR 0406",343.428,62.6,109.8469,2.7578,"nan","nan","nan","fsr0406","UCC G109.8+02.7","Q2P",4.2,1.0,0.41,"AC",391.0,109.853,2.757,343.45,62.598,1.203,-1.24,-2.76,-28.067,9.0,"ubc1573","0.8"
"HUNT2023;CAVALLO2024","5519;4727","Theia 2902",346.8924,58.8855,109.8513,-1.323,0.6457,-1.8189,-1.4998,"theia2902","UCC G109.8-01.3a","Q2N",7.4,0.62,0.54,"BB",37.0,109.774,-1.309,346.711,58.884,0.648,-1.824,-1.513,"nan",0.0,"cwnu419;cwwdl14151","0.57;0.57"
"CASTRO2022","572","UBC 1573",343.45,62.61,109.8604,2.7624,1.18,-1.32,-2.7,"ubc1573","UCC G109.8+02.7a","Q2P",25.0,1.0,0.78,"AA",586.0,109.875,2.731,343.505,62.602,1.195,-1.261,-2.742,-13.778,29.0,"fsr0406","0.8"
"HE2023_1","355","CWNU 3259",338.6028,66.5138,109.8639,7.1838,0.147,-2.457,-0.854,"cwnu3259","UCC G109.8+07.1","Q2P",6.5,0.82,0.49,"AC",74.0,109.866,7.18,338.599,66.509,0.157,-2.417,-0.866,"nan",0.0,"nan","nan"
"CASTRO2022","573","UBC 1574",346.91,58.91,109.8692,-1.3039,0.66,-1.8,-1.48,"ubc1574","UCC G109.8-01.3","Q2N",9.5,0.8,0.61,"AB",26.0,109.871,-1.295,346.909,58.934,0.659,-1.803,-1.499,-17.615,1.0,"cwwdl14151;cwnu419","0.79;0.75"
"LI2022","56","LISC 3420",348.112,57.467,109.9048,-2.8795,0.914,0.205,-1.339,"lisc3420","UCC G109.9-02.8","Q2N",5.6,0.76,0.39,"AC",0.0,109.916,-2.871,348.124,57.458,0.903,0.277,-1.368,-23.662,4.0,"theia2526;cwnu394;cwwdl14366","0.97;0.86;0.63"
